Result Time,Granularity Period,Object Name,Reliability,50331745,50331746
,Minutes,,,None,bit
2023-03-20 08:00,30,"U_3839_COTA_905/ULoCell:NodeB Function Name=U_3839_COTA_905, Local Cell ID=1, Cell Name=N/A",Reliable,486193,1094647472
2023-03-20 08:00,30,"U_3839_COTA_905/ULoCell:NodeB Function Name=U_3839_COTA_905, Local Cell ID=0, Cell Name=N/A",Reliable,1177486,2220288652
2023-03-20 08:00,30,"U_3839_COTA_905/ULoCell:NodeB Function Name=U_3839_COTA_905, Local Cell ID=3, Cell Name=N/A",Reliable,1381204,3802960672
2023-03-20 08:00,30,"U_3839_COTA_905/ULoCell:NodeB Function Name=U_3839_COTA_905, Local Cell ID=4, Cell Name=N/A",Reliable,429024,1326514544
2023-03-20 08:00,30,"U_3839_COTA_905/ULoCell:NodeB Function Name=U_3839_COTA_905, Local Cell ID=6, Cell Name=N/A",Reliable,1110986,3187140677
2023-03-20 08:00,30,"U_3839_COTA_905/ULoCell:NodeB Function Name=U_3839_COTA_905, Local Cell ID=7, Cell Name=N/A",Reliable,749559,2568372544
2023-03-20 08:00,30,"U_4088_SANTA_ROSALIA/ULoCell:NodeB Function Name=U_4088_SANTA_ROSALIA, Local Cell ID=0, Cell Name=N/A",Reliable,49034,235186432
2023-03-20 08:00,30,"U_4088_SANTA_ROSALIA/ULoCell:NodeB Function Name=U_4088_SANTA_ROSALIA, Local Cell ID=1, Cell Name=N/A",Reliable,682129,2882115560
2023-03-20 08:00,30,"U_4088_SANTA_ROSALIA/ULoCell:NodeB Function Name=U_4088_SANTA_ROSALIA, Local Cell ID=2, Cell Name=N/A",Reliable,227977,1260004008
2023-03-20 08:00,30,"U_4088_SANTA_ROSALIA/ULoCell:NodeB Function Name=U_4088_SANTA_ROSALIA, Local Cell ID=3, Cell Name=N/A",Reliable,59548,345385143
2023-03-20 08:00,30,"U_4088_SANTA_ROSALIA/ULoCell:NodeB Function Name=U_4088_SANTA_ROSALIA, Local Cell ID=4, Cell Name=N/A",Reliable,421284,2563917752
2023-03-20 08:00,30,"U_4088_SANTA_ROSALIA/ULoCell:NodeB Function Name=U_4088_SANTA_ROSALIA, Local Cell ID=5, Cell Name=N/A",Reliable,176089,876528208
2023-03-20 08:00,30,"U_4088_SANTA_ROSALIA/ULoCell:NodeB Function Name=U_4088_SANTA_ROSALIA, Local Cell ID=6, Cell Name=N/A",Reliable,39925,290140530
2023-03-20 08:00,30,"U_4088_SANTA_ROSALIA/ULoCell:NodeB Function Name=U_4088_SANTA_ROSALIA, Local Cell ID=7, Cell Name=N/A",Reliable,438228,3787181864
2023-03-20 08:00,30,"U_4088_SANTA_ROSALIA/ULoCell:NodeB Function Name=U_4088_SANTA_ROSALIA, Local Cell ID=8, Cell Name=N/A",Reliable,127990,558030680
2023-03-20 08:00,30,"U_3090_QUINTA_CRESPO_MOVE/ULoCell:NodeB Function Name=U_3090_QUINTA_CRESPO_MOVE, Local Cell ID=0, Cell Name=N/A",Reliable,1217529,2280102821
2023-03-20 08:00,30,"U_3090_QUINTA_CRESPO_MOVE/ULoCell:NodeB Function Name=U_3090_QUINTA_CRESPO_MOVE, Local Cell ID=1, Cell Name=N/A",Reliable,708796,3157933304
2023-03-20 08:00,30,"U_3090_QUINTA_CRESPO_MOVE/ULoCell:NodeB Function Name=U_3090_QUINTA_CRESPO_MOVE, Local Cell ID=2, Cell Name=N/A",Reliable,1339992,2133184097
2023-03-20 08:00,30,"U_3090_QUINTA_CRESPO_MOVE/ULoCell:NodeB Function Name=U_3090_QUINTA_CRESPO_MOVE, Local Cell ID=3, Cell Name=N/A",Reliable,1573807,3620457074
2023-03-20 08:00,30,"U_3090_QUINTA_CRESPO_MOVE/ULoCell:NodeB Function Name=U_3090_QUINTA_CRESPO_MOVE, Local Cell ID=4, Cell Name=N/A",Reliable,712067,3798125576
2023-03-20 08:00,30,"U_3090_QUINTA_CRESPO_MOVE/ULoCell:NodeB Function Name=U_3090_QUINTA_CRESPO_MOVE, Local Cell ID=5, Cell Name=N/A",Reliable,1734848,4798564117
2023-03-20 08:00,30,"U_3090_QUINTA_CRESPO_MOVE/ULoCell:NodeB Function Name=U_3090_QUINTA_CRESPO_MOVE, Local Cell ID=6, Cell Name=N/A",Reliable,2905639,3876246692
2023-03-20 08:00,30,"U_3090_QUINTA_CRESPO_MOVE/ULoCell:NodeB Function Name=U_3090_QUINTA_CRESPO_MOVE, Local Cell ID=7, Cell Name=N/A",Reliable,877190,2812794784
2023-03-20 08:00,30,"U_3090_QUINTA_CRESPO_MOVE/ULoCell:NodeB Function Name=U_3090_QUINTA_CRESPO_MOVE, Local Cell ID=8, Cell Name=N/A",Reliable,2311176,3454324786
2023-03-20 08:00,30,"U_4022_BUCARE/ULoCell:NodeB Function Name=U_4022_BUCARE, Local Cell ID=0, Cell Name=N/A",Reliable,139686,786250400
2023-03-20 08:00,30,"U_4022_BUCARE/ULoCell:NodeB Function Name=U_4022_BUCARE, Local Cell ID=1, Cell Name=N/A",Reliable,278823,3465800776
2023-03-20 08:00,30,"U_4022_BUCARE/ULoCell:NodeB Function Name=U_4022_BUCARE, Local Cell ID=2, Cell Name=N/A",Reliable,392450,1059708016
2023-03-20 08:00,30,"U_4022_BUCARE/ULoCell:NodeB Function Name=U_4022_BUCARE, Local Cell ID=3, Cell Name=N/A",Reliable,138190,853018528
2023-03-20 08:00,30,"U_4022_BUCARE/ULoCell:NodeB Function Name=U_4022_BUCARE, Local Cell ID=4, Cell Name=N/A",Reliable,259086,4295703144
2023-03-20 08:00,30,"U_4022_BUCARE/ULoCell:NodeB Function Name=U_4022_BUCARE, Local Cell ID=5, Cell Name=N/A",Reliable,346704,1545786887
2023-03-20 08:00,30,"U_4022_BUCARE/ULoCell:NodeB Function Name=U_4022_BUCARE, Local Cell ID=6, Cell Name=N/A",Reliable,211113,620238256
2023-03-20 08:00,30,"U_4022_BUCARE/ULoCell:NodeB Function Name=U_4022_BUCARE, Local Cell ID=7, Cell Name=N/A",Reliable,173327,836220328
2023-03-20 08:00,30,"U_4022_BUCARE/ULoCell:NodeB Function Name=U_4022_BUCARE, Local Cell ID=8, Cell Name=N/A",Reliable,1367478,4205187846
2023-03-20 08:00,30,"U_3279_PARQUE_ANAUCO/ULoCell:NodeB Function Name=U_3279_PARQUE_ANAUCO, Local Cell ID=0, Cell Name=N/A",Reliable,205414,667348400
2023-03-20 08:00,30,"U_3279_PARQUE_ANAUCO/ULoCell:NodeB Function Name=U_3279_PARQUE_ANAUCO, Local Cell ID=1, Cell Name=N/A",Reliable,244988,1099205136
2023-03-20 08:00,30,"U_3279_PARQUE_ANAUCO/ULoCell:NodeB Function Name=U_3279_PARQUE_ANAUCO, Local Cell ID=2, Cell Name=N/A",Reliable,574005,1354875704
2023-03-20 08:00,30,"U_3279_PARQUE_ANAUCO/ULoCell:NodeB Function Name=U_3279_PARQUE_ANAUCO, Local Cell ID=3, Cell Name=N/A",Reliable,297203,1780553480
2023-03-20 08:00,30,"U_3279_PARQUE_ANAUCO/ULoCell:NodeB Function Name=U_3279_PARQUE_ANAUCO, Local Cell ID=4, Cell Name=N/A",Reliable,208179,1458277400
2023-03-20 08:00,30,"U_3279_PARQUE_ANAUCO/ULoCell:NodeB Function Name=U_3279_PARQUE_ANAUCO, Local Cell ID=5, Cell Name=N/A",Reliable,479772,1588179032
2023-03-20 08:00,30,"U_3279_PARQUE_ANAUCO/ULoCell:NodeB Function Name=U_3279_PARQUE_ANAUCO, Local Cell ID=6, Cell Name=N/A",Reliable,158560,624186480
2023-03-20 08:00,30,"U_3279_PARQUE_ANAUCO/ULoCell:NodeB Function Name=U_3279_PARQUE_ANAUCO, Local Cell ID=7, Cell Name=N/A",Reliable,186036,1291608152
2023-03-20 08:00,30,"U_3279_PARQUE_ANAUCO/ULoCell:NodeB Function Name=U_3279_PARQUE_ANAUCO, Local Cell ID=8, Cell Name=N/A",Reliable,403896,2072408928
2023-03-20 08:00,30,"U_3460_SAN_BERNARDINO_NORTE/ULoCell:NodeB Function Name=U_3460_SAN_BERNARDINO_NORTE, Local Cell ID=0, Cell Name=N/A",Reliable,672499,3753083688
2023-03-20 08:00,30,"U_3460_SAN_BERNARDINO_NORTE/ULoCell:NodeB Function Name=U_3460_SAN_BERNARDINO_NORTE, Local Cell ID=1, Cell Name=N/A",Reliable,811291,2431870952
2023-03-20 08:00,30,"U_3460_SAN_BERNARDINO_NORTE/ULoCell:NodeB Function Name=U_3460_SAN_BERNARDINO_NORTE, Local Cell ID=2, Cell Name=N/A",Reliable,1932015,5379223162
2023-03-20 08:00,30,"U_3460_SAN_BERNARDINO_NORTE/ULoCell:NodeB Function Name=U_3460_SAN_BERNARDINO_NORTE, Local Cell ID=3, Cell Name=N/A",Reliable,600115,4400264872
2023-03-20 08:00,30,"U_3460_SAN_BERNARDINO_NORTE/ULoCell:NodeB Function Name=U_3460_SAN_BERNARDINO_NORTE, Local Cell ID=4, Cell Name=N/A",Reliable,360794,1528689240
2023-03-20 08:00,30,"U_3460_SAN_BERNARDINO_NORTE/ULoCell:NodeB Function Name=U_3460_SAN_BERNARDINO_NORTE, Local Cell ID=5, Cell Name=N/A",Reliable,986732,4635691918
2023-03-20 08:00,30,"U_3460_SAN_BERNARDINO_NORTE/ULoCell:NodeB Function Name=U_3460_SAN_BERNARDINO_NORTE, Local Cell ID=6, Cell Name=N/A",Reliable,1121284,5893378376
2023-03-20 08:00,30,"U_3460_SAN_BERNARDINO_NORTE/ULoCell:NodeB Function Name=U_3460_SAN_BERNARDINO_NORTE, Local Cell ID=7, Cell Name=N/A",Reliable,413954,2740051016
2023-03-20 08:00,30,"U_3460_SAN_BERNARDINO_NORTE/ULoCell:NodeB Function Name=U_3460_SAN_BERNARDINO_NORTE, Local Cell ID=8, Cell Name=N/A",Reliable,738749,2260789621
2023-03-20 08:00,30,"U_3956_LA_CRUZ_ROJA/ULoCell:NodeB Function Name=U_3956_LA_CRUZ_ROJA, Local Cell ID=0, Cell Name=N/A",Reliable,398836,1223393104
2023-03-20 08:00,30,"U_3956_LA_CRUZ_ROJA/ULoCell:NodeB Function Name=U_3956_LA_CRUZ_ROJA, Local Cell ID=1, Cell Name=N/A",Reliable,176772,943678256
2023-03-20 08:00,30,"U_3956_LA_CRUZ_ROJA/ULoCell:NodeB Function Name=U_3956_LA_CRUZ_ROJA, Local Cell ID=2, Cell Name=N/A",Reliable,346778,1537390016
2023-03-20 08:00,30,"U_3956_LA_CRUZ_ROJA/ULoCell:NodeB Function Name=U_3956_LA_CRUZ_ROJA, Local Cell ID=3, Cell Name=N/A",Reliable,398199,1338855696
