CELLID,U_RRC_SETUP_SUCCESS_RATIO_DEN_NONE,U_RRC_SETUP_SUCCESS_RATIO_NUM_NONE,U_CS_RAB_SETUP_SUCCESS_RATIO_CELL_DEN_NUMBER,U_CS_RAB_SETUP_SUCCESS_RATIO_CELL_NUM_NUMBER,U_PS_RAB_SETUP_SUCCESS_RATIOD_DEN_NUMBER,U_PS_RAB_SETUP_SUCCESS_RATIO_NUM_NUMBER,U_VS_HSDPA_MEANCHTHROUGHPUT_KBPS,U_VS_HSDPA_MEANCHTHROUGHPUT_TOTALBYTES_MB,U_VS_HSDPA_64QAM_UE_MEAN_CELL_NONE,U_VS_HSDPA_UE_MAX_CELL_NONE,U_VS_HSDPA_UE_MEAN_CELL_NONE,U_VS_HSUPA_MEANCHTHROUGHPUT_KBPS,U_VS_HSUPA_MEANCHTHROUGHPUT_TOTALBYTES_MB,U_VS_HSUPA_16QAM_UE_MEAN_CELL_NONE,U_VS_HSUPA_UE_MAX_CELL_NONE,U_VS_HSUPA_UE_MEAN_CELL_NONE,U_VS_HSUPA_UE_MEAN_TTI2MS,U_TRAFICO_CS_ERLANG_ERL,U_CS_RAB_CONGESTION_RATIO_NUM_NONE,U_CS_RAB_CONGESTION_RATIO_DEN_NONE,U_RRC_CONGESTION_RATIONUM_NUMBER,U_RRC_CONGESTION_RATIODEN_NUMBER,U_PS_RAB_CONGESTION_RATIO_DEN_NONE,U_PS_RAB_CONGESTION_RATIO_NUM_NONE,U_VS_CELL_UNAVAILTIME_SYS_S,IA_CS_UMTS_OPT_RF_NUM,IA_CS_UMTS_OPT_RF_DEN,IA_PS_UMTS_OPT_RF_DEN,IA_PS_UMTS_OPT_RF_NUM,G_CS_SERVICE_DROP_RATIO_DEN_NONE,G_CS_SERVICE_DROP_RATIO_NUM_NONE,G_PS_CALL_DROP_RATIO_DEN_NONE,G_PS_CALL_DROP_RATIO_NUM_NONE,PS_CALL_DROP_RATIO2_DEN_NONE,PS_CALL_DROP_RATIO2_NUM_NONE,NUMERO_DE_USUARIOS_PH_OPTRF_NONE,HSDPA_THROUGHPUT_DEN_NONE,HSDPA_THROUGHPUT_NUM_NONE
30011,198.0,101.0,27.0,27.0,65.0,63.0,124.724,6709348.0,2.617,5.0,2.617,74.305,5571000.0,0.0,7.0,3.394,0.0,0.2,0.0,27.0,0.0,413.0,65.0,0.0,0.0,648.0,1350.0,6435.0,3474.0,26.0,0.0,78.0,55.0,164.0,55.0,7.601,50140.0,255190136.0
30012,378.0,195.0,32.0,31.0,125.0,124.0,99.97,14864168.0,2.992,7.0,2.992,57.905,10359920.0,0.0,12.0,5.214,0.0,0.15,0.0,32.0,0.0,571.0,125.0,0.0,0.0,917.0,1568.0,32000.0,15632.0,32.0,3.0,143.0,98.0,277.0,98.0,10.861999999999998,99036.0,180845736.0
30013,601.0,305.0,45.0,45.0,150.0,150.0,195.751,31902798.0,5.667,10.0,5.767,87.975,25787640.0,0.0,15.0,8.683,0.0,0.317,0.0,45.0,0.0,1081.0,150.0,0.0,0.0,1935.0,3960.0,58800.0,28350.0,40.0,1.0,185.0,115.0,369.0,115.0,19.167,127349.0,536307959.0
30014,160.0,82.0,8.0,7.0,73.0,73.0,80.88,7961998.0,2.817,6.0,2.822,47.999,3744560.0,0.0,9.0,3.531,0.0,0.1,0.0,8.0,0.0,214.0,73.0,0.0,0.0,72.0,128.0,8103.0,3796.0,7.0,0.0,73.0,52.0,179.0,51.0,7.683000000000001,38119.0,110139168.0
30015,362.0,171.0,13.0,13.0,151.0,147.0,118.517,17646739.0,2.744,7.0,2.753,62.927,9256520.0,0.0,13.0,4.697,0.0,0.083,0.0,13.0,0.0,399.0,151.0,0.0,0.0,143.0,247.0,41072.0,22991.0,12.0,2.0,154.0,114.0,321.0,114.0,9.776,50717.0,114075631.0
30016,695.0,351.0,29.0,27.0,335.0,331.0,148.866,34160247.0,4.889,10.0,5.133,105.219,27521280.0,0.0,15.0,7.569,0.0,0.167,0.0,29.0,0.0,835.0,335.0,0.0,0.0,802.0,1450.0,179225.0,90517.0,27.0,4.0,346.0,190.0,555.0,190.0,18.569,170933.0,368458228.0
30017,227.0,109.0,4.0,4.0,89.0,89.0,142.018,8510794.0,2.414,6.0,2.414,42.808,2936120.0,0.0,7.0,3.228,0.0,0.05,0.0,4.0,0.0,287.0,89.0,0.0,0.0,24.0,32.0,16109.0,8544.0,4.0,0.0,92.0,65.0,216.0,65.0,7.064,25746.0,78176528.0
30018,313.0,150.0,5.0,3.0,155.0,155.0,289.519,42350879.0,2.817,8.0,2.819,64.092,10600040.0,0.0,10.0,4.283,0.0,0.133,0.0,5.0,0.0,368.0,155.0,0.0,0.0,17.0,20.0,40765.0,21235.0,4.0,0.0,170.0,116.0,301.0,117.0,9.292,64676.0,260903256.0
30019,626.0,306.0,22.0,17.0,318.0,317.0,282.36,61591641.0,4.717,10.0,4.789,71.8,17964400.0,0.0,14.0,7.022,0.0,0.183,0.0,22.0,0.0,751.0,318.0,0.0,0.0,300.0,572.0,157728.0,81014.0,17.0,0.0,339.0,173.0,520.0,174.0,15.45,229641.0,1202394539.0
30021,212.0,209.0,13.0,13.0,46.0,42.0,1325.704,80228274.0,2.181,5.0,2.189,38.982,7998060.0,0.0,6.0,2.183,0.0,0.683,0.0,13.0,0.0,419.0,46.0,0.0,0.0,0.0,117.0,3910.0,382.0,11.0,0.0,33.0,5.0,234.0,7.0,5.936,,
30022,38.0,36.0,2.0,2.0,15.0,15.0,1061.27,65338420.0,0.975,4.0,0.975,51.351,6078000.0,0.0,4.0,1.164,0.0,0.083,0.0,2.0,0.0,86.0,15.0,0.0,0.0,0.0,10.0,255.0,30.0,4.0,0.0,10.0,2.0,161.0,2.0,2.5869999999999997,,
30023,65.0,63.0,8.0,8.0,22.0,22.0,1244.975,67469852.0,1.419,4.0,1.425,57.638,10926720.0,0.0,6.0,1.658,0.0,0.067,0.0,8.0,0.0,129.0,22.0,0.0,0.0,0.0,80.0,418.0,22.0,9.0,0.0,14.0,4.0,210.0,1.0,3.8890000000000002,,
30024,121.0,119.0,8.0,8.0,26.0,25.0,952.009,31595985.0,1.575,6.0,1.611,34.471,3982740.0,0.0,6.0,1.589,0.0,0.217,0.0,8.0,0.0,241.0,26.0,0.0,0.0,8.0,72.0,1664.0,89.0,8.0,0.0,27.0,1.0,279.0,1.0,4.439,,
30025,46.0,44.0,5.0,5.0,15.0,15.0,1748.199,206698363.0,2.397,6.0,2.397,55.583,17994960.0,0.0,7.0,2.778,0.0,0.183,0.0,5.0,0.0,89.0,15.0,0.0,0.0,0.0,15.0,255.0,0.0,5.0,0.0,13.0,2.0,197.0,4.0,5.775,,
30026,28.0,28.0,4.0,4.0,9.0,9.0,1225.082,26432676.0,1.092,5.0,1.114,58.056,7558920.0,0.0,8.0,1.672,0.0,0.183,0.0,4.0,0.0,70.0,9.0,0.0,0.0,0.0,12.0,117.0,0.0,6.0,0.0,15.0,6.0,211.0,1.0,3.675,,
30027,64.0,59.0,7.0,7.0,18.0,18.0,946.063,32520915.0,1.253,4.0,1.253,36.047,3631760.0,0.0,4.0,1.269,0.0,0.033,0.0,7.0,0.0,109.0,18.0,0.0,0.0,0.0,42.0,666.0,0.0,6.0,0.0,25.0,3.0,301.0,2.0,3.5389999999999997,,
30028,51.0,51.0,2.0,2.0,9.0,9.0,2969.183,56058177.0,0.533,3.0,0.533,95.785,4772500.0,0.0,4.0,0.669,0.0,0.417,0.0,2.0,0.0,95.0,9.0,0.0,0.0,0.0,8.0,216.0,0.0,2.0,0.0,25.0,3.0,146.0,2.0,1.863,,
30029,53.0,53.0,3.0,3.0,12.0,12.0,1869.064,19449945.0,0.5,4.0,0.5,71.644,3755940.0,0.0,5.0,0.8,0.0,0.083,0.0,3.0,0.0,106.0,12.0,0.0,0.0,0.0,3.0,408.0,0.0,4.0,0.0,15.0,3.0,207.0,2.0,2.225,,
30031,391.0,386.0,38.0,38.0,245.0,245.0,1533.468,247450009.0,4.342,10.0,4.522,81.433,32767640.0,0.0,12.0,4.944,0.0,0.867,0.0,38.0,0.0,983.0,245.0,0.0,0.0,0.0,1102.0,63700.0,245.0,37.0,0.0,232.0,10.0,1188.0,10.0,16.167,621749.0,2370709214.0
30032,226.0,219.0,24.0,24.0,117.0,117.0,1620.302,317787729.0,4.086,10.0,4.1,70.431,36362000.0,0.0,11.0,5.006,0.0,0.417,0.0,24.0,0.0,622.0,117.0,0.0,0.0,0.0,552.0,16614.0,117.0,25.0,0.0,82.0,5.0,861.0,4.0,13.686,768979.0,2704951909.0
30033,366.0,357.0,49.0,49.0,166.0,166.0,1401.156,272022204.0,5.744,13.0,5.744,42.529,31455160.0,0.0,16.0,6.753,0.0,0.517,0.0,49.0,0.0,822.0,166.0,0.0,0.0,0.0,1960.0,29880.0,0.0,51.0,0.0,152.0,8.0,1326.0,6.0,19.646,601744.0,2135947872.0
30034,290.0,290.0,23.0,23.0,208.0,208.0,1488.93,234984844.0,4.3,10.0,4.508,65.539,26948920.0,0.0,12.0,4.914,0.0,1.0,0.0,23.0,0.0,758.0,208.0,0.0,0.0,0.0,253.0,40560.0,0.0,20.0,0.0,178.0,7.0,845.0,5.0,14.748999999999999,398654.0,1473234160.0
30035,114.0,111.0,11.0,11.0,92.0,92.0,1521.081,331580437.0,3.875,10.0,3.878,109.439,53495040.0,0.0,12.0,4.614,0.0,0.15,0.0,11.0,0.0,197.0,92.0,0.0,0.0,0.0,66.0,5612.0,0.0,12.0,0.0,91.0,7.0,973.0,8.0,12.642,778501.0,2776038965.0
30036,179.0,177.0,18.0,18.0,187.0,187.0,1429.544,233735864.0,5.433,12.0,5.433,61.547,34449240.0,0.0,13.0,6.175,0.0,0.6,0.0,18.0,0.0,250.0,187.0,0.0,0.0,0.0,108.0,19261.0,187.0,18.0,0.0,131.0,4.0,1374.0,3.0,17.933,453168.0,1908390280.0
30037,257.0,253.0,28.0,28.0,275.0,275.0,1779.966,272294683.0,4.089,11.0,4.308,78.205,28355200.0,0.0,11.0,4.622,0.0,0.7,0.0,28.0,0.0,647.0,275.0,0.0,0.0,0.0,420.0,47850.0,0.0,27.0,0.0,186.0,10.0,982.0,11.0,14.422,481112.0,2236495559.0
30038,146.0,145.0,17.0,17.0,130.0,130.0,1887.617,209841631.0,3.267,9.0,3.308,64.583,21440080.0,0.0,11.0,3.975,0.0,0.267,0.0,17.0,0.0,272.0,130.0,0.0,0.0,0.0,255.0,9360.0,0.0,17.0,0.0,138.0,2.0,1230.0,2.0,13.436,325908.0,1605981567.0
30039,263.0,256.0,30.0,30.0,183.0,183.0,1725.032,223223444.0,5.119,12.0,5.119,66.653,28975640.0,0.0,14.0,5.672,0.0,0.633,0.0,30.0,0.0,367.0,183.0,0.0,0.0,0.0,330.0,22692.0,0.0,34.0,0.0,205.0,14.0,1898.0,15.0,20.232999999999997,377628.0,2039436344.0
30051,208.0,164.0,48.0,38.0,120.0,114.0,735.214,344010178.0,7.592,18.0,7.592,55.058,24107020.0,0.0,14.0,4.144,0.0,2.767,10.0,48.0,56.0,348.0,120.0,6.0,0.0,546.0,1344.0,15120.0,3834.0,43.0,0.0,111.0,21.0,1534.0,20.0,29.487,1005630.0,2978592312.0
30052,514.0,420.0,107.0,79.0,242.0,241.0,234.575,512088670.0,25.319,37.0,25.656,46.721,83001180.0,0.0,21.0,14.878,0.0,2.717,27.0,107.0,110.0,738.0,242.0,1.0,0.0,1846.0,5243.0,63162.0,11106.0,79.0,0.0,230.0,52.0,4379.0,41.0,79.62299999999999,7585672.0,3813316333.0
30053,310.0,257.0,29.0,24.0,158.0,157.0,615.914,759189507.0,15.786,28.0,15.794,60.074,82590000.0,0.0,18.0,10.169,0.0,1.4,5.0,29.0,56.0,389.0,158.0,1.0,0.0,231.0,783.0,30020.0,4586.0,28.0,1.0,157.0,50.0,2633.0,42.0,49.251999999999995,1330324.0,6886881938.0
30054,353.0,280.0,58.0,32.0,143.0,143.0,639.326,325084597.0,9.217,18.0,9.217,70.479,39033080.0,0.0,13.0,4.956,0.0,0.9,26.0,58.0,76.0,504.0,143.0,0.0,0.0,856.0,1624.0,22022.0,4433.0,26.0,0.0,140.0,38.0,2297.0,34.0,34.842,644264.0,2383180998.0
30055,510.0,415.0,74.0,54.0,271.0,267.0,191.144,463671576.0,22.747,35.0,22.747,44.567,72291540.0,0.0,21.0,14.494,0.0,1.983,20.0,74.0,103.0,711.0,271.0,4.0,0.0,944.0,2294.0,81571.0,15088.0,59.0,0.0,251.0,73.0,3353.0,60.0,69.794,4230121.0,4074240812.0
30056,311.0,290.0,100.0,91.0,155.0,154.0,751.785,813209065.0,17.542,29.0,17.542,51.867,81688220.0,0.0,21.0,15.781,0.0,3.017,9.0,100.0,18.0,368.0,155.0,1.0,0.0,423.0,4700.0,24490.0,2006.0,83.0,1.0,144.0,30.0,3135.0,28.0,53.353,1507845.0,5372928603.0
30057,230.0,204.0,30.0,29.0,139.0,139.0,959.769,382961055.0,7.403,16.0,7.403,57.7,37287740.0,0.0,15.0,6.728,0.0,0.933,1.0,30.0,12.0,322.0,139.0,0.0,0.0,13.0,390.0,17375.0,556.0,28.0,1.0,145.0,31.0,1980.0,30.0,27.984,1419969.0,4013450064.0
30058,452.0,413.0,78.0,74.0,246.0,244.0,117.706,406286214.0,27.297,41.0,27.494,39.692,80312360.0,0.0,22.0,19.483,0.0,2.583,4.0,78.0,26.0,650.0,246.0,0.0,0.0,210.0,2652.0,68880.0,5928.0,67.0,0.0,239.0,40.0,3851.0,44.0,79.43900000000001,7986570.0,3768305468.0
30059,191.0,173.0,35.0,32.0,108.0,108.0,816.037,592710176.0,11.836,21.0,11.836,72.631,83175720.0,0.0,19.0,10.625,0.0,3.05,3.0,35.0,11.0,223.0,108.0,0.0,0.0,168.0,840.0,13716.0,972.0,35.0,1.0,113.0,32.0,1949.0,32.0,37.705,1588704.0,4763466536.0
30091,570.0,492.0,102.0,90.0,326.0,324.0,69.165,405155021.0,36.236,47.0,36.433,27.185,81014600.0,0.0,39.0,28.147,0.0,3.2,12.0,102.0,91.0,906.0,326.0,1.0,0.0,1176.0,5406.0,126488.0,14384.0,96.0,3.0,382.0,76.0,3714.0,63.0,92.517,3897273.0,3344642544.0
30092,232.0,203.0,40.0,35.0,156.0,156.0,76.176,185759211.0,14.5,22.0,14.503,27.39,38077060.0,0.0,21.0,11.667,0.0,0.9,5.0,40.0,64.0,616.0,156.0,0.0,0.0,90.0,720.0,22776.0,2184.0,37.0,0.0,119.0,26.0,1268.0,23.0,35.975,928409.0,2093312800.0
30093,638.0,559.0,103.0,95.0,372.0,370.0,66.633,376571407.0,33.597,43.0,33.597,25.982,77142000.0,0.0,38.0,26.483,0.0,2.367,8.0,103.0,132.0,1439.0,372.0,1.0,0.0,1846.0,11536.0,120156.0,15076.0,95.0,1.0,349.0,57.0,2695.0,54.0,82.88,2198598.0,3252820608.0
30094,382.0,312.0,53.0,45.0,301.0,301.0,79.505,489714956.0,35.181,47.0,35.408,28.43,88940040.0,0.0,37.0,26.756,0.0,0.9,8.0,53.0,71.0,584.0,301.0,0.0,0.0,436.0,1696.0,71939.0,12642.0,46.0,1.0,199.0,23.0,2562.0,19.0,83.375,2204899.0,4098415134.0
30095,231.0,203.0,45.0,38.0,148.0,148.0,83.342,207236044.0,14.411,23.0,14.411,32.722,41013820.0,0.0,21.0,11.125,0.0,0.95,7.0,45.0,52.0,510.0,148.0,0.0,0.0,299.0,945.0,20868.0,1776.0,37.0,0.0,132.0,12.0,1773.0,14.0,37.78,758077.0,1876742776.0
30096,749.0,659.0,133.0,128.0,329.0,328.0,66.529,356570133.0,33.958,45.0,33.975,28.333,80181320.0,0.0,39.0,26.569,0.0,5.1,5.0,133.0,95.0,1419.0,329.0,0.0,0.0,1331.0,11571.0,112189.0,10509.0,126.0,1.0,323.0,39.0,3880.0,39.0,91.364,1837808.0,2979147649.0
30097,492.0,426.0,96.0,74.0,278.0,278.0,79.226,453030823.0,35.6,47.0,35.933,26.637,83885700.0,0.0,39.0,27.333,0.0,2.767,22.0,96.0,56.0,658.0,278.0,0.0,0.0,1256.0,4512.0,82844.0,10842.0,67.0,0.0,253.0,50.0,4971.0,39.0,97.338,2397254.0,4023366686.0
30098,248.0,211.0,66.0,54.0,160.0,155.0,72.932,171209897.0,14.192,21.0,14.192,30.274,40455400.0,0.0,17.0,10.342,0.0,1.283,12.0,66.0,44.0,482.0,160.0,4.0,0.0,288.0,1584.0,25760.0,4525.0,50.0,0.0,142.0,23.0,1985.0,17.0,38.736000000000004,681999.0,1473173336.0
30099,660.0,545.0,108.0,98.0,324.0,322.0,76.261,401842547.0,33.294,44.0,33.306,28.036,78693940.0,0.0,35.0,24.706,0.0,2.233,10.0,108.0,106.0,1169.0,324.0,2.0,0.0,1378.0,8532.0,108216.0,22564.0,95.0,0.0,320.0,28.0,3925.0,23.0,85.53899999999999,2256451.0,3046603566.0
30101,509.0,501.0,81.0,81.0,433.0,433.0,2109.422,639618907.0,7.311,17.0,7.314,74.359,63586200.0,0.0,19.0,11.006,0.0,2.4,0.0,81.0,0.0,1024.0,433.0,0.0,0.0,0.0,5103.0,165839.0,0.0,78.0,0.0,403.0,6.0,2049.0,7.0,28.866999999999997,798677.0,4945166643.0
30102,607.0,592.0,65.0,65.0,527.0,527.0,1296.284,339362165.0,7.494,17.0,7.494,41.87,47927880.0,0.0,20.0,15.2,0.0,1.267,0.0,65.0,0.0,1760.0,527.0,0.0,0.0,0.0,2600.0,230826.0,2108.0,65.0,1.0,462.0,20.0,917.0,20.0,32.972,876279.0,3073353920.0
30103,204.0,199.0,13.0,13.0,157.0,157.0,1158.179,229947722.0,5.089,12.0,5.089,80.987,66898160.0,0.0,17.0,7.394,0.0,1.817,0.0,13.0,0.0,410.0,157.0,0.0,0.0,0.0,117.0,20724.0,0.0,18.0,0.0,156.0,1.0,607.0,1.0,17.558999999999997,572194.0,1671888672.0
30104,423.0,414.0,83.0,83.0,213.0,213.0,1699.036,614809078.0,9.017,20.0,9.017,94.984,101985640.0,0.0,20.0,11.178,0.0,1.867,0.0,83.0,0.0,689.0,213.0,0.0,0.0,0.0,8466.0,41109.0,0.0,71.0,0.0,221.0,7.0,2065.0,7.0,31.381,767423.0,4125509856.0
30105,330.0,293.0,62.0,62.0,189.0,189.0,695.24,77607082.0,6.708,15.0,6.708,20.516,22260480.0,0.0,20.0,11.25,0.0,1.917,0.0,62.0,0.0,900.0,189.0,0.0,0.0,0.0,2294.0,27594.0,1701.0,56.0,0.0,243.0,14.0,1104.0,13.0,28.405,273089.0,528793656.0
30106,287.0,285.0,35.0,35.0,172.0,172.0,1539.421,564748025.0,10.125,20.0,10.125,74.597,88745440.0,0.0,20.0,12.783,0.0,1.0,0.0,35.0,0.0,449.0,172.0,0.0,0.0,0.0,840.0,32852.0,172.0,32.0,0.0,176.0,21.0,1851.0,33.0,31.548000000000002,1078955.0,4727086320.0
30107,256.0,246.0,57.0,57.0,108.0,108.0,1833.995,443753522.0,6.619,14.0,6.622,66.931,51176240.0,0.0,18.0,8.906,0.0,1.817,0.0,57.0,0.0,419.0,108.0,0.0,0.0,0.0,2565.0,8640.0,108.0,66.0,0.0,132.0,5.0,1843.0,6.0,23.525,561514.0,3544472632.0
30108,312.0,294.0,37.0,37.0,218.0,217.0,1423.034,152926338.0,5.708,14.0,5.711,35.331,20349720.0,0.0,20.0,11.406,0.0,2.717,0.0,37.0,0.0,709.0,218.0,0.0,0.0,0.0,1073.0,37932.0,2127.0,41.0,0.0,259.0,29.0,1552.0,30.0,27.497,371464.0,1345217135.0
30109,176.0,172.0,31.0,31.0,115.0,115.0,2132.362,337382340.0,3.806,10.0,3.806,60.505,30587520.0,0.0,16.0,6.136,0.0,0.917,0.0,31.0,0.0,270.0,115.0,0.0,0.0,0.0,620.0,10810.0,230.0,34.0,1.0,116.0,7.0,831.0,8.0,14.748000000000001,489429.0,2661040984.0
30121,953.0,937.0,107.0,107.0,589.0,588.0,374.894,361813930.0,23.361,36.0,23.431,24.326,67707960.0,0.0,23.0,19.808,0.0,1.95,0.0,107.0,0.0,1991.0,589.0,0.0,0.0,0.0,7918.0,338086.0,574.0,103.0,0.0,530.0,55.0,3037.0,47.0,66.928,2571127.0,2695645443.0
30122,837.0,800.0,109.0,109.0,477.0,477.0,459.056,165565941.0,12.997,25.0,13.008,26.891,43481560.0,0.0,22.0,14.808,0.0,1.95,0.0,109.0,0.0,1387.0,477.0,0.0,0.0,0.0,8611.0,225144.0,477.0,91.0,1.0,476.0,65.0,2941.0,61.0,45.702,1244480.0,1611001439.0
30123,661.0,625.0,74.0,74.0,300.0,300.0,465.3,198979109.0,11.925,21.0,11.967,25.331,43510520.0,0.0,21.0,14.556,0.0,1.033,0.0,74.0,0.0,1150.0,300.0,0.0,0.0,0.0,3996.0,95400.0,0.0,60.0,0.0,329.0,37.0,2596.0,33.0,44.47,1169093.0,1242322850.0
30124,858.0,835.0,124.0,124.0,603.0,603.0,401.052,367698511.0,23.35,35.0,23.681,26.4,72979320.0,0.0,23.0,19.631,0.0,3.0,0.0,124.0,0.0,1633.0,603.0,0.0,0.0,0.0,11036.0,270144.0,1206.0,113.0,0.0,613.0,42.0,4097.0,36.0,72.756,2562887.0,2879663907.0
30125,421.0,414.0,40.0,40.0,372.0,372.0,599.821,220219767.0,13.492,26.0,13.514,29.155,57389640.0,0.0,22.0,14.903,0.0,1.3,0.0,40.0,0.0,740.0,372.0,0.0,0.0,0.0,1240.0,85188.0,0.0,58.0,1.0,327.0,17.0,1963.0,17.0,38.897,899669.0,1762178823.0
30126,355.0,344.0,27.0,27.0,287.0,287.0,500.642,255863794.0,11.939,20.0,12.017,27.452,52633440.0,0.0,20.0,13.483,0.0,1.033,0.0,27.0,0.0,675.0,287.0,0.0,0.0,0.0,567.0,53382.0,0.0,38.0,1.0,315.0,19.0,1724.0,16.0,36.483999999999995,1106045.0,2287184597.0
30127,776.0,761.0,98.0,95.0,689.0,687.0,367.48,330729258.0,22.994,36.0,23.158,26.598,69641200.0,0.0,23.0,19.619,0.0,1.967,3.0,98.0,0.0,1600.0,689.0,0.0,0.0,195.0,6370.0,327964.0,952.0,101.0,1.0,595.0,40.0,3710.0,40.0,67.572,2965873.0,2984163790.0
30128,657.0,643.0,94.0,94.0,309.0,309.0,633.078,264284745.0,13.869,27.0,13.875,28.531,58194000.0,0.0,23.0,14.944,0.0,1.75,0.0,94.0,0.0,1119.0,309.0,0.0,0.0,0.0,6486.0,96408.0,309.0,90.0,0.0,390.0,37.0,2862.0,38.0,45.53,979982.0,1908641483.0
30129,453.0,442.0,42.0,42.0,340.0,340.0,535.699,239598025.0,11.55,19.0,11.606,26.821,48843740.0,0.0,21.0,13.606,0.0,1.717,0.0,42.0,0.0,831.0,340.0,0.0,0.0,0.0,1218.0,85680.0,0.0,50.0,0.0,323.0,24.0,2073.0,23.0,38.317,1041954.0,1925120731.0
30141,691.0,593.0,89.0,82.0,541.0,531.0,364.391,250774563.0,31.711,45.0,32.258,18.732,48085780.0,0.0,35.0,25.056,0.0,4.05,7.0,89.0,24.0,870.0,541.0,2.0,0.0,589.0,4361.0,240745.0,28876.0,108.0,9.0,659.0,141.0,3341.0,122.0,85.739,3749713.0,2094235406.0
30142,370.0,331.0,63.0,58.0,236.0,234.0,628.811,280445963.0,20.742,32.0,20.775,20.772,53159460.0,0.0,33.0,19.194,0.0,3.883,5.0,63.0,29.0,525.0,236.0,0.0,0.0,379.0,2583.0,46256.0,3668.0,101.0,0.0,235.0,36.0,2349.0,25.0,59.272,1652851.0,2248311182.0
30143,885.0,797.0,157.0,136.0,777.0,763.0,386.424,437893462.0,56.089,64.0,56.089,21.051,89418020.0,0.0,45.0,32.164,0.0,4.683,21.0,157.0,9.0,1104.0,777.0,13.0,0.0,1480.0,10048.0,443667.0,37751.0,144.0,5.0,743.0,162.0,4810.0,149.0,138.27499999999998,5196922.0,3667720411.0
30144,704.0,656.0,72.0,72.0,509.0,509.0,417.038,505511635.0,38.981,50.0,39.114,24.106,122799300.0,0.0,53.0,41.444,0.0,2.117,0.0,72.0,1.0,961.0,509.0,0.0,0.0,0.0,3600.0,226505.0,5599.0,76.0,3.0,432.0,59.0,2861.0,57.0,93.96099999999998,5246710.0,4262487845.0
30145,685.0,650.0,137.0,136.0,304.0,302.0,542.212,313087355.0,25.697,36.0,25.703,24.551,84080460.0,0.0,40.0,29.392,0.0,3.1,1.0,137.0,1.0,864.0,304.0,2.0,0.0,378.0,14522.0,104272.0,2800.0,163.0,1.0,338.0,53.0,2780.0,49.0,70.178,2660411.0,2692846970.0
30146,1467.0,1392.0,180.0,178.0,578.0,533.0,189.197,476015005.0,57.125,64.0,57.144,20.239,113848520.0,0.0,55.0,46.894,0.0,6.317,1.0,180.0,2.0,1778.0,578.0,43.0,0.0,306.0,27540.0,505750.0,51634.0,182.0,6.0,666.0,136.0,4198.0,136.0,144.08,11060440.0,3959231656.0
30147,996.0,939.0,102.0,101.0,562.0,561.0,450.896,437907160.0,39.169,50.0,39.233,22.851,114999400.0,0.0,55.0,42.672,0.0,2.267,1.0,102.0,0.0,1319.0,562.0,0.0,0.0,86.0,8772.0,350688.0,12405.0,91.0,2.0,507.0,85.0,3254.0,75.0,97.65,4355633.0,3797275902.0
30148,313.0,295.0,42.0,42.0,264.0,264.0,683.72,361321498.0,23.761,37.0,24.564,21.852,73791840.0,0.0,39.0,26.922,0.0,0.717,0.0,42.0,2.0,442.0,264.0,0.0,0.0,0.0,1050.0,55440.0,2640.0,38.0,0.0,231.0,21.0,2250.0,22.0,59.9,2060417.0,2967887166.0
30149,922.0,807.0,127.0,116.0,682.0,674.0,355.411,505645564.0,55.992,64.0,56.075,20.93,93699960.0,0.0,42.0,32.386,0.0,4.817,10.0,127.0,8.0,1199.0,682.0,7.0,0.0,1300.0,9652.0,372372.0,40090.0,113.0,1.0,660.0,149.0,5239.0,140.0,141.11599999999999,6193871.0,4167413515.0
30151,415.0,410.0,35.0,35.0,296.0,296.0,694.307,279749271.0,9.869,16.0,9.947,39.56,49343160.0,0.0,21.0,11.761,0.0,1.717,0.0,35.0,0.0,1286.0,296.0,0.0,0.0,0.0,910.0,74888.0,592.0,48.0,1.0,216.0,24.0,1426.0,25.0,31.991999999999997,1087301.0,2038666536.0
30152,716.0,705.0,62.0,62.0,628.0,628.0,369.106,239698714.0,21.319,31.0,21.764,24.137,74419360.0,0.0,35.0,24.544,0.0,1.4,0.0,62.0,0.0,2219.0,628.0,0.0,0.0,0.0,2108.0,295788.0,628.0,71.0,0.0,518.0,70.0,1737.0,62.0,59.31099999999999,2432608.0,2110676246.0
30153,1351.0,1322.0,123.0,123.0,765.0,765.0,279.701,347396062.0,29.225,41.0,29.383,23.53,93178280.0,0.0,40.0,33.411,0.0,2.667,0.0,123.0,0.0,2748.0,765.0,0.0,0.0,246.0,12915.0,645660.0,3825.0,118.0,1.0,774.0,77.0,4295.0,75.0,97.09899999999999,4515438.0,2562540941.0
30154,389.0,378.0,67.0,67.0,209.0,209.0,858.574,439519094.0,9.331,19.0,10.2,32.475,46681520.0,0.0,20.0,10.931,0.0,0.85,0.0,67.0,0.0,524.0,209.0,0.0,0.0,0.0,2814.0,41800.0,0.0,64.0,0.0,273.0,8.0,2053.0,5.0,34.525,1180177.0,2924903352.0
30155,1090.0,1061.0,133.0,133.0,665.0,665.0,390.711,229156933.0,21.644,31.0,21.958,26.353,77623360.0,0.0,35.0,24.347,0.0,2.817,0.0,133.0,0.0,1581.0,665.0,0.0,0.0,0.0,11970.0,438235.0,1330.0,118.0,0.0,747.0,71.0,4753.0,61.0,77.211,2853206.0,2295575470.0
