CELLID,U_RRC_SETUP_SUCCESS_RATIO_DEN_NONE,U_RRC_SETUP_SUCCESS_RATIO_NUM_NONE,U_CS_RAB_SETUP_SUCCESS_RATIO_CELL_DEN_NUMBER,U_CS_RAB_SETUP_SUCCESS_RATIO_CELL_NUM_NUMBER,U_PS_RAB_SETUP_SUCCESS_RATIOD_DEN_NUMBER,U_PS_RAB_SETUP_SUCCESS_RATIO_NUM_NUMBER,U_VS_HSDPA_MEANCHTHROUGHPUT_KBPS,U_VS_HSDPA_MEANCHTHROUGHPUT_TOTALBYTES_MB,U_VS_HSDPA_64QAM_UE_MEAN_CELL_NONE,U_VS_HSDPA_UE_MAX_CELL_NONE,U_VS_HSDPA_UE_MEAN_CELL_NONE,U_VS_HSUPA_MEANCHTHROUGHPUT_KBPS,U_VS_HSUPA_MEANCHTHROUGHPUT_TOTALBYTES_MB,U_VS_HSUPA_16QAM_UE_MEAN_CELL_NONE,U_VS_HSUPA_UE_MAX_CELL_NONE,U_VS_HSUPA_UE_MEAN_CELL_NONE,U_VS_HSUPA_UE_MEAN_TTI2MS,U_TRAFICO_CS_ERLANG_ERL,U_CS_RAB_CONGESTION_RATIO_NUM_NONE,U_CS_RAB_CONGESTION_RATIO_DEN_NONE,U_RRC_CONGESTION_RATIONUM_NUMBER,U_RRC_CONGESTION_RATIODEN_NUMBER,U_PS_RAB_CONGESTION_RATIO_DEN_NONE,U_PS_RAB_CONGESTION_RATIO_NUM_NONE,U_VS_CELL_UNAVAILTIME_SYS_S,IA_CS_UMTS_OPT_RF_NUM,IA_CS_UMTS_OPT_RF_DEN,IA_PS_UMTS_OPT_RF_DEN,IA_PS_UMTS_OPT_RF_NUM,G_CS_SERVICE_DROP_RATIO_DEN_NONE,G_CS_SERVICE_DROP_RATIO_NUM_NONE,G_PS_CALL_DROP_RATIO_DEN_NONE,G_PS_CALL_DROP_RATIO_NUM_NONE,PS_CALL_DROP_RATIO2_DEN_NONE,PS_CALL_DROP_RATIO2_NUM_NONE,NUMERO_DE_USUARIOS_PH_OPTRF_NONE,HSDPA_THROUGHPUT_DEN_NONE,HSDPA_THROUGHPUT_NUM_NONE
36611,553.0,544.0,133.0,133.0,380.0,380.0,234.752,893301956.0,35.256,53.0,35.292,36.927,93827840.0,0.0,26.0,19.961,0.0,2.467,0.0,133.0,1.0,1198.0,380.0,0.0,0.0,0.0,12635.0,118180.0,760.0,129.0,1.0,387.0,23.0,3764.0,19.0,91.564,2949392.0,5278074870.0
36612,592.0,568.0,107.0,107.0,311.0,311.0,314.19,802146718.0,25.725,40.0,25.725,39.785,107257080.0,0.0,24.0,19.703,0.0,2.283,0.0,107.0,2.0,958.0,311.0,0.0,0.0,0.0,8453.0,93922.0,622.0,109.0,0.0,320.0,25.0,3552.0,6.0,77.345,2527629.0,5238065344.0
36613,193.0,187.0,44.0,44.0,203.0,203.0,282.007,632805752.0,19.481,28.0,19.503,42.843,101244000.0,0.0,23.0,18.772,0.0,1.15,0.0,44.0,1.0,529.0,203.0,0.0,0.0,0.0,1188.0,24157.0,0.0,57.0,0.0,186.0,11.0,1591.0,10.0,50.425,2205457.0,3973060545.0
36614,645.0,628.0,156.0,156.0,473.0,473.0,188.98,629484360.0,34.769,52.0,34.789,29.655,80348440.0,0.0,25.0,19.986,0.0,3.117,0.0,156.0,0.0,908.0,473.0,0.0,0.0,0.0,18408.0,164131.0,946.0,153.0,0.0,424.0,20.0,4110.0,17.0,95.97800000000001,2224178.0,3587558120.0
36615,415.0,404.0,79.0,79.0,302.0,299.0,276.366,782440291.0,25.55,37.0,25.55,50.007,128575320.0,0.0,23.0,19.642,0.0,3.467,0.0,79.0,0.0,590.0,302.0,0.0,0.0,0.0,4582.0,76406.0,1058.0,81.0,2.0,309.0,22.0,2808.0,12.0,69.528,3523234.0,5483648826.0
36616,470.0,450.0,90.0,90.0,292.0,292.0,252.425,467259817.0,20.114,29.0,20.119,52.147,82404240.0,0.0,23.0,18.614,0.0,1.867,0.0,90.0,0.0,671.0,292.0,0.0,0.0,0.0,5130.0,81760.0,0.0,88.0,0.0,304.0,17.0,2701.0,12.0,57.836,2079652.0,3666499898.0
36617,1162.0,1113.0,237.0,237.0,519.0,517.0,138.905,457297700.0,34.897,50.0,34.936,25.199,72528040.0,0.0,25.0,20.022,0.0,3.917,0.0,237.0,0.0,1567.0,519.0,0.0,0.0,0.0,43371.0,274551.0,1575.0,241.0,1.0,541.0,23.0,5458.0,14.0,106.54400000000001,2880411.0,4820234912.0
36618,393.0,383.0,57.0,56.0,271.0,271.0,258.79,745413118.0,25.581,37.0,25.581,37.696,104488080.0,0.0,23.0,19.742,0.0,1.817,1.0,57.0,0.0,546.0,271.0,0.0,0.0,34.0,1938.0,61788.0,542.0,55.0,0.0,257.0,18.0,2630.0,9.0,69.075,2857959.0,5146260768.0
36619,505.0,484.0,113.0,113.0,280.0,279.0,171.957,283561570.0,20.286,29.0,20.333,22.636,54000320.0,0.0,22.0,18.975,0.0,1.5,0.0,113.0,2.0,734.0,280.0,0.0,0.0,0.0,10283.0,75320.0,827.0,99.0,0.0,279.0,15.0,2386.0,13.0,61.911,1497695.0,2042744878.0
36621,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
36622,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
36623,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
36624,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
36625,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
36626,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
36631,798.0,785.0,59.0,59.0,353.0,353.0,747.003,301283310.0,11.831,20.0,11.833,52.347,60937040.0,0.0,20.0,14.642,0.0,0.7,0.0,59.0,0.0,1478.0,353.0,0.0,0.0,0.0,2596.0,142259.0,0.0,48.0,0.0,366.0,15.0,1595.0,16.0,39.247,1421540.0,3166182102.0
36632,555.0,538.0,83.0,83.0,257.0,257.0,1232.705,333227877.0,9.953,17.0,10.014,67.417,55534400.0,0.0,18.0,10.261,0.0,1.1,0.0,83.0,0.0,1000.0,257.0,0.0,0.0,83.0,5395.0,68619.0,0.0,87.0,0.0,269.0,7.0,1731.0,8.0,32.724999999999994,1292026.0,3549748475.0
36633,341.0,333.0,57.0,57.0,130.0,130.0,912.749,104254194.0,5.244,10.0,5.247,64.093,32371960.0,0.0,14.0,6.392,0.0,0.333,0.0,57.0,0.0,819.0,130.0,0.0,0.0,0.0,2622.0,17550.0,0.0,51.0,0.0,122.0,4.0,905.0,3.0,18.775,377943.0,1270940360.0
36634,377.0,375.0,17.0,17.0,372.0,372.0,1159.142,416902645.0,11.439,20.0,11.439,65.802,75113400.0,0.0,20.0,14.636,0.0,0.25,0.0,17.0,0.0,486.0,372.0,0.0,0.0,0.0,153.0,75888.0,0.0,20.0,0.0,297.0,16.0,1197.0,12.0,32.492,1217961.0,4270792432.0
36635,381.0,376.0,20.0,20.0,286.0,285.0,1651.164,572439881.0,9.753,18.0,9.756,65.709,60562000.0,0.0,19.0,10.583,0.0,0.183,0.0,20.0,0.0,450.0,286.0,0.0,0.0,0.0,300.0,51480.0,180.0,17.0,0.0,260.0,7.0,1170.0,6.0,26.42,969880.0,4015439011.0
36636,132.0,131.0,6.0,6.0,131.0,131.0,1407.179,192153866.0,4.619,12.0,4.628,58.095,24344760.0,0.0,13.0,5.375,0.0,0.017,0.0,6.0,0.0,194.0,131.0,0.0,0.0,0.0,60.0,9563.0,131.0,7.0,0.0,105.0,4.0,692.0,3.0,13.581,364066.0,1419353138.0
36637,459.0,451.0,40.0,40.0,313.0,313.0,1174.053,353315092.0,11.467,19.0,11.478,61.764,73238760.0,0.0,20.0,14.875,0.0,0.533,0.0,40.0,0.0,598.0,313.0,0.0,0.0,0.0,1240.0,76685.0,313.0,44.0,0.0,309.0,10.0,1519.0,12.0,36.933,1129919.0,3252479963.0
36638,503.0,490.0,52.0,52.0,200.0,200.0,1255.047,388173511.0,8.994,19.0,9.942,48.322,44692640.0,0.0,20.0,10.231,0.0,0.9,0.0,52.0,0.0,634.0,200.0,0.0,0.0,0.0,2132.0,38200.0,400.0,45.0,0.0,254.0,13.0,1650.0,13.0,32.52,1148748.0,3250689145.0
36639,130.0,125.0,16.0,16.0,85.0,85.0,1673.804,202239453.0,4.981,10.0,4.989,60.674,30252720.0,0.0,10.0,5.422,0.0,0.283,0.0,16.0,0.0,265.0,85.0,0.0,0.0,0.0,160.0,5355.0,0.0,16.0,0.0,97.0,9.0,719.0,7.0,14.972999999999999,428559.0,2356904332.0
36641,102.0,92.0,37.0,37.0,51.0,51.0,2878.232,307290815.0,3.639,7.0,3.639,73.538,26265840.0,0.0,9.0,3.969,0.0,0.833,0.0,37.0,0.0,195.0,51.0,0.0,0.0,0.0,814.0,1836.0,0.0,33.0,0.0,38.0,0.0,1047.0,0.0,11.684,,
36642,89.0,85.0,20.0,20.0,44.0,44.0,1998.334,552791648.0,5.317,10.0,5.35,131.387,92243680.0,0.0,11.0,6.097,0.0,0.7,0.0,20.0,0.0,189.0,44.0,0.0,0.0,0.0,300.0,1848.0,0.0,25.0,0.0,36.0,2.0,1181.0,2.0,16.158,,
36643,174.0,171.0,29.0,29.0,144.0,144.0,1519.487,415199755.0,8.114,15.0,8.114,69.81,55903200.0,0.0,15.0,8.503,0.0,1.267,0.0,29.0,0.0,299.0,144.0,0.0,0.0,0.0,232.0,11664.0,0.0,28.0,0.0,125.0,10.0,2264.0,10.0,24.725,,
36644,87.0,83.0,25.0,25.0,41.0,41.0,1568.675,121846815.0,3.608,8.0,3.608,64.146,21577040.0,0.0,10.0,3.925,0.0,0.633,0.0,25.0,0.0,186.0,41.0,0.0,0.0,0.0,450.0,1722.0,0.0,21.0,0.0,49.0,6.0,1149.0,6.0,11.472,,
36645,117.0,112.0,28.0,28.0,50.0,50.0,1728.55,495283613.0,5.058,10.0,5.203,74.605,44351000.0,0.0,12.0,5.622,0.0,1.183,0.0,28.0,0.0,235.0,50.0,0.0,0.0,0.0,532.0,2000.0,0.0,29.0,0.0,50.0,0.0,1114.0,0.0,15.900000000000002,,
36646,242.0,223.0,27.0,27.0,126.0,126.0,1081.913,447968743.0,8.322,15.0,8.322,54.143,49587120.0,0.0,16.0,8.822,0.0,2.1,0.0,27.0,0.0,406.0,126.0,0.0,0.0,0.0,783.0,12348.0,0.0,27.0,0.0,117.0,6.0,2101.0,6.0,27.147000000000002,,
36671,153.0,147.0,27.0,27.0,60.0,60.0,2695.963,389138659.0,3.189,7.0,3.225,100.319,43421920.0,0.0,8.0,3.472,0.0,0.267,0.0,27.0,0.0,349.0,60.0,0.0,0.0,0.0,621.0,4200.0,0.0,24.0,0.0,68.0,5.0,533.0,3.0,9.231,,
36672,79.0,77.0,8.0,8.0,52.0,51.0,1626.009,97639833.0,1.447,5.0,1.578,74.396,13573520.0,0.0,5.0,1.914,0.0,0.3,0.0,8.0,0.0,164.0,52.0,0.0,0.0,0.0,40.0,2860.0,106.0,9.0,0.0,45.0,3.0,387.0,2.0,5.062,,
36673,54.0,53.0,4.0,4.0,39.0,39.0,767.054,22716303.0,0.817,4.0,0.989,40.637,3812760.0,0.0,4.0,1.214,0.0,0.05,0.0,4.0,0.0,139.0,39.0,0.0,0.0,0.0,8.0,1404.0,0.0,5.0,0.0,29.0,0.0,131.0,0.0,2.867,,
36674,133.0,131.0,12.0,12.0,124.0,124.0,2282.19,182058824.0,2.697,7.0,2.786,75.402,22819560.0,0.0,10.0,3.225,0.0,0.3,0.0,12.0,0.0,258.0,124.0,0.0,0.0,0.0,96.0,8928.0,248.0,13.0,0.0,116.0,7.0,929.0,8.0,11.244,,
36675,59.0,59.0,2.0,2.0,57.0,57.0,2661.724,136629628.0,1.353,4.0,1.386,122.868,16014360.0,0.0,5.0,1.533,0.0,0.033,0.0,2.0,0.0,89.0,57.0,0.0,0.0,0.0,0.0,2565.0,0.0,1.0,0.0,60.0,4.0,360.0,4.0,5.194,,
36676,65.0,65.0,3.0,3.0,63.0,63.0,1160.647,12180986.0,0.492,4.0,0.531,52.074,2123960.0,0.0,5.0,0.728,0.0,0.05,0.0,3.0,0.0,97.0,63.0,0.0,0.0,0.0,6.0,2142.0,0.0,4.0,1.0,81.0,3.0,202.0,3.0,2.7640000000000002,,
36677,182.0,176.0,27.0,27.0,101.0,101.0,1596.366,93359487.0,2.778,7.0,2.808,66.941,15757960.0,0.0,7.0,3.114,0.0,0.45,0.0,27.0,0.0,337.0,101.0,0.0,0.0,0.0,432.0,9292.0,0.0,28.0,0.0,101.0,7.0,941.0,4.0,10.377,,
36678,75.0,75.0,6.0,6.0,51.0,51.0,1630.009,86042074.0,1.3,4.0,1.503,106.781,16879360.0,0.0,6.0,1.808,0.0,0.067,0.0,6.0,0.0,145.0,51.0,0.0,0.0,0.0,30.0,2652.0,0.0,6.0,0.0,40.0,4.0,283.0,4.0,4.4559999999999995,,
36679,70.0,67.0,3.0,3.0,44.0,44.0,1112.246,31817173.0,0.797,3.0,0.958,45.496,4796400.0,0.0,5.0,1.208,0.0,0.283,0.0,3.0,0.0,149.0,44.0,0.0,0.0,0.0,0.0,2156.0,88.0,3.0,0.0,37.0,5.0,142.0,5.0,3.069,,
36681,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
36682,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
36683,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
36684,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
36685,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
36686,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
36687,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
36688,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
36689,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
36701,618.0,601.0,41.0,36.0,392.0,367.0,1102.405,606270511.0,12.006,27.0,12.447,45.278,46686854.0,0.0,19.0,12.65,12.553,1.0,0.0,41.0,4.0,1387.0,392.0,21.0,30.0,260.0,2132.0,118776.0,9410.0,35.0,1.0,321.0,45.0,2248.0,49.0,37.283,,
36702,401.0,390.0,24.0,24.0,261.0,242.0,1143.17,331572236.0,8.153,22.0,8.567,42.965,35195177.0,0.0,17.0,9.361,9.114,1.217,0.0,24.0,6.0,839.0,261.0,14.0,30.0,0.0,600.0,49329.0,5285.0,26.0,2.0,225.0,41.0,1221.0,45.0,24.136,,
36703,582.0,544.0,53.0,51.0,329.0,228.0,546.415,472705549.0,16.503,26.0,16.578,51.969,66546914.0,0.0,20.0,13.319,13.089,2.35,0.0,53.0,8.0,1618.0,329.0,101.0,35.0,84.0,2226.0,76657.0,24901.0,50.0,2.0,214.0,57.0,2526.0,60.0,51.75,,
36704,780.0,748.0,64.0,63.0,456.0,353.0,771.762,457177325.0,12.853,22.0,13.219,40.003,45180783.0,0.0,18.0,12.572,12.364,3.817,0.0,64.0,8.0,2784.0,456.0,93.0,30.0,126.0,4032.0,176928.0,42435.0,61.0,1.0,354.0,83.0,2584.0,92.0,50.519,,
36705,388.0,375.0,53.0,48.0,192.0,187.0,1739.477,648124710.0,8.308,21.0,9.311,57.681,50386196.0,0.0,17.0,9.619,9.439,2.4,0.0,53.0,5.0,783.0,192.0,3.0,30.0,278.0,2438.0,30144.0,1533.0,49.0,1.0,195.0,38.0,1940.0,46.0,28.761,,
36706,789.0,754.0,86.0,83.0,418.0,250.0,587.296,362753923.0,16.75,28.0,16.939,40.175,46735087.0,0.0,20.0,13.35,12.783,3.983,0.0,86.0,2.0,2153.0,418.0,166.0,35.0,400.0,6708.0,131670.0,54920.0,86.0,5.0,260.0,56.0,3131.0,64.0,56.655,,
36711,408.0,391.0,24.0,23.0,250.0,244.0,2.968,2610114.0,17.633,27.0,18.103,19.431,9199693.0,0.0,30.0,21.164,21.053,0.833,0.0,24.0,0.0,720.0,250.0,0.0,65.0,46.0,552.0,55000.0,2052.0,22.0,1.0,267.0,66.0,952.0,70.0,44.506,,
36712,288.0,275.0,29.0,29.0,192.0,190.0,2.147,1214121.0,12.119,20.0,12.922,10.355,1847478.0,0.0,20.0,13.719,13.692,1.217,0.0,29.0,9.0,825.0,192.0,0.0,40.0,0.0,725.0,32256.0,1096.0,27.0,1.0,206.0,20.0,898.0,18.0,30.472,,
36713,290.0,283.0,42.0,41.0,191.0,186.0,2.725,1624954.0,13.356,27.0,13.356,17.285,5260919.0,0.0,29.0,16.136,15.981,0.967,0.0,42.0,2.0,980.0,191.0,0.0,45.0,49.0,2058.0,27122.0,1082.0,35.0,1.0,186.0,49.0,1090.0,55.0,35.325,,
36714,400.0,378.0,33.0,33.0,250.0,247.0,2.666,2467917.0,17.778,26.0,17.975,21.41,9115777.0,0.0,30.0,21.0,20.856,0.75,0.0,33.0,9.0,794.0,250.0,1.0,45.0,33.0,957.0,54000.0,3859.0,27.0,1.0,242.0,45.0,1177.0,44.0,45.092,,
36715,263.0,241.0,22.0,22.0,179.0,177.0,1.91,1157271.0,13.058,20.0,13.067,9.635,1631944.0,0.0,21.0,13.733,13.669,1.5,0.0,22.0,10.0,842.0,179.0,0.0,45.0,0.0,308.0,26492.0,1535.0,28.0,3.0,162.0,27.0,830.0,25.0,30.642,,
36716,219.0,215.0,29.0,28.0,163.0,155.0,2.422,1313820.0,12.592,20.0,12.592,22.905,5754794.0,0.0,24.0,15.1,15.017,0.983,0.0,29.0,0.0,966.0,163.0,0.0,65.0,52.0,696.0,19886.0,976.0,28.0,0.0,181.0,34.0,1129.0,41.0,33.214,,
36721,411.0,383.0,116.0,114.0,167.0,167.0,1041.45,345448863.0,15.239,25.0,15.261,33.039,70058433.0,0.0,29.0,17.608,0.0,2.4,0.0,116.0,0.0,825.0,167.0,0.0,0.0,288.0,10092.0,24048.0,0.0,119.0,0.0,187.0,13.0,4303.0,13.0,50.81999999999999,1245968.0,3272452178.0
36722,243.0,232.0,62.0,62.0,86.0,86.0,975.565,320267169.0,10.344,17.0,10.344,31.854,50972427.0,0.0,20.0,12.017,0.0,1.117,0.0,62.0,0.0,812.0,86.0,0.0,0.0,0.0,3162.0,7654.0,0.0,65.0,0.0,132.0,7.0,2384.0,4.0,32.138,1101504.0,2564528832.0
36723,170.0,159.0,48.0,47.0,78.0,77.0,936.874,265007746.0,10.603,18.0,10.603,31.838,57518463.0,0.0,20.0,12.0,0.0,0.567,0.0,48.0,0.0,871.0,78.0,0.0,0.0,36.0,1728.0,5772.0,74.0,40.0,0.0,84.0,6.0,1471.0,6.0,28.172000000000004,758894.0,1785654728.0
36724,218.0,209.0,60.0,60.0,173.0,172.0,1144.014,436747269.0,14.169,25.0,14.178,33.131,69017060.0,0.0,29.0,16.367,0.0,0.783,0.0,60.0,0.0,479.0,173.0,0.0,0.0,0.0,2340.0,18338.0,106.0,59.0,0.0,147.0,9.0,2597.0,8.0,38.695,1046690.0,3427074959.0
36725,117.0,114.0,38.0,38.0,92.0,92.0,1097.355,282579954.0,8.731,16.0,8.731,34.992,40322223.0,0.0,19.0,10.428,0.0,0.683,0.0,38.0,0.0,460.0,92.0,0.0,0.0,0.0,1140.0,4140.0,92.0,42.0,0.0,83.0,11.0,1988.0,10.0,25.680999999999997,912373.0,2302587680.0
36726,247.0,240.0,66.0,64.0,146.0,145.0,905.28,239736171.0,10.314,18.0,10.314,38.353,59828408.0,0.0,21.0,12.033,0.0,1.183,0.0,66.0,0.0,660.0,146.0,0.0,0.0,120.0,3960.0,15622.0,107.0,65.0,0.0,148.0,6.0,2176.0,5.0,30.672,737726.0,1964645656.0
36727,363.0,352.0,96.0,95.0,222.0,222.0,980.117,335910617.0,14.281,24.0,14.311,34.118,63396016.0,0.0,27.0,16.181,0.0,1.133,0.0,96.0,0.0,793.0,222.0,0.0,0.0,76.0,7296.0,30858.0,444.0,92.0,0.0,204.0,13.0,3539.0,13.0,42.53,1253554.0,3484273130.0
36728,116.0,111.0,31.0,31.0,119.0,119.0,1495.476,365137369.0,8.269,19.0,8.278,46.67,52771623.0,0.0,20.0,10.175,0.0,0.517,0.0,31.0,0.0,476.0,119.0,0.0,0.0,0.0,341.0,6902.0,0.0,28.0,0.0,111.0,9.0,1702.0,7.0,23.549999999999997,841960.0,2937488097.0
36729,218.0,208.0,39.0,38.0,158.0,158.0,1155.159,300579699.0,9.861,16.0,9.864,45.617,60617897.0,0.0,20.0,11.603,0.0,0.517,0.0,39.0,0.0,622.0,158.0,0.0,0.0,29.0,1131.0,17380.0,0.0,37.0,0.0,150.0,8.0,2371.0,7.0,28.678,899014.0,3393902807.0
36731,204.0,189.0,62.0,62.0,103.0,103.0,507.659,269103951.0,7.458,16.0,7.667,36.685,41794744.0,0.0,18.0,9.442,0.0,0.817,0.0,62.0,0.0,400.0,103.0,0.0,0.0,0.0,2480.0,8446.0,206.0,57.0,0.0,121.0,3.0,1741.0,2.0,23.046999999999997,633925.0,2421057571.0
36732,235.0,230.0,57.0,55.0,89.0,89.0,688.266,469679832.0,8.511,16.0,8.956,61.053,65640840.0,0.0,21.0,9.775,0.0,0.933,0.0,57.0,0.0,535.0,89.0,0.0,0.0,88.0,2508.0,9790.0,89.0,57.0,0.0,118.0,10.0,2576.0,5.0,28.184,976769.0,3674622300.0
36733,286.0,264.0,77.0,77.0,124.0,123.0,590.702,378040255.0,9.478,19.0,9.478,47.89,52855132.0,0.0,20.0,10.669,0.0,2.717,0.0,77.0,0.0,682.0,124.0,0.0,0.0,0.0,3773.0,16616.0,257.0,80.0,0.0,127.0,12.0,1986.0,8.0,29.761000000000003,775627.0,2863212240.0
36734,151.0,146.0,47.0,47.0,91.0,91.0,419.331,279319253.0,7.136,15.0,7.328,38.071,33174377.0,0.0,17.0,8.483,0.0,1.267,0.0,47.0,0.0,261.0,91.0,0.0,0.0,47.0,1739.0,6188.0,0.0,50.0,1.0,100.0,2.0,1914.0,3.0,22.745,529804.0,2427996566.0
36735,127.0,118.0,27.0,27.0,103.0,102.0,467.783,292547676.0,7.208,14.0,7.394,56.045,47919522.0,0.0,17.0,8.578,0.0,0.55,0.0,27.0,0.0,310.0,103.0,0.0,0.0,0.0,459.0,5871.0,57.0,29.0,0.0,79.0,3.0,1829.0,4.0,21.292,717206.0,2683853018.0
36736,106.0,105.0,22.0,22.0,93.0,93.0,582.196,451550024.0,7.828,17.0,7.836,40.907,38048546.0,0.0,17.0,8.672,0.0,0.6,0.0,22.0,0.0,300.0,93.0,0.0,0.0,0.0,286.0,5022.0,0.0,19.0,0.0,83.0,6.0,1616.0,5.0,21.358,915403.0,4173588524.0
36737,129.0,128.0,42.0,42.0,90.0,89.0,462.407,316237270.0,7.344,15.0,7.494,43.666,38142090.0,0.0,16.0,8.397,0.0,0.667,0.0,42.0,0.0,274.0,90.0,0.0,0.0,0.0,1302.0,5490.0,61.0,42.0,0.0,70.0,4.0,1519.0,4.0,20.288,564874.0,1963155680.0
36738,187.0,177.0,34.0,34.0,88.0,88.0,461.99,373295038.0,8.144,16.0,8.264,45.926,46122564.0,0.0,18.0,9.131,0.0,0.583,0.0,34.0,0.0,426.0,88.0,0.0,0.0,0.0,1020.0,6952.0,88.0,34.0,0.0,72.0,8.0,2343.0,4.0,25.389,833305.0,3094948290.0
36739,144.0,141.0,35.0,35.0,89.0,89.0,381.517,309694560.0,8.219,15.0,8.233,39.854,43619863.0,0.0,17.0,9.394,0.0,0.35,0.0,35.0,0.0,358.0,89.0,0.0,0.0,0.0,1610.0,5607.0,0.0,34.0,0.0,71.0,3.0,1786.0,0.0,23.358,710412.0,3086462213.0
36751,419.0,409.0,54.0,54.0,250.0,250.0,302.588,375696839.0,11.575,19.0,12.158,45.942,66097720.0,0.0,20.0,13.122,0.0,0.9,0.0,54.0,0.0,1012.0,250.0,0.0,0.0,0.0,2052.0,57000.0,0.0,54.0,0.0,214.0,11.0,1970.0,9.0,35.794000000000004,1292951.0,3233033940.0
36752,402.0,390.0,51.0,51.0,232.0,232.0,273.558,221661080.0,9.2,18.0,9.225,93.908,104826760.0,0.0,19.0,10.789,0.0,1.017,0.0,51.0,0.0,909.0,232.0,0.0,0.0,0.0,1836.0,48952.0,0.0,52.0,0.0,197.0,17.0,1615.0,15.0,28.722,899136.0,1905041390.0
