Result Time,Granularity Period,Object Name,Reliability,"67183986","67183990","67183993","67183994","67183995","67183996","67183997","67183998","67183999","67184000","67184001","67184002","67184003","67184004","67184005","67184006","67184007","67184008","67184009","67184010","67184011","67184012","67184014","67184015","67184016","67184017","67184018","67184019","67184020","67184021","67184022","67184023","67184024","67184025","67184026","67184027","67184028","67184029","67184030","67184031","67184032","67189903","67189905","67192689","67192690","67202812","67202816","67202819","67202820","67202821","67202822","67202823","67202824","67202825","67202826","67202827","67202828","67202829","67202830","67202831","67202832","67202833","67202834","67202835","67202836","67202837","67202838","67202840","67202841","67202842","67202843","67202844","67202845","67202846","67202847","67202848","67202849","67202850","67202851","67202852","67202853","67202854","67202855","67202856","67202857","67202858","67202859","67202860","67203449","67203450","67203451","67203452","67203453","67203454","67203455","67203456","67203457","67203458","67203459","67203460","67204482","67204483","73393908","73393910"
,Minutes,,,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,None,None,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit,kbit,kbit,kbit,kbit,kbit,kbit,kbit,kbit,kbit,kbit,kbit,kbit/s,kbit/s,bit,bit
2023-02-06 14:30,30,"RNCH-MA3-SFA/BSC6900UCell:Label=CT4427I, CellID=44279",Reliable,0,0,0,0,0,0,0,0,0,0,3558400,26560,383680,1161920,47745920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081600,15784800,974720,0,0,0,0,0,0,0,0,3960976,6383480,1.75,0,,,,,,,,,,,4.95,13.28,15.409,28.789,19.039,,,,,,,,,,,,,,,,3.654,8.369,15.742,,,,,,,,,1.646,2.237,12593.416,18669.927,0,0,16351.406,3570.938,0,1030.313,0,46555.938,0,0,,,0,0
2023-02-06 14:30,30,"RNCH-MA3-SFA/BSC6900UCell:Label=CT4427H, CellID=44278",Reliable,0,0,0,0,0,0,0,0,0,0,1587200,6080,15040,449280,2113920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407680,1811520,603200,0,0,0,0,0,0,0,0,1264552,1639856,0.85,0,,,,,,,,,,,6.888,2.013,7.52,34.56,5.386,,,,,,,,,,,,,,,,3.628,8.723,19.954,,,,,,,,,1.789,2.188,5596.697,9821.118,0,0,2171.25,1468.438,0,422.188,0,1835,0,0,,,0,0
2023-02-06 14:30,30,"RNCH-MA3-SFA/BSC6900UCell:Label=CT4427D, CellID=44274",Reliable,0,0,0,0,0,0,0,0,0,0,5964480,0,98880,636480,42095040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1893440,15298240,2704000,0,0,0,0,0,0,0,0,4843912,9175552,2.55,0,,,,,,,,,,,4.836,,15.596,25.873,16.533,,,,,,,,,,,,,,,,3.585,8.763,19.194,,,,,,,,,1.613,2.358,19350.003,25266.905,0,0,19090.625,5902.188,0,621.563,0,40314.688,0,0,,,0,0
2023-02-06 14:30,30,"RNCH-MA3-SFA/BSC6900UCell:Label=CT4427C, CellID=44273",Reliable,0,0,0,0,0,0,0,0,0,0,3733120,132160,167360,1086400,68184640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1247040,25712000,1724480,0,0,0,0,0,0,0,0,5251024,8368184,3,0,,,,,,,,,,,4.789,6.252,9.531,31.093,16.989,,,,,,,,,,,,,,,,3.646,8.519,17.906,,,,,,,,,1.606,2.23,31371.725,36996.568,0,0,27311.25,3865.625,0,1060.938,0,66151.25,0,0,,,0,0
2023-02-06 14:30,30,"RNCH-MA3-SFA/BSC6900UCell:Label=CT4427B, CellID=44272",Reliable,0,0,0,0,0,0,0,0,0,0,787840,0,50880,110080,3343360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460800,1111040,342400,0,0,0,0,0,0,0,0,1505120,1627336,0.583,0,,,,,,,,,,,5.69,,19.569,33.358,11.359,,,,,,,,,,,,,,,,3.682,8.073,19.086,,,,,,,,,1.834,2.053,4623.742,8483.765,0,0,1680.313,707.188,0,107.5,0,2367.5,0,0,,,0,0
2023-02-06 14:30,30,"RNCH-MA3-SFA/BSC6900UCell:Label=CT4427A, CellID=44271",Reliable,0,0,0,0,0,0,0,0,0,0,7376960,60160,76480,1008960,48970560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2745280,23062720,3552960,0,0,0,0,0,0,0,0,5852568,10469232,3.217,0,,,,,,,,,,,5.228,7.979,14.822,25.844,17.99,,,,,,,,,,,,,,,,3.586,9.111,17.532,,,,,,,,,1.637,2.351,26960.4,35731.83,0,0,28117.813,7231.563,0,985.313,0,47075.313,0,0,,,0,0
2023-02-06 14:30,30,"RNCH-MA3-SFA/BSC6900UCell:Label=CT4427G, CellID=44277",Reliable,0,0,0,0,0,0,0,0,0,0,6600000,4033920,64781760,51147520,5848640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3597760,237486720,48985600,29440,107520,0,0,0,0,0,0,8768376,11798096,6.717,0,,,,,,,,,,,6.19,5.951,15.551,29.336,17.191,,,,,,,,,,,,,,,,3.756,11.908,17.777,29.44,23.374,,,,,,,1.672,2.327,66207.151,76445.246,0,0,282676.25,73486.875,28.75,49888.438,105,5281.563,0,0,,,0,0
2023-02-06 14:30,30,"RNCH-MA3-SFA/BSC6900UCell:Label=CT4427F, CellID=44276",Reliable,0,0,0,0,0,0,0,0,0,0,4101440,43840,8640,801920,65586560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958720,23403520,1261120,0,0,0,0,0,0,0,0,4923584,8190816,2.233,0,,,,,,,,,,,4.429,6.335,4.909,32.283,17.03,,,,,,,,,,,,,,,,3.676,8.038,17.17,,,,,,,,,1.594,2.259,20197.951,25120.294,0,0,24415,4008.438,0,783.125,0,62983.125,0,0,,,0,0
2023-02-06 14:30,30,"RNCH-MA3-SFA/BSC6900UCell:Label=CT4427E, CellID=44275",Reliable,0,0,0,0,0,0,0,0,0,0,1316800,0,0,54080,2583680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626240,534720,589120,0,0,0,0,0,0,0,0,816664,1330008,0.183,0,,,,,,,,,,,6.455,,,29.075,19.939,,,,,,,,,,,,,,,,3.665,7.523,20.854,,,,,,,,,1.782,2.26,1476.18,2030.451,0,0,1487.188,1285.938,0,52.813,0,1865.313,0,0,,,0,0
