CELLID,DIA,HORA
32543,07/02/2023,14:30
32544,07/02/2023,14:30
32545,07/02/2023,14:30
32546,07/02/2023,14:30
32547,07/02/2023,14:30
32548,07/02/2023,14:30
32549,07/02/2023,14:30
32551,07/02/2023,14:30
32552,07/02/2023,14:30
32553,07/02/2023,14:30
32554,07/02/2023,14:30
32555,07/02/2023,14:30
32556,07/02/2023,14:30
32557,07/02/2023,14:30
32558,07/02/2023,14:30
32559,07/02/2023,14:30
32561,07/02/2023,14:30
32562,07/02/2023,14:30
32563,07/02/2023,14:30
32564,07/02/2023,14:30
32565,07/02/2023,14:30
32566,07/02/2023,14:30
32567,07/02/2023,14:30
32568,07/02/2023,14:30
32569,07/02/2023,14:30
32571,07/02/2023,14:30
32572,07/02/2023,14:30
32573,07/02/2023,14:30
32574,07/02/2023,14:30
32575,07/02/2023,14:30
32576,07/02/2023,14:30
32577,07/02/2023,14:30
32578,07/02/2023,14:30
32579,07/02/2023,14:30
32591,07/02/2023,14:30
32592,07/02/2023,14:30
32593,07/02/2023,14:30
32594,07/02/2023,14:30
32595,07/02/2023,14:30
32596,07/02/2023,14:30
32597,07/02/2023,14:30
32598,07/02/2023,14:30
32599,07/02/2023,14:30
32651,07/02/2023,14:30
32652,07/02/2023,14:30
32653,07/02/2023,14:30
32654,07/02/2023,14:30
32655,07/02/2023,14:30
32656,07/02/2023,14:30
32657,07/02/2023,14:30
32658,07/02/2023,14:30
32659,07/02/2023,14:30
32661,07/02/2023,14:30
32662,07/02/2023,14:30
32663,07/02/2023,14:30
32664,07/02/2023,14:30
32665,07/02/2023,14:30
32666,07/02/2023,14:30
32667,07/02/2023,14:30
32668,07/02/2023,14:30
32669,07/02/2023,14:30
32691,07/02/2023,14:30
32692,07/02/2023,14:30
32693,07/02/2023,14:30
32694,07/02/2023,14:30
32695,07/02/2023,14:30
32696,07/02/2023,14:30
32697,07/02/2023,14:30
32698,07/02/2023,14:30
32699,07/02/2023,14:30
32701,07/02/2023,14:30
32702,07/02/2023,14:30
32704,07/02/2023,14:30
32705,07/02/2023,14:30
32707,07/02/2023,14:30
32708,07/02/2023,14:30
32711,07/02/2023,14:30
32712,07/02/2023,14:30
32713,07/02/2023,14:30
32714,07/02/2023,14:30
32715,07/02/2023,14:30
32716,07/02/2023,14:30
32717,07/02/2023,14:30
32718,07/02/2023,14:30
32719,07/02/2023,14:30
32721,07/02/2023,14:30
32722,07/02/2023,14:30
32723,07/02/2023,14:30
32724,07/02/2023,14:30
32725,07/02/2023,14:30
32726,07/02/2023,14:30
32727,07/02/2023,14:30
32728,07/02/2023,14:30
32729,07/02/2023,14:30
32731,07/02/2023,14:30
32732,07/02/2023,14:30
32733,07/02/2023,14:30
32734,07/02/2023,14:30
32735,07/02/2023,14:30
32736,07/02/2023,14:30
32737,07/02/2023,14:30
32738,07/02/2023,14:30
32739,07/02/2023,14:30
32761,07/02/2023,14:30
32762,07/02/2023,14:30
32763,07/02/2023,14:30
32764,07/02/2023,14:30
32765,07/02/2023,14:30
32766,07/02/2023,14:30
32767,07/02/2023,14:30
32768,07/02/2023,14:30
32769,07/02/2023,14:30
32791,07/02/2023,14:30
32792,07/02/2023,14:30
32793,07/02/2023,14:30
32794,07/02/2023,14:30
32795,07/02/2023,14:30
32796,07/02/2023,14:30
32797,07/02/2023,14:30
32798,07/02/2023,14:30
32799,07/02/2023,14:30
32801,07/02/2023,14:30
32802,07/02/2023,14:30
32804,07/02/2023,14:30
32805,07/02/2023,14:30
32807,07/02/2023,14:30
32808,07/02/2023,14:30
32811,07/02/2023,14:30
32812,07/02/2023,14:30
32813,07/02/2023,14:30
32814,07/02/2023,14:30
32815,07/02/2023,14:30
32816,07/02/2023,14:30
32817,07/02/2023,14:30
32818,07/02/2023,14:30
32819,07/02/2023,14:30
32851,07/02/2023,14:30
32852,07/02/2023,14:30
32853,07/02/2023,14:30
32854,07/02/2023,14:30
32855,07/02/2023,14:30
32856,07/02/2023,14:30
32871,07/02/2023,14:30
32872,07/02/2023,14:30
32873,07/02/2023,14:30
32874,07/02/2023,14:30
32875,07/02/2023,14:30
32876,07/02/2023,14:30
32881,07/02/2023,14:30
32882,07/02/2023,14:30
32883,07/02/2023,14:30
32884,07/02/2023,14:30
32885,07/02/2023,14:30
32886,07/02/2023,14:30
32891,07/02/2023,14:30
32892,07/02/2023,14:30
32893,07/02/2023,14:30
32894,07/02/2023,14:30
32895,07/02/2023,14:30
32896,07/02/2023,14:30
32897,07/02/2023,14:30
32898,07/02/2023,14:30
32899,07/02/2023,14:30
32901,07/02/2023,14:30
32902,07/02/2023,14:30
32903,07/02/2023,14:30
32904,07/02/2023,14:30
32905,07/02/2023,14:30
32906,07/02/2023,14:30
32907,07/02/2023,14:30
32908,07/02/2023,14:30
32909,07/02/2023,14:30
32951,07/02/2023,14:30
32952,07/02/2023,14:30
32954,07/02/2023,14:30
32955,07/02/2023,14:30
32957,07/02/2023,14:30
32958,07/02/2023,14:30
32991,07/02/2023,14:30
32992,07/02/2023,14:30
32993,07/02/2023,14:30
32994,07/02/2023,14:30
32995,07/02/2023,14:30
32996,07/02/2023,14:30
32997,07/02/2023,14:30
32998,07/02/2023,14:30
32999,07/02/2023,14:30
33001,07/02/2023,14:30
33002,07/02/2023,14:30
33003,07/02/2023,14:30
33011,07/02/2023,14:30
33012,07/02/2023,14:30
33013,07/02/2023,14:30
33014,07/02/2023,14:30
33015,07/02/2023,14:30
33016,07/02/2023,14:30
33017,07/02/2023,14:30
33018,07/02/2023,14:30
33019,07/02/2023,14:30
33031,07/02/2023,14:30
33032,07/02/2023,14:30
33033,07/02/2023,14:30
33034,07/02/2023,14:30
33035,07/02/2023,14:30
33036,07/02/2023,14:30
33037,07/02/2023,14:30
33038,07/02/2023,14:30
33039,07/02/2023,14:30
33051,07/02/2023,14:30
33052,07/02/2023,14:30
33053,07/02/2023,14:30
33054,07/02/2023,14:30
33055,07/02/2023,14:30
33056,07/02/2023,14:30
33071,07/02/2023,14:30
33072,07/02/2023,14:30
33073,07/02/2023,14:30
33074,07/02/2023,14:30
33075,07/02/2023,14:30
33076,07/02/2023,14:30
33077,07/02/2023,14:30
33078,07/02/2023,14:30
33079,07/02/2023,14:30
33081,07/02/2023,14:30
33082,07/02/2023,14:30
33083,07/02/2023,14:30
33084,07/02/2023,14:30
33085,07/02/2023,14:30
33086,07/02/2023,14:30
33087,07/02/2023,14:30
33088,07/02/2023,14:30
33089,07/02/2023,14:30
33101,07/02/2023,14:30
33102,07/02/2023,14:30
33103,07/02/2023,14:30
33104,07/02/2023,14:30
33105,07/02/2023,14:30
33106,07/02/2023,14:30
33107,07/02/2023,14:30
33108,07/02/2023,14:30
33109,07/02/2023,14:30
33151,07/02/2023,14:30
33152,07/02/2023,14:30
33153,07/02/2023,14:30
33154,07/02/2023,14:30
33155,07/02/2023,14:30
33156,07/02/2023,14:30
33157,07/02/2023,14:30
33158,07/02/2023,14:30
33159,07/02/2023,14:30
33171,07/02/2023,14:30
33172,07/02/2023,14:30
33173,07/02/2023,14:30
33174,07/02/2023,14:30
33175,07/02/2023,14:30
33176,07/02/2023,14:30
33177,07/02/2023,14:30
33178,07/02/2023,14:30
33179,07/02/2023,14:30
33191,07/02/2023,14:30
33192,07/02/2023,14:30
33193,07/02/2023,14:30
33194,07/02/2023,14:30
33195,07/02/2023,14:30
33196,07/02/2023,14:30
33197,07/02/2023,14:30
33198,07/02/2023,14:30
33199,07/02/2023,14:30
33241,07/02/2023,14:30
33242,07/02/2023,14:30
33244,07/02/2023,14:30
33245,07/02/2023,14:30
33247,07/02/2023,14:30
33248,07/02/2023,14:30
33301,07/02/2023,14:30
33302,07/02/2023,14:30
33303,07/02/2023,14:30
33304,07/02/2023,14:30
33305,07/02/2023,14:30
33306,07/02/2023,14:30
33307,07/02/2023,14:30
33308,07/02/2023,14:30
33309,07/02/2023,14:30
33331,07/02/2023,14:30
33332,07/02/2023,14:30
33333,07/02/2023,14:30
33334,07/02/2023,14:30
33335,07/02/2023,14:30
33336,07/02/2023,14:30
33341,07/02/2023,14:30
33342,07/02/2023,14:30
33343,07/02/2023,14:30
33344,07/02/2023,14:30
33345,07/02/2023,14:30
33346,07/02/2023,14:30
33347,07/02/2023,14:30
33348,07/02/2023,14:30
33349,07/02/2023,14:30
33381,07/02/2023,14:30
33382,07/02/2023,14:30
33383,07/02/2023,14:30
33384,07/02/2023,14:30
33385,07/02/2023,14:30
33386,07/02/2023,14:30
33387,07/02/2023,14:30
33388,07/02/2023,14:30
33389,07/02/2023,14:30
33391,07/02/2023,14:30
33392,07/02/2023,14:30
33393,07/02/2023,14:30
33394,07/02/2023,14:30
33395,07/02/2023,14:30
33396,07/02/2023,14:30
33397,07/02/2023,14:30
33398,07/02/2023,14:30
33399,07/02/2023,14:30
33411,07/02/2023,14:30
33412,07/02/2023,14:30
33413,07/02/2023,14:30
33414,07/02/2023,14:30
33415,07/02/2023,14:30
33416,07/02/2023,14:30
33417,07/02/2023,14:30
33418,07/02/2023,14:30
33419,07/02/2023,14:30
33431,07/02/2023,14:30
33432,07/02/2023,14:30
33433,07/02/2023,14:30
33434,07/02/2023,14:30
33435,07/02/2023,14:30
33436,07/02/2023,14:30
33437,07/02/2023,14:30
33438,07/02/2023,14:30
33439,07/02/2023,14:30
33451,07/02/2023,14:30
33452,07/02/2023,14:30
33453,07/02/2023,14:30
33454,07/02/2023,14:30
33455,07/02/2023,14:30
33456,07/02/2023,14:30
33457,07/02/2023,14:30
33458,07/02/2023,14:30
33459,07/02/2023,14:30
33481,07/02/2023,14:30
33482,07/02/2023,14:30
33483,07/02/2023,14:30
33484,07/02/2023,14:30
33485,07/02/2023,14:30
33486,07/02/2023,14:30
33487,07/02/2023,14:30
33488,07/02/2023,14:30
33489,07/02/2023,14:30
33491,07/02/2023,14:30
33492,07/02/2023,14:30
33493,07/02/2023,14:30
33494,07/02/2023,14:30
33495,07/02/2023,14:30
33496,07/02/2023,14:30
33497,07/02/2023,14:30
33498,07/02/2023,14:30
33499,07/02/2023,14:30
33501,07/02/2023,14:30
33502,07/02/2023,14:30
33503,07/02/2023,14:30
33504,07/02/2023,14:30
33505,07/02/2023,14:30
33506,07/02/2023,14:30
33507,07/02/2023,14:30
33508,07/02/2023,14:30
33509,07/02/2023,14:30
33511,07/02/2023,14:30
33512,07/02/2023,14:30
33513,07/02/2023,14:30
33514,07/02/2023,14:30
33515,07/02/2023,14:30
33516,07/02/2023,14:30
33531,07/02/2023,14:30
33532,07/02/2023,14:30
33533,07/02/2023,14:30
33534,07/02/2023,14:30
33535,07/02/2023,14:30
33536,07/02/2023,14:30
33537,07/02/2023,14:30
33538,07/02/2023,14:30
33539,07/02/2023,14:30
33551,07/02/2023,14:30
33552,07/02/2023,14:30
33553,07/02/2023,14:30
33554,07/02/2023,14:30
33555,07/02/2023,14:30
33556,07/02/2023,14:30
33571,07/02/2023,14:30
33572,07/02/2023,14:30
33573,07/02/2023,14:30
33574,07/02/2023,14:30
33575,07/02/2023,14:30
33576,07/02/2023,14:30
33577,07/02/2023,14:30
33578,07/02/2023,14:30
33579,07/02/2023,14:30
33591,07/02/2023,14:30
33594,07/02/2023,14:30
33597,07/02/2023,14:30
33611,07/02/2023,14:30
33612,07/02/2023,14:30
33613,07/02/2023,14:30
33614,07/02/2023,14:30
33615,07/02/2023,14:30
33616,07/02/2023,14:30
33617,07/02/2023,14:30
33618,07/02/2023,14:30
33619,07/02/2023,14:30
33621,07/02/2023,14:30
33622,07/02/2023,14:30
33623,07/02/2023,14:30
33624,07/02/2023,14:30
33625,07/02/2023,14:30
33626,07/02/2023,14:30
33627,07/02/2023,14:30
33628,07/02/2023,14:30
33629,07/02/2023,14:30
33641,07/02/2023,14:30
33642,07/02/2023,14:30
33643,07/02/2023,14:30
33644,07/02/2023,14:30
33645,07/02/2023,14:30
33646,07/02/2023,14:30
33647,07/02/2023,14:30
33648,07/02/2023,14:30
33649,07/02/2023,14:30
33661,07/02/2023,14:30
33662,07/02/2023,14:30
33663,07/02/2023,14:30
33664,07/02/2023,14:30
33665,07/02/2023,14:30
33666,07/02/2023,14:30
33667,07/02/2023,14:30
33668,07/02/2023,14:30
33669,07/02/2023,14:30
33671,07/02/2023,14:30
33672,07/02/2023,14:30
33673,07/02/2023,14:30
33674,07/02/2023,14:30
33675,07/02/2023,14:30
33676,07/02/2023,14:30
33677,07/02/2023,14:30
33678,07/02/2023,14:30
33679,07/02/2023,14:30
33731,07/02/2023,14:30
33732,07/02/2023,14:30
33733,07/02/2023,14:30
33734,07/02/2023,14:30
33735,07/02/2023,14:30
33736,07/02/2023,14:30
33737,07/02/2023,14:30
33738,07/02/2023,14:30
33739,07/02/2023,14:30
33761,07/02/2023,14:30
33762,07/02/2023,14:30
33763,07/02/2023,14:30
33764,07/02/2023,14:30
33765,07/02/2023,14:30
33766,07/02/2023,14:30
33767,07/02/2023,14:30
33768,07/02/2023,14:30
33769,07/02/2023,14:30
33771,07/02/2023,14:30
33772,07/02/2023,14:30
33773,07/02/2023,14:30
33774,07/02/2023,14:30
33775,07/02/2023,14:30
33776,07/02/2023,14:30
33777,07/02/2023,14:30
33778,07/02/2023,14:30
33779,07/02/2023,14:30
33791,07/02/2023,14:30
33792,07/02/2023,14:30
33793,07/02/2023,14:30
33794,07/02/2023,14:30
33795,07/02/2023,14:30
33796,07/02/2023,14:30
33797,07/02/2023,14:30
33798,07/02/2023,14:30
33799,07/02/2023,14:30
33801,07/02/2023,14:30
33802,07/02/2023,14:30
33803,07/02/2023,14:30
33804,07/02/2023,14:30
33805,07/02/2023,14:30
33806,07/02/2023,14:30
33807,07/02/2023,14:30
33808,07/02/2023,14:30
33809,07/02/2023,14:30
33861,07/02/2023,14:30
33862,07/02/2023,14:30
33863,07/02/2023,14:30
33864,07/02/2023,14:30
33865,07/02/2023,14:30
33866,07/02/2023,14:30
33867,07/02/2023,14:30
33868,07/02/2023,14:30
33869,07/02/2023,14:30
33891,07/02/2023,14:30
33892,07/02/2023,14:30
33893,07/02/2023,14:30
33894,07/02/2023,14:30
33895,07/02/2023,14:30
33896,07/02/2023,14:30
33897,07/02/2023,14:30
33898,07/02/2023,14:30
33899,07/02/2023,14:30
33911,07/02/2023,14:30
33912,07/02/2023,14:30
33914,07/02/2023,14:30
33915,07/02/2023,14:30
33917,07/02/2023,14:30
33918,07/02/2023,14:30
33931,07/02/2023,14:30
33932,07/02/2023,14:30
33933,07/02/2023,14:30
33934,07/02/2023,14:30
33935,07/02/2023,14:30
33936,07/02/2023,14:30
33951,07/02/2023,14:30
33952,07/02/2023,14:30
33953,07/02/2023,14:30
33954,07/02/2023,14:30
33955,07/02/2023,14:30
33956,07/02/2023,14:30
33957,07/02/2023,14:30
33958,07/02/2023,14:30
33959,07/02/2023,14:30
33961,07/02/2023,14:30
33962,07/02/2023,14:30
33964,07/02/2023,14:30
33965,07/02/2023,14:30
33967,07/02/2023,14:30
33968,07/02/2023,14:30
33971,07/02/2023,14:30
33972,07/02/2023,14:30
33973,07/02/2023,14:30
33974,07/02/2023,14:30
33975,07/02/2023,14:30
33976,07/02/2023,14:30
33981,07/02/2023,14:30
33982,07/02/2023,14:30
33983,07/02/2023,14:30
33984,07/02/2023,14:30
33985,07/02/2023,14:30
33986,07/02/2023,14:30
33991,07/02/2023,14:30
33992,07/02/2023,14:30
33994,07/02/2023,14:30
33995,07/02/2023,14:30
33997,07/02/2023,14:30
33998,07/02/2023,14:30
34041,07/02/2023,14:30
34042,07/02/2023,14:30
34043,07/02/2023,14:30
34044,07/02/2023,14:30
34045,07/02/2023,14:30
34046,07/02/2023,14:30
34047,07/02/2023,14:30
34048,07/02/2023,14:30
34049,07/02/2023,14:30
34071,07/02/2023,14:30
34072,07/02/2023,14:30
34073,07/02/2023,14:30
34074,07/02/2023,14:30
34075,07/02/2023,14:30
34076,07/02/2023,14:30
34081,07/02/2023,14:30
34082,07/02/2023,14:30
34083,07/02/2023,14:30
34084,07/02/2023,14:30
34085,07/02/2023,14:30
34086,07/02/2023,14:30
34091,07/02/2023,14:30
34092,07/02/2023,14:30
34093,07/02/2023,14:30
34094,07/02/2023,14:30
34095,07/02/2023,14:30
34096,07/02/2023,14:30
34097,07/02/2023,14:30
34098,07/02/2023,14:30
34099,07/02/2023,14:30
34111,07/02/2023,14:30
34112,07/02/2023,14:30
34113,07/02/2023,14:30
34114,07/02/2023,14:30
34115,07/02/2023,14:30
34116,07/02/2023,14:30
34117,07/02/2023,14:30
34118,07/02/2023,14:30
34119,07/02/2023,14:30
34121,07/02/2023,14:30
34122,07/02/2023,14:30
34123,07/02/2023,14:30
34124,07/02/2023,14:30
34125,07/02/2023,14:30
34126,07/02/2023,14:30
34127,07/02/2023,14:30
34128,07/02/2023,14:30
34129,07/02/2023,14:30
34151,07/02/2023,14:30
34152,07/02/2023,14:30
34153,07/02/2023,14:30
34154,07/02/2023,14:30
34155,07/02/2023,14:30
34156,07/02/2023,14:30
34157,07/02/2023,14:30
34158,07/02/2023,14:30
34159,07/02/2023,14:30
34201,07/02/2023,14:30
34202,07/02/2023,14:30
34203,07/02/2023,14:30
34204,07/02/2023,14:30
34205,07/02/2023,14:30
34206,07/02/2023,14:30
34207,07/02/2023,14:30
34208,07/02/2023,14:30
34209,07/02/2023,14:30
34211,07/02/2023,14:30
34212,07/02/2023,14:30
34213,07/02/2023,14:30
34214,07/02/2023,14:30
34215,07/02/2023,14:30
34216,07/02/2023,14:30
34217,07/02/2023,14:30
34218,07/02/2023,14:30
34219,07/02/2023,14:30
34221,07/02/2023,14:30
34222,07/02/2023,14:30
34224,07/02/2023,14:30
34225,07/02/2023,14:30
34227,07/02/2023,14:30
34228,07/02/2023,14:30
34231,07/02/2023,14:30
34232,07/02/2023,14:30
34233,07/02/2023,14:30
34234,07/02/2023,14:30
34235,07/02/2023,14:30
34236,07/02/2023,14:30
34237,07/02/2023,14:30
34238,07/02/2023,14:30
34239,07/02/2023,14:30
34241,07/02/2023,14:30
34242,07/02/2023,14:30
34243,07/02/2023,14:30
34244,07/02/2023,14:30
34245,07/02/2023,14:30
34246,07/02/2023,14:30
34247,07/02/2023,14:30
34248,07/02/2023,14:30
34249,07/02/2023,14:30
34251,07/02/2023,14:30
34252,07/02/2023,14:30
34253,07/02/2023,14:30
34254,07/02/2023,14:30
34255,07/02/2023,14:30
34256,07/02/2023,14:30
34281,07/02/2023,14:30
34282,07/02/2023,14:30
34283,07/02/2023,14:30
34284,07/02/2023,14:30
34285,07/02/2023,14:30
34286,07/02/2023,14:30
34287,07/02/2023,14:30
34288,07/02/2023,14:30
34289,07/02/2023,14:30
34321,07/02/2023,14:30
34322,07/02/2023,14:30
34323,07/02/2023,14:30
34324,07/02/2023,14:30
34325,07/02/2023,14:30
34326,07/02/2023,14:30
34327,07/02/2023,14:30
34328,07/02/2023,14:30
34329,07/02/2023,14:30
34331,07/02/2023,14:30
34332,07/02/2023,14:30
34333,07/02/2023,14:30
34334,07/02/2023,14:30
34335,07/02/2023,14:30
34336,07/02/2023,14:30
34337,07/02/2023,14:30
34338,07/02/2023,14:30
34339,07/02/2023,14:30
34351,07/02/2023,14:30
34352,07/02/2023,14:30
34353,07/02/2023,14:30
34354,07/02/2023,14:30
34355,07/02/2023,14:30
34356,07/02/2023,14:30
34357,07/02/2023,14:30
34358,07/02/2023,14:30
34359,07/02/2023,14:30
34371,07/02/2023,14:30
34372,07/02/2023,14:30
34373,07/02/2023,14:30
34381,07/02/2023,14:30
34382,07/02/2023,14:30
34383,07/02/2023,14:30
34384,07/02/2023,14:30
34385,07/02/2023,14:30
34386,07/02/2023,14:30
34387,07/02/2023,14:30
34388,07/02/2023,14:30
34389,07/02/2023,14:30
34401,07/02/2023,14:30
34404,07/02/2023,14:30
34407,07/02/2023,14:30
34421,07/02/2023,14:30
34422,07/02/2023,14:30
34423,07/02/2023,14:30
34424,07/02/2023,14:30
34425,07/02/2023,14:30
34426,07/02/2023,14:30
34427,07/02/2023,14:30
34428,07/02/2023,14:30
34429,07/02/2023,14:30
34441,07/02/2023,14:30
34442,07/02/2023,14:30
34443,07/02/2023,14:30
34444,07/02/2023,14:30
34445,07/02/2023,14:30
34446,07/02/2023,14:30
34447,07/02/2023,14:30
34448,07/02/2023,14:30
34449,07/02/2023,14:30
34451,07/02/2023,14:30
34452,07/02/2023,14:30
34453,07/02/2023,14:30
34454,07/02/2023,14:30
34455,07/02/2023,14:30
34456,07/02/2023,14:30
34461,07/02/2023,14:30
34462,07/02/2023,14:30
34463,07/02/2023,14:30
34464,07/02/2023,14:30
34465,07/02/2023,14:30
34466,07/02/2023,14:30
34471,07/02/2023,14:30
34472,07/02/2023,14:30
34473,07/02/2023,14:30
34474,07/02/2023,14:30
34475,07/02/2023,14:30
34476,07/02/2023,14:30
34477,07/02/2023,14:30
34478,07/02/2023,14:30
34479,07/02/2023,14:30
34481,07/02/2023,14:30
34482,07/02/2023,14:30
34483,07/02/2023,14:30
34484,07/02/2023,14:30
34485,07/02/2023,14:30
34486,07/02/2023,14:30
34487,07/02/2023,14:30
34488,07/02/2023,14:30
34489,07/02/2023,14:30
34491,07/02/2023,14:30
34492,07/02/2023,14:30
34493,07/02/2023,14:30
34494,07/02/2023,14:30
34495,07/02/2023,14:30
34496,07/02/2023,14:30
34497,07/02/2023,14:30
34498,07/02/2023,14:30
34499,07/02/2023,14:30
34501,07/02/2023,14:30
34502,07/02/2023,14:30
34503,07/02/2023,14:30
34521,07/02/2023,14:30
34522,07/02/2023,14:30
34523,07/02/2023,14:30
34524,07/02/2023,14:30
34525,07/02/2023,14:30
34526,07/02/2023,14:30
34527,07/02/2023,14:30
34528,07/02/2023,14:30
34529,07/02/2023,14:30
34531,07/02/2023,14:30
34532,07/02/2023,14:30
34533,07/02/2023,14:30
34534,07/02/2023,14:30
34535,07/02/2023,14:30
34536,07/02/2023,14:30
34537,07/02/2023,14:30
34538,07/02/2023,14:30
34539,07/02/2023,14:30
34541,07/02/2023,14:30
34542,07/02/2023,14:30
34543,07/02/2023,14:30
34544,07/02/2023,14:30
34545,07/02/2023,14:30
34546,07/02/2023,14:30
34547,07/02/2023,14:30
34548,07/02/2023,14:30
34549,07/02/2023,14:30
34551,07/02/2023,14:30
34552,07/02/2023,14:30
34553,07/02/2023,14:30
34554,07/02/2023,14:30
34555,07/02/2023,14:30
34556,07/02/2023,14:30
34557,07/02/2023,14:30
34558,07/02/2023,14:30
34559,07/02/2023,14:30
34561,07/02/2023,14:30
34562,07/02/2023,14:30
34563,07/02/2023,14:30
34564,07/02/2023,14:30
34565,07/02/2023,14:30
34566,07/02/2023,14:30
34571,07/02/2023,14:30
34572,07/02/2023,14:30
34573,07/02/2023,14:30
34574,07/02/2023,14:30
34575,07/02/2023,14:30
34576,07/02/2023,14:30
34591,07/02/2023,14:30
34592,07/02/2023,14:30
34593,07/02/2023,14:30
34594,07/02/2023,14:30
34595,07/02/2023,14:30
34596,07/02/2023,14:30
34597,07/02/2023,14:30
34598,07/02/2023,14:30
34599,07/02/2023,14:30
34601,07/02/2023,14:30
34602,07/02/2023,14:30
34603,07/02/2023,14:30
34604,07/02/2023,14:30
34605,07/02/2023,14:30
34606,07/02/2023,14:30
34607,07/02/2023,14:30
34608,07/02/2023,14:30
34609,07/02/2023,14:30
34631,07/02/2023,14:30
34632,07/02/2023,14:30
34634,07/02/2023,14:30
34635,07/02/2023,14:30
34637,07/02/2023,14:30
34638,07/02/2023,14:30
34651,07/02/2023,14:30
34652,07/02/2023,14:30
34653,07/02/2023,14:30
34654,07/02/2023,14:30
34655,07/02/2023,14:30
34656,07/02/2023,14:30
34681,07/02/2023,14:30
34682,07/02/2023,14:30
34683,07/02/2023,14:30
34684,07/02/2023,14:30
34685,07/02/2023,14:30
34686,07/02/2023,14:30
34687,07/02/2023,14:30
34688,07/02/2023,14:30
34689,07/02/2023,14:30
34691,07/02/2023,14:30
34692,07/02/2023,14:30
34693,07/02/2023,14:30
34694,07/02/2023,14:30
34695,07/02/2023,14:30
34696,07/02/2023,14:30
34697,07/02/2023,14:30
34698,07/02/2023,14:30
34699,07/02/2023,14:30
34761,07/02/2023,14:30
34762,07/02/2023,14:30
34763,07/02/2023,14:30
34764,07/02/2023,14:30
34765,07/02/2023,14:30
34766,07/02/2023,14:30
34767,07/02/2023,14:30
34768,07/02/2023,14:30
34769,07/02/2023,14:30
34771,07/02/2023,14:30
34772,07/02/2023,14:30
34773,07/02/2023,14:30
34774,07/02/2023,14:30
34775,07/02/2023,14:30
34776,07/02/2023,14:30
34777,07/02/2023,14:30
34778,07/02/2023,14:30
34779,07/02/2023,14:30
34781,07/02/2023,14:30
34782,07/02/2023,14:30
34784,07/02/2023,14:30
34785,07/02/2023,14:30
34787,07/02/2023,14:30
34788,07/02/2023,14:30
34791,07/02/2023,14:30
34792,07/02/2023,14:30
34793,07/02/2023,14:30
34794,07/02/2023,14:30
34795,07/02/2023,14:30
34796,07/02/2023,14:30
34797,07/02/2023,14:30
34798,07/02/2023,14:30
34799,07/02/2023,14:30
34811,07/02/2023,14:30
34812,07/02/2023,14:30
34813,07/02/2023,14:30
34814,07/02/2023,14:30
34815,07/02/2023,14:30
34816,07/02/2023,14:30
34817,07/02/2023,14:30
34818,07/02/2023,14:30
34819,07/02/2023,14:30
34821,07/02/2023,14:30
34822,07/02/2023,14:30
34823,07/02/2023,14:30
34824,07/02/2023,14:30
34825,07/02/2023,14:30
34826,07/02/2023,14:30
34851,07/02/2023,14:30
34852,07/02/2023,14:30
34853,07/02/2023,14:30
34854,07/02/2023,14:30
34855,07/02/2023,14:30
34856,07/02/2023,14:30
34861,07/02/2023,14:30
34862,07/02/2023,14:30
34863,07/02/2023,14:30
34864,07/02/2023,14:30
34865,07/02/2023,14:30
34866,07/02/2023,14:30
34867,07/02/2023,14:30
34868,07/02/2023,14:30
34869,07/02/2023,14:30
34871,07/02/2023,14:30
34872,07/02/2023,14:30
34873,07/02/2023,14:30
34874,07/02/2023,14:30
34875,07/02/2023,14:30
34876,07/02/2023,14:30
34877,07/02/2023,14:30
34878,07/02/2023,14:30
34879,07/02/2023,14:30
34881,07/02/2023,14:30
34882,07/02/2023,14:30
34883,07/02/2023,14:30
34884,07/02/2023,14:30
34885,07/02/2023,14:30
34886,07/02/2023,14:30
34887,07/02/2023,14:30
34888,07/02/2023,14:30
34889,07/02/2023,14:30
34891,07/02/2023,14:30
34892,07/02/2023,14:30
34893,07/02/2023,14:30
34894,07/02/2023,14:30
34895,07/02/2023,14:30
34896,07/02/2023,14:30
34897,07/02/2023,14:30
34898,07/02/2023,14:30
34899,07/02/2023,14:30
34921,07/02/2023,14:30
34922,07/02/2023,14:30
34924,07/02/2023,14:30
34925,07/02/2023,14:30
34927,07/02/2023,14:30
34928,07/02/2023,14:30
34931,07/02/2023,14:30
34932,07/02/2023,14:30
34933,07/02/2023,14:30
34934,07/02/2023,14:30
34935,07/02/2023,14:30
34936,07/02/2023,14:30
34937,07/02/2023,14:30
34938,07/02/2023,14:30
34939,07/02/2023,14:30
34951,07/02/2023,14:30
34952,07/02/2023,14:30
34953,07/02/2023,14:30
34954,07/02/2023,14:30
34955,07/02/2023,14:30
34956,07/02/2023,14:30
34957,07/02/2023,14:30
34958,07/02/2023,14:30
34959,07/02/2023,14:30
34961,07/02/2023,14:30
34962,07/02/2023,14:30
34963,07/02/2023,14:30
34964,07/02/2023,14:30
34965,07/02/2023,14:30
34966,07/02/2023,14:30
34967,07/02/2023,14:30
34968,07/02/2023,14:30
34969,07/02/2023,14:30
34971,07/02/2023,14:30
34972,07/02/2023,14:30
34973,07/02/2023,14:30
34974,07/02/2023,14:30
34975,07/02/2023,14:30
34976,07/02/2023,14:30
34977,07/02/2023,14:30
34978,07/02/2023,14:30
