CELLID,DIA,HORA
34979,07/02/2023,14:30
34981,07/02/2023,14:30
34982,07/02/2023,14:30
34983,07/02/2023,14:30
34984,07/02/2023,14:30
34985,07/02/2023,14:30
34986,07/02/2023,14:30
34987,07/02/2023,14:30
34988,07/02/2023,14:30
34989,07/02/2023,14:30
34991,07/02/2023,14:30
34992,07/02/2023,14:30
34993,07/02/2023,14:30
34994,07/02/2023,14:30
34995,07/02/2023,14:30
34996,07/02/2023,14:30
34997,07/02/2023,14:30
34998,07/02/2023,14:30
34999,07/02/2023,14:30
35001,07/02/2023,14:30
35002,07/02/2023,14:30
35003,07/02/2023,14:30
35004,07/02/2023,14:30
35005,07/02/2023,14:30
35006,07/02/2023,14:30
35007,07/02/2023,14:30
35008,07/02/2023,14:30
35009,07/02/2023,14:30
35011,07/02/2023,14:30
35012,07/02/2023,14:30
35013,07/02/2023,14:30
35014,07/02/2023,14:30
35015,07/02/2023,14:30
35016,07/02/2023,14:30
35017,07/02/2023,14:30
35018,07/02/2023,14:30
35019,07/02/2023,14:30
35021,07/02/2023,14:30
35022,07/02/2023,14:30
35023,07/02/2023,14:30
35024,07/02/2023,14:30
35025,07/02/2023,14:30
35026,07/02/2023,14:30
35027,07/02/2023,14:30
35028,07/02/2023,14:30
35029,07/02/2023,14:30
35031,07/02/2023,14:30
35032,07/02/2023,14:30
35033,07/02/2023,14:30
35034,07/02/2023,14:30
35035,07/02/2023,14:30
35036,07/02/2023,14:30
35037,07/02/2023,14:30
35038,07/02/2023,14:30
35039,07/02/2023,14:30
35121,07/02/2023,14:30
35122,07/02/2023,14:30
35124,07/02/2023,14:30
35125,07/02/2023,14:30
35127,07/02/2023,14:30
35128,07/02/2023,14:30
35151,07/02/2023,14:30
35152,07/02/2023,14:30
35153,07/02/2023,14:30
35154,07/02/2023,14:30
35155,07/02/2023,14:30
35156,07/02/2023,14:30
35157,07/02/2023,14:30
35158,07/02/2023,14:30
35159,07/02/2023,14:30
35171,07/02/2023,14:30
35172,07/02/2023,14:30
35173,07/02/2023,14:30
35174,07/02/2023,14:30
35175,07/02/2023,14:30
35176,07/02/2023,14:30
35201,07/02/2023,14:30
35202,07/02/2023,14:30
35203,07/02/2023,14:30
35204,07/02/2023,14:30
35205,07/02/2023,14:30
35206,07/02/2023,14:30
35207,07/02/2023,14:30
35208,07/02/2023,14:30
35209,07/02/2023,14:30
35211,07/02/2023,14:30
35212,07/02/2023,14:30
35213,07/02/2023,14:30
35214,07/02/2023,14:30
35215,07/02/2023,14:30
35216,07/02/2023,14:30
35217,07/02/2023,14:30
35218,07/02/2023,14:30
35219,07/02/2023,14:30
35221,07/02/2023,14:30
35222,07/02/2023,14:30
35223,07/02/2023,14:30
35224,07/02/2023,14:30
35225,07/02/2023,14:30
35226,07/02/2023,14:30
35227,07/02/2023,14:30
35228,07/02/2023,14:30
35229,07/02/2023,14:30
35251,07/02/2023,14:30
35252,07/02/2023,14:30
35253,07/02/2023,14:30
35254,07/02/2023,14:30
35255,07/02/2023,14:30
35256,07/02/2023,14:30
35257,07/02/2023,14:30
35258,07/02/2023,14:30
35259,07/02/2023,14:30
35281,07/02/2023,14:30
35282,07/02/2023,14:30
35283,07/02/2023,14:30
35284,07/02/2023,14:30
35285,07/02/2023,14:30
35286,07/02/2023,14:30
35287,07/02/2023,14:30
35288,07/02/2023,14:30
35289,07/02/2023,14:30
35291,07/02/2023,14:30
35292,07/02/2023,14:30
35293,07/02/2023,14:30
35294,07/02/2023,14:30
35295,07/02/2023,14:30
35296,07/02/2023,14:30
35297,07/02/2023,14:30
35298,07/02/2023,14:30
35299,07/02/2023,14:30
35311,07/02/2023,14:30
35312,07/02/2023,14:30
35313,07/02/2023,14:30
35314,07/02/2023,14:30
35315,07/02/2023,14:30
35316,07/02/2023,14:30
35317,07/02/2023,14:30
35318,07/02/2023,14:30
35319,07/02/2023,14:30
35321,07/02/2023,14:30
35322,07/02/2023,14:30
35324,07/02/2023,14:30
35325,07/02/2023,14:30
35341,07/02/2023,14:30
35342,07/02/2023,14:30
35343,07/02/2023,14:30
35344,07/02/2023,14:30
35345,07/02/2023,14:30
35346,07/02/2023,14:30
35347,07/02/2023,14:30
35348,07/02/2023,14:30
35349,07/02/2023,14:30
35361,07/02/2023,14:30
35362,07/02/2023,14:30
35363,07/02/2023,14:30
35364,07/02/2023,14:30
35365,07/02/2023,14:30
35366,07/02/2023,14:30
35411,07/02/2023,14:30
35412,07/02/2023,14:30
35413,07/02/2023,14:30
35414,07/02/2023,14:30
35415,07/02/2023,14:30
35416,07/02/2023,14:30
35417,07/02/2023,14:30
35418,07/02/2023,14:30
35419,07/02/2023,14:30
35421,07/02/2023,14:30
35422,07/02/2023,14:30
35423,07/02/2023,14:30
35424,07/02/2023,14:30
35425,07/02/2023,14:30
35426,07/02/2023,14:30
35431,07/02/2023,14:30
35432,07/02/2023,14:30
35433,07/02/2023,14:30
35434,07/02/2023,14:30
35435,07/02/2023,14:30
35436,07/02/2023,14:30
35437,07/02/2023,14:30
35438,07/02/2023,14:30
35439,07/02/2023,14:30
35441,07/02/2023,14:30
35442,07/02/2023,14:30
35443,07/02/2023,14:30
35444,07/02/2023,14:30
35445,07/02/2023,14:30
35446,07/02/2023,14:30
35447,07/02/2023,14:30
35448,07/02/2023,14:30
35449,07/02/2023,14:30
35451,07/02/2023,14:30
35452,07/02/2023,14:30
35453,07/02/2023,14:30
35454,07/02/2023,14:30
35455,07/02/2023,14:30
35456,07/02/2023,14:30
35457,07/02/2023,14:30
35458,07/02/2023,14:30
35459,07/02/2023,14:30
35481,07/02/2023,14:30
35482,07/02/2023,14:30
35483,07/02/2023,14:30
35484,07/02/2023,14:30
35485,07/02/2023,14:30
35486,07/02/2023,14:30
35487,07/02/2023,14:30
35488,07/02/2023,14:30
35489,07/02/2023,14:30
35501,07/02/2023,14:30
35502,07/02/2023,14:30
35503,07/02/2023,14:30
35504,07/02/2023,14:30
35505,07/02/2023,14:30
35506,07/02/2023,14:30
35507,07/02/2023,14:30
35508,07/02/2023,14:30
35509,07/02/2023,14:30
35531,07/02/2023,14:30
35532,07/02/2023,14:30
35533,07/02/2023,14:30
35534,07/02/2023,14:30
35535,07/02/2023,14:30
35536,07/02/2023,14:30
35537,07/02/2023,14:30
35538,07/02/2023,14:30
35539,07/02/2023,14:30
35551,07/02/2023,14:30
35552,07/02/2023,14:30
35553,07/02/2023,14:30
35554,07/02/2023,14:30
35555,07/02/2023,14:30
35556,07/02/2023,14:30
35557,07/02/2023,14:30
35558,07/02/2023,14:30
35559,07/02/2023,14:30
35591,07/02/2023,14:30
35592,07/02/2023,14:30
35593,07/02/2023,14:30
35594,07/02/2023,14:30
35595,07/02/2023,14:30
35596,07/02/2023,14:30
35597,07/02/2023,14:30
35598,07/02/2023,14:30
35599,07/02/2023,14:30
35631,07/02/2023,14:30
35632,07/02/2023,14:30
35633,07/02/2023,14:30
35634,07/02/2023,14:30
35635,07/02/2023,14:30
35636,07/02/2023,14:30
35637,07/02/2023,14:30
35638,07/02/2023,14:30
35639,07/02/2023,14:30
35641,07/02/2023,14:30
35642,07/02/2023,14:30
35643,07/02/2023,14:30
35644,07/02/2023,14:30
35645,07/02/2023,14:30
35646,07/02/2023,14:30
35647,07/02/2023,14:30
35648,07/02/2023,14:30
35649,07/02/2023,14:30
35661,07/02/2023,14:30
35662,07/02/2023,14:30
35663,07/02/2023,14:30
35664,07/02/2023,14:30
35665,07/02/2023,14:30
35666,07/02/2023,14:30
35667,07/02/2023,14:30
35668,07/02/2023,14:30
35669,07/02/2023,14:30
35751,07/02/2023,14:30
35752,07/02/2023,14:30
35753,07/02/2023,14:30
35754,07/02/2023,14:30
35755,07/02/2023,14:30
35756,07/02/2023,14:30
35757,07/02/2023,14:30
35758,07/02/2023,14:30
35759,07/02/2023,14:30
35771,07/02/2023,14:30
35772,07/02/2023,14:30
35773,07/02/2023,14:30
35774,07/02/2023,14:30
35775,07/02/2023,14:30
35776,07/02/2023,14:30
35781,07/02/2023,14:30
35782,07/02/2023,14:30
35783,07/02/2023,14:30
35784,07/02/2023,14:30
35785,07/02/2023,14:30
35786,07/02/2023,14:30
35787,07/02/2023,14:30
35788,07/02/2023,14:30
35789,07/02/2023,14:30
35801,07/02/2023,14:30
35802,07/02/2023,14:30
35803,07/02/2023,14:30
35804,07/02/2023,14:30
35805,07/02/2023,14:30
35806,07/02/2023,14:30
35807,07/02/2023,14:30
35808,07/02/2023,14:30
35809,07/02/2023,14:30
35811,07/02/2023,14:30
35812,07/02/2023,14:30
35813,07/02/2023,14:30
35814,07/02/2023,14:30
35815,07/02/2023,14:30
35816,07/02/2023,14:30
35817,07/02/2023,14:30
35818,07/02/2023,14:30
35819,07/02/2023,14:30
35821,07/02/2023,14:30
35822,07/02/2023,14:30
35823,07/02/2023,14:30
35824,07/02/2023,14:30
35825,07/02/2023,14:30
35826,07/02/2023,14:30
35827,07/02/2023,14:30
35828,07/02/2023,14:30
35829,07/02/2023,14:30
35831,07/02/2023,14:30
35832,07/02/2023,14:30
35833,07/02/2023,14:30
35834,07/02/2023,14:30
35835,07/02/2023,14:30
35836,07/02/2023,14:30
35837,07/02/2023,14:30
35838,07/02/2023,14:30
35839,07/02/2023,14:30
35851,07/02/2023,14:30
35852,07/02/2023,14:30
35853,07/02/2023,14:30
35854,07/02/2023,14:30
35855,07/02/2023,14:30
35856,07/02/2023,14:30
35857,07/02/2023,14:30
35858,07/02/2023,14:30
35859,07/02/2023,14:30
35861,07/02/2023,14:30
35862,07/02/2023,14:30
35863,07/02/2023,14:30
35864,07/02/2023,14:30
35865,07/02/2023,14:30
35866,07/02/2023,14:30
35867,07/02/2023,14:30
35868,07/02/2023,14:30
35869,07/02/2023,14:30
35891,07/02/2023,14:30
35892,07/02/2023,14:30
35893,07/02/2023,14:30
35894,07/02/2023,14:30
35895,07/02/2023,14:30
35896,07/02/2023,14:30
35897,07/02/2023,14:30
35898,07/02/2023,14:30
35899,07/02/2023,14:30
35931,07/02/2023,14:30
35932,07/02/2023,14:30
35933,07/02/2023,14:30
35934,07/02/2023,14:30
35935,07/02/2023,14:30
35936,07/02/2023,14:30
35937,07/02/2023,14:30
35938,07/02/2023,14:30
35939,07/02/2023,14:30
35981,07/02/2023,14:30
35982,07/02/2023,14:30
35983,07/02/2023,14:30
35984,07/02/2023,14:30
35985,07/02/2023,14:30
35986,07/02/2023,14:30
35991,07/02/2023,14:30
35992,07/02/2023,14:30
35993,07/02/2023,14:30
35994,07/02/2023,14:30
35995,07/02/2023,14:30
35996,07/02/2023,14:30
35997,07/02/2023,14:30
35998,07/02/2023,14:30
35999,07/02/2023,14:30
36001,07/02/2023,14:30
36002,07/02/2023,14:30
36003,07/02/2023,14:30
36004,07/02/2023,14:30
36005,07/02/2023,14:30
36006,07/02/2023,14:30
36007,07/02/2023,14:30
36008,07/02/2023,14:30
36009,07/02/2023,14:30
36081,07/02/2023,14:30
36082,07/02/2023,14:30
36084,07/02/2023,14:30
36085,07/02/2023,14:30
36111,07/02/2023,14:30
36112,07/02/2023,14:30
36113,07/02/2023,14:30
36114,07/02/2023,14:30
36115,07/02/2023,14:30
36116,07/02/2023,14:30
36117,07/02/2023,14:30
36118,07/02/2023,14:30
36119,07/02/2023,14:30
36141,07/02/2023,14:30
36142,07/02/2023,14:30
36143,07/02/2023,14:30
36144,07/02/2023,14:30
36145,07/02/2023,14:30
36146,07/02/2023,14:30
36147,07/02/2023,14:30
36148,07/02/2023,14:30
36149,07/02/2023,14:30
36151,07/02/2023,14:30
36152,07/02/2023,14:30
36153,07/02/2023,14:30
36154,07/02/2023,14:30
36155,07/02/2023,14:30
36156,07/02/2023,14:30
36157,07/02/2023,14:30
36158,07/02/2023,14:30
36159,07/02/2023,14:30
36171,07/02/2023,14:30
36172,07/02/2023,14:30
36173,07/02/2023,14:30
36174,07/02/2023,14:30
36175,07/02/2023,14:30
36176,07/02/2023,14:30
36177,07/02/2023,14:30
36178,07/02/2023,14:30
36179,07/02/2023,14:30
36181,07/02/2023,14:30
36182,07/02/2023,14:30
36183,07/02/2023,14:30
36184,07/02/2023,14:30
36185,07/02/2023,14:30
36186,07/02/2023,14:30
36187,07/02/2023,14:30
36188,07/02/2023,14:30
36189,07/02/2023,14:30
36201,07/02/2023,14:30
36202,07/02/2023,14:30
36203,07/02/2023,14:30
36204,07/02/2023,14:30
36205,07/02/2023,14:30
36206,07/02/2023,14:30
36207,07/02/2023,14:30
36208,07/02/2023,14:30
36209,07/02/2023,14:30
36231,07/02/2023,14:30
36232,07/02/2023,14:30
36233,07/02/2023,14:30
36234,07/02/2023,14:30
36235,07/02/2023,14:30
36236,07/02/2023,14:30
36237,07/02/2023,14:30
36238,07/02/2023,14:30
36239,07/02/2023,14:30
36281,07/02/2023,14:30
36282,07/02/2023,14:30
36283,07/02/2023,14:30
36284,07/02/2023,14:30
36285,07/02/2023,14:30
36286,07/02/2023,14:30
36287,07/02/2023,14:30
36288,07/02/2023,14:30
36289,07/02/2023,14:30
36291,07/02/2023,14:30
36292,07/02/2023,14:30
36294,07/02/2023,14:30
36295,07/02/2023,14:30
36297,07/02/2023,14:30
36298,07/02/2023,14:30
36321,07/02/2023,14:30
36322,07/02/2023,14:30
36323,07/02/2023,14:30
36324,07/02/2023,14:30
36325,07/02/2023,14:30
36326,07/02/2023,14:30
36327,07/02/2023,14:30
36328,07/02/2023,14:30
36329,07/02/2023,14:30
36341,07/02/2023,14:30
36342,07/02/2023,14:30
36343,07/02/2023,14:30
36344,07/02/2023,14:30
36345,07/02/2023,14:30
36346,07/02/2023,14:30
36347,07/02/2023,14:30
36348,07/02/2023,14:30
36349,07/02/2023,14:30
36391,07/02/2023,14:30
36392,07/02/2023,14:30
36393,07/02/2023,14:30
36394,07/02/2023,14:30
36395,07/02/2023,14:30
36396,07/02/2023,14:30
36397,07/02/2023,14:30
36398,07/02/2023,14:30
36399,07/02/2023,14:30
36401,07/02/2023,14:30
36402,07/02/2023,14:30
36403,07/02/2023,14:30
36404,07/02/2023,14:30
36405,07/02/2023,14:30
36406,07/02/2023,14:30
36407,07/02/2023,14:30
36408,07/02/2023,14:30
36409,07/02/2023,14:30
36421,07/02/2023,14:30
36424,07/02/2023,14:30
36441,07/02/2023,14:30
36442,07/02/2023,14:30
36443,07/02/2023,14:30
36444,07/02/2023,14:30
36445,07/02/2023,14:30
36446,07/02/2023,14:30
36447,07/02/2023,14:30
36448,07/02/2023,14:30
36449,07/02/2023,14:30
36451,07/02/2023,14:30
36452,07/02/2023,14:30
36454,07/02/2023,14:30
36455,07/02/2023,14:30
36457,07/02/2023,14:30
36458,07/02/2023,14:30
36461,07/02/2023,14:30
36462,07/02/2023,14:30
36463,07/02/2023,14:30
36464,07/02/2023,14:30
36465,07/02/2023,14:30
36466,07/02/2023,14:30
36467,07/02/2023,14:30
36468,07/02/2023,14:30
36469,07/02/2023,14:30
36491,07/02/2023,14:30
36492,07/02/2023,14:30
36493,07/02/2023,14:30
36494,07/02/2023,14:30
36495,07/02/2023,14:30
36496,07/02/2023,14:30
36497,07/02/2023,14:30
36498,07/02/2023,14:30
36499,07/02/2023,14:30
36501,07/02/2023,14:30
36502,07/02/2023,14:30
36503,07/02/2023,14:30
36504,07/02/2023,14:30
36505,07/02/2023,14:30
36506,07/02/2023,14:30
36507,07/02/2023,14:30
36508,07/02/2023,14:30
36509,07/02/2023,14:30
36511,07/02/2023,14:30
36512,07/02/2023,14:30
36513,07/02/2023,14:30
36514,07/02/2023,14:30
36515,07/02/2023,14:30
36516,07/02/2023,14:30
36517,07/02/2023,14:30
36518,07/02/2023,14:30
36519,07/02/2023,14:30
36551,07/02/2023,14:30
36552,07/02/2023,14:30
36553,07/02/2023,14:30
36554,07/02/2023,14:30
36555,07/02/2023,14:30
36556,07/02/2023,14:30
36557,07/02/2023,14:30
36558,07/02/2023,14:30
36559,07/02/2023,14:30
36561,07/02/2023,14:30
36562,07/02/2023,14:30
36563,07/02/2023,14:30
36564,07/02/2023,14:30
36565,07/02/2023,14:30
36566,07/02/2023,14:30
36567,07/02/2023,14:30
36568,07/02/2023,14:30
36569,07/02/2023,14:30
36611,07/02/2023,14:30
36612,07/02/2023,14:30
36613,07/02/2023,14:30
36614,07/02/2023,14:30
36615,07/02/2023,14:30
36616,07/02/2023,14:30
36617,07/02/2023,14:30
36618,07/02/2023,14:30
36619,07/02/2023,14:30
36621,07/02/2023,14:30
36622,07/02/2023,14:30
36623,07/02/2023,14:30
36624,07/02/2023,14:30
36625,07/02/2023,14:30
36626,07/02/2023,14:30
36631,07/02/2023,14:30
36632,07/02/2023,14:30
36633,07/02/2023,14:30
36634,07/02/2023,14:30
36635,07/02/2023,14:30
36636,07/02/2023,14:30
36637,07/02/2023,14:30
36638,07/02/2023,14:30
36639,07/02/2023,14:30
36641,07/02/2023,14:30
36642,07/02/2023,14:30
36643,07/02/2023,14:30
36644,07/02/2023,14:30
36645,07/02/2023,14:30
36646,07/02/2023,14:30
36671,07/02/2023,14:30
36672,07/02/2023,14:30
36673,07/02/2023,14:30
36674,07/02/2023,14:30
36675,07/02/2023,14:30
36676,07/02/2023,14:30
36677,07/02/2023,14:30
36678,07/02/2023,14:30
36679,07/02/2023,14:30
36681,07/02/2023,14:30
36682,07/02/2023,14:30
36683,07/02/2023,14:30
36684,07/02/2023,14:30
36685,07/02/2023,14:30
36686,07/02/2023,14:30
36687,07/02/2023,14:30
36688,07/02/2023,14:30
36689,07/02/2023,14:30
36701,07/02/2023,14:30
36702,07/02/2023,14:30
36703,07/02/2023,14:30
36704,07/02/2023,14:30
36705,07/02/2023,14:30
36706,07/02/2023,14:30
36711,07/02/2023,14:30
36712,07/02/2023,14:30
36713,07/02/2023,14:30
36714,07/02/2023,14:30
36715,07/02/2023,14:30
36716,07/02/2023,14:30
36721,07/02/2023,14:30
36722,07/02/2023,14:30
36723,07/02/2023,14:30
36724,07/02/2023,14:30
36725,07/02/2023,14:30
36726,07/02/2023,14:30
36727,07/02/2023,14:30
36728,07/02/2023,14:30
36729,07/02/2023,14:30
36731,07/02/2023,14:30
36732,07/02/2023,14:30
36733,07/02/2023,14:30
36734,07/02/2023,14:30
36735,07/02/2023,14:30
36736,07/02/2023,14:30
36737,07/02/2023,14:30
36738,07/02/2023,14:30
36739,07/02/2023,14:30
36751,07/02/2023,14:30
36752,07/02/2023,14:30
36754,07/02/2023,14:30
36755,07/02/2023,14:30
36757,07/02/2023,14:30
36758,07/02/2023,14:30
36771,07/02/2023,14:30
36772,07/02/2023,14:30
36773,07/02/2023,14:30
36774,07/02/2023,14:30
36775,07/02/2023,14:30
36776,07/02/2023,14:30
36777,07/02/2023,14:30
36778,07/02/2023,14:30
36779,07/02/2023,14:30
36781,07/02/2023,14:30
36782,07/02/2023,14:30
36783,07/02/2023,14:30
36784,07/02/2023,14:30
36785,07/02/2023,14:30
36786,07/02/2023,14:30
36787,07/02/2023,14:30
36788,07/02/2023,14:30
36789,07/02/2023,14:30
36831,07/02/2023,14:30
36832,07/02/2023,14:30
36833,07/02/2023,14:30
36834,07/02/2023,14:30
36835,07/02/2023,14:30
36836,07/02/2023,14:30
36837,07/02/2023,14:30
36838,07/02/2023,14:30
36839,07/02/2023,14:30
36851,07/02/2023,14:30
36852,07/02/2023,14:30
36853,07/02/2023,14:30
36854,07/02/2023,14:30
36855,07/02/2023,14:30
36856,07/02/2023,14:30
36857,07/02/2023,14:30
36858,07/02/2023,14:30
36859,07/02/2023,14:30
36871,07/02/2023,14:30
36872,07/02/2023,14:30
36873,07/02/2023,14:30
36874,07/02/2023,14:30
36875,07/02/2023,14:30
36876,07/02/2023,14:30
36877,07/02/2023,14:30
36878,07/02/2023,14:30
36879,07/02/2023,14:30
36891,07/02/2023,14:30
36892,07/02/2023,14:30
36893,07/02/2023,14:30
36894,07/02/2023,14:30
36895,07/02/2023,14:30
36896,07/02/2023,14:30
36897,07/02/2023,14:30
36898,07/02/2023,14:30
36899,07/02/2023,14:30
36911,07/02/2023,14:30
36912,07/02/2023,14:30
36913,07/02/2023,14:30
36914,07/02/2023,14:30
36915,07/02/2023,14:30
36916,07/02/2023,14:30
36917,07/02/2023,14:30
36918,07/02/2023,14:30
36919,07/02/2023,14:30
37001,07/02/2023,14:30
37002,07/02/2023,14:30
37003,07/02/2023,14:30
37004,07/02/2023,14:30
37005,07/02/2023,14:30
37006,07/02/2023,14:30
37007,07/02/2023,14:30
37008,07/02/2023,14:30
37009,07/02/2023,14:30
37031,07/02/2023,14:30
37032,07/02/2023,14:30
37033,07/02/2023,14:30
37034,07/02/2023,14:30
37035,07/02/2023,14:30
37036,07/02/2023,14:30
37071,07/02/2023,14:30
37072,07/02/2023,14:30
37073,07/02/2023,14:30
37074,07/02/2023,14:30
37075,07/02/2023,14:30
37076,07/02/2023,14:30
37091,07/02/2023,14:30
37092,07/02/2023,14:30
37093,07/02/2023,14:30
37094,07/02/2023,14:30
37095,07/02/2023,14:30
37096,07/02/2023,14:30
37097,07/02/2023,14:30
37098,07/02/2023,14:30
37099,07/02/2023,14:30
37111,07/02/2023,14:30
37112,07/02/2023,14:30
37113,07/02/2023,14:30
37114,07/02/2023,14:30
37115,07/02/2023,14:30
37116,07/02/2023,14:30
37117,07/02/2023,14:30
37118,07/02/2023,14:30
37119,07/02/2023,14:30
37121,07/02/2023,14:30
37122,07/02/2023,14:30
37123,07/02/2023,14:30
37124,07/02/2023,14:30
37125,07/02/2023,14:30
37126,07/02/2023,14:30
37127,07/02/2023,14:30
37128,07/02/2023,14:30
37129,07/02/2023,14:30
37131,07/02/2023,14:30
37132,07/02/2023,14:30
37133,07/02/2023,14:30
37134,07/02/2023,14:30
37135,07/02/2023,14:30
37136,07/02/2023,14:30
37137,07/02/2023,14:30
37138,07/02/2023,14:30
37139,07/02/2023,14:30
37141,07/02/2023,14:30
37142,07/02/2023,14:30
37143,07/02/2023,14:30
37144,07/02/2023,14:30
37145,07/02/2023,14:30
37146,07/02/2023,14:30
37147,07/02/2023,14:30
37148,07/02/2023,14:30
37149,07/02/2023,14:30
37151,07/02/2023,14:30
37152,07/02/2023,14:30
37153,07/02/2023,14:30
37154,07/02/2023,14:30
37155,07/02/2023,14:30
37156,07/02/2023,14:30
37157,07/02/2023,14:30
37158,07/02/2023,14:30
37159,07/02/2023,14:30
37171,07/02/2023,14:30
37172,07/02/2023,14:30
37173,07/02/2023,14:30
37174,07/02/2023,14:30
37175,07/02/2023,14:30
37176,07/02/2023,14:30
37177,07/02/2023,14:30
37178,07/02/2023,14:30
37179,07/02/2023,14:30
37191,07/02/2023,14:30
37192,07/02/2023,14:30
37193,07/02/2023,14:30
37194,07/02/2023,14:30
37195,07/02/2023,14:30
37196,07/02/2023,14:30
37197,07/02/2023,14:30
37198,07/02/2023,14:30
37199,07/02/2023,14:30
37201,07/02/2023,14:30
37202,07/02/2023,14:30
37203,07/02/2023,14:30
37204,07/02/2023,14:30
37205,07/02/2023,14:30
37206,07/02/2023,14:30
37207,07/02/2023,14:30
37208,07/02/2023,14:30
37209,07/02/2023,14:30
37231,07/02/2023,14:30
37232,07/02/2023,14:30
37233,07/02/2023,14:30
37234,07/02/2023,14:30
37235,07/02/2023,14:30
37236,07/02/2023,14:30
37251,07/02/2023,14:30
37252,07/02/2023,14:30
37254,07/02/2023,14:30
37255,07/02/2023,14:30
37257,07/02/2023,14:30
37258,07/02/2023,14:30
37271,07/02/2023,14:30
37272,07/02/2023,14:30
37273,07/02/2023,14:30
37274,07/02/2023,14:30
37275,07/02/2023,14:30
37276,07/02/2023,14:30
37277,07/02/2023,14:30
37278,07/02/2023,14:30
37279,07/02/2023,14:30
37281,07/02/2023,14:30
37282,07/02/2023,14:30
37283,07/02/2023,14:30
37284,07/02/2023,14:30
37285,07/02/2023,14:30
37286,07/02/2023,14:30
37291,07/02/2023,14:30
37292,07/02/2023,14:30
37293,07/02/2023,14:30
37294,07/02/2023,14:30
37295,07/02/2023,14:30
37296,07/02/2023,14:30
37297,07/02/2023,14:30
37298,07/02/2023,14:30
37299,07/02/2023,14:30
37321,07/02/2023,14:30
37322,07/02/2023,14:30
37323,07/02/2023,14:30
37324,07/02/2023,14:30
37325,07/02/2023,14:30
37331,07/02/2023,14:30
37332,07/02/2023,14:30
37333,07/02/2023,14:30
37334,07/02/2023,14:30
37335,07/02/2023,14:30
37336,07/02/2023,14:30
37337,07/02/2023,14:30
37338,07/02/2023,14:30
37339,07/02/2023,14:30
37431,07/02/2023,14:30
37432,07/02/2023,14:30
37433,07/02/2023,14:30
37434,07/02/2023,14:30
37435,07/02/2023,14:30
37436,07/02/2023,14:30
37437,07/02/2023,14:30
37438,07/02/2023,14:30
37439,07/02/2023,14:30
37441,07/02/2023,14:30
37442,07/02/2023,14:30
37443,07/02/2023,14:30
37444,07/02/2023,14:30
37445,07/02/2023,14:30
37446,07/02/2023,14:30
37447,07/02/2023,14:30
37448,07/02/2023,14:30
37449,07/02/2023,14:30
37451,07/02/2023,14:30
37452,07/02/2023,14:30
37453,07/02/2023,14:30
37454,07/02/2023,14:30
37455,07/02/2023,14:30
37456,07/02/2023,14:30
37481,07/02/2023,14:30
37482,07/02/2023,14:30
37483,07/02/2023,14:30
37484,07/02/2023,14:30
37485,07/02/2023,14:30
37486,07/02/2023,14:30
37487,07/02/2023,14:30
37488,07/02/2023,14:30
37489,07/02/2023,14:30
37501,07/02/2023,14:30
37502,07/02/2023,14:30
37503,07/02/2023,14:30
37504,07/02/2023,14:30
37505,07/02/2023,14:30
37506,07/02/2023,14:30
37591,07/02/2023,14:30
37592,07/02/2023,14:30
37593,07/02/2023,14:30
37594,07/02/2023,14:30
37595,07/02/2023,14:30
37596,07/02/2023,14:30
37601,07/02/2023,14:30
37602,07/02/2023,14:30
37603,07/02/2023,14:30
37604,07/02/2023,14:30
37605,07/02/2023,14:30
37606,07/02/2023,14:30
37607,07/02/2023,14:30
37608,07/02/2023,14:30
37609,07/02/2023,14:30
37631,07/02/2023,14:30
37632,07/02/2023,14:30
37633,07/02/2023,14:30
37634,07/02/2023,14:30
37635,07/02/2023,14:30
37636,07/02/2023,14:30
37637,07/02/2023,14:30
37638,07/02/2023,14:30
37639,07/02/2023,14:30
37641,07/02/2023,14:30
37642,07/02/2023,14:30
37643,07/02/2023,14:30
37644,07/02/2023,14:30
37645,07/02/2023,14:30
37646,07/02/2023,14:30
37671,07/02/2023,14:30
37672,07/02/2023,14:30
37673,07/02/2023,14:30
37674,07/02/2023,14:30
37675,07/02/2023,14:30
37676,07/02/2023,14:30
37677,07/02/2023,14:30
37678,07/02/2023,14:30
37679,07/02/2023,14:30
37721,07/02/2023,14:30
37722,07/02/2023,14:30
37723,07/02/2023,14:30
37724,07/02/2023,14:30
37725,07/02/2023,14:30
37726,07/02/2023,14:30
37727,07/02/2023,14:30
37728,07/02/2023,14:30
37729,07/02/2023,14:30
37731,07/02/2023,14:30
37732,07/02/2023,14:30
37733,07/02/2023,14:30
37734,07/02/2023,14:30
37735,07/02/2023,14:30
37736,07/02/2023,14:30
37737,07/02/2023,14:30
37738,07/02/2023,14:30
37739,07/02/2023,14:30
37741,07/02/2023,14:30
37742,07/02/2023,14:30
37743,07/02/2023,14:30
37744,07/02/2023,14:30
37745,07/02/2023,14:30
37746,07/02/2023,14:30
37747,07/02/2023,14:30
37748,07/02/2023,14:30
37749,07/02/2023,14:30
37751,07/02/2023,14:30
37752,07/02/2023,14:30
37753,07/02/2023,14:30
37754,07/02/2023,14:30
37755,07/02/2023,14:30
37756,07/02/2023,14:30
37757,07/02/2023,14:30
37758,07/02/2023,14:30
37759,07/02/2023,14:30
37761,07/02/2023,14:30
37762,07/02/2023,14:30
37763,07/02/2023,14:30
37764,07/02/2023,14:30
37765,07/02/2023,14:30
