Result Time,Granularity Period,Object Name,Reliability,"67183986","67183990","67183993","67183994","67183995","67183996","67183997","67183998","67183999","67184000","67184001","67184002","67184003","67184004","67184005","67184006","67184007","67184008","67184009","67184010","67184011","67184012","67184014","67184015","67184016","67184017","67184018","67184019","67184020","67184021","67184022","67184023","67184024","67184025","67184026","67184027","67184028","67184029","67184030","67184031","67184032","67189903","67189905","67192689","67192690","67202812","67202816","67202819","67202820","67202821","67202822","67202823","67202824","67202825","67202826","67202827","67202828","67202829","67202830","67202831","67202832","67202833","67202834","67202835","67202836","67202837","67202838","67202840","67202841","67202842","67202843","67202844","67202845","67202846","67202847","67202848","67202849","67202850","67202851","67202852","67202853","67202854","67202855","67202856","67202857","67202858","67202859","67202860","67203449","67203450","67203451","67203452","67203453","67203454","67203455","67203456","67203457","67203458","67203459","67203460","67204482","67204483","73393908","73393910"
,Minutes,,,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,None,None,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit/s,kbit,kbit,kbit,kbit,kbit,kbit,kbit,kbit,kbit,kbit,kbit,kbit,kbit/s,kbit/s,bit,bit
2023-02-06 14:30,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3668E, CellID=36685",Reliable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2023-02-06 14:30,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3668D, CellID=36684",Reliable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2023-02-06 14:30,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3864F, CellID=38646",Reliable,0,0,0,0,0,0,0,0,0,0,1224960,0,0,1755840,31909760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647680,7909120,0,127360,0,0,0,479360,0,0,0,3663704,5209040,0.483,0,,,,,,,,,,,1.865,,,6.702,20.486,,,,,,,,,,,,,,,,4.283,10.207,,86.054,,,,76.089,,,,1.869,2.522,4359.109,4188.097,0,0,6215.313,991.563,42.813,1547.5,0,23831.25,0,0,,,0,0
2023-02-06 14:30,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3864E, CellID=38645",Reliable,0,0,0,0,0,0,0,0,0,0,1322240,0,0,1015360,10303040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789440,3433280,0,228160,0,0,0,215360,0,0,0,1395136,2334088,0.65,0,,,,,,,,,,,1.928,,,9.008,22.11,,,,,,,,,,,,,,,,4.224,11.157,,32.135,,,,18.407,,,,1.695,2.532,1165.823,1863.506,0,0,2893.125,1233.125,0,939.375,0,8090.938,0,0,,,0,0
2023-02-06 14:30,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3864D, CellID=38644",Reliable,0,0,0,0,0,0,0,0,0,0,372480,0,0,199680,10638720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240640,2560000,0,0,0,0,0,0,0,0,0,853136,1390160,0.167,0,,,,,,,,,,,7.076,,,35.032,27.255,,,,,,,,,,,,,,,,4.605,11.343,,,,,,,,,,1.769,2.465,975.655,1772.32,0,0,2428.75,351.563,0,195,0,9273.438,0,0,,,0,0
2023-02-06 14:30,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3453F, CellID=34536",Reliable,0,0,0,0,0,0,0,0,0,0,7059520,0,0,171840,21536320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5543040,19721280,0,3980480,0,0,0,2139520,0,0,0,5768864,9224976,1.2,0,,,,,,,,,,,4.055,,,29.628,17.058,,,,,,,,,,,,,,,,4.743,11.818,,45.294,,,,87.865,,,,1.676,2.277,12949.633,12099.28,0,0,21710.625,6345.313,3455,0.625,0,14862.813,1864.375,0,,,0,0
2023-02-06 14:30,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3453E, CellID=34535",Reliable,0,0,0,0,0,0,0,0,0,0,4480000,24640,16320,15360,22553280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2869120,4187840,0,865280,0,0,0,682880,0,0,0,2764168,4035872,0.65,0,,,,,,,,,,,4.639,0.909,9.714,12.8,33.515,,,,,,,,,,,,,,,,5.021,10.804,,37.009,,,,121.943,,,,1.719,2.235,4600.159,6420.049,0,0,4800.313,3983.75,104.688,0,0,20348.438,81.875,0,,,0,0
2023-02-06 14:30,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3453D, CellID=34534",Reliable,0,0,0,0,0,0,0,0,0,0,5040960,318720,0,112000,34612160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2759680,13822080,0,330240,0,0,0,2240,0,0,0,6342328,9823944,0.817,0,,,,,,,,,,,2.786,12.249,0,1.678,14.317,,,,,,,,,,,,,,,,4.024,10.819,,29.173,,,,11.2,,,,1.661,2.267,1344.833,2626.976,0,0,13297.5,4742.813,225,7.188,0,29962.813,0,0,,,0,0
2023-02-06 14:30,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3858F, CellID=38586",Reliable,0,0,0,0,0,0,0,0,0,0,7789760,203840,74560,2468160,64171840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5226880,13521280,0,97920,0,0,0,0,0,0,0,7315240,12173400,1.933,0,,,,,,,,,,,3.132,9.232,13.507,4.379,21.868,,,,,,,,,,,,,,,,4.596,9.6,,19.238,,,,,,,,1.719,2.627,10192.105,14044.294,0,0,15073.75,7495,74.688,1748.438,0,49317.813,0,0,,,0,0
2023-02-06 14:30,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3858E, CellID=38585",Reliable,0,0,0,0,0,0,0,0,0,0,3086400,0,0,720640,33581760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2607040,4414400,0,0,0,0,0,0,0,0,0,3541840,5703880,0.55,0,,,,,,,,,,,3.464,,,10.432,29.097,,,,,,,,,,,,,,,,5.052,10.025,,,,,,,,,,1.769,2.479,5941.468,5811.276,0,0,4844.375,2822.188,0,570,0,26941.563,0,0,,,0,0
