CELLID,NODEBID,COD RF,NODEBNAME,RNC,Estado,Región RF,Region Comercial,Latitud,Longitud
40271,4027,4019,Los Olivos Puerto Ordaz,PTO,Bolívar,Oriente,Guayana,8.282117,-62.718086
40272,4027,4019,Los Olivos Puerto Ordaz,PTO,Bolívar,Oriente,Guayana,8.282117,-62.718086
40273,4027,4019,Los Olivos Puerto Ordaz,PTO,Bolívar,Oriente,Guayana,8.282117,-62.718086
40274,4027,4019,Los Olivos Puerto Ordaz,PTO,Bolívar,Oriente,Guayana,8.282117,-62.718086
40275,4027,4019,Los Olivos Puerto Ordaz,PTO,Bolívar,Oriente,Guayana,8.282117,-62.718086
40276,4027,4019,Los Olivos Puerto Ordaz,PTO,Bolívar,Oriente,Guayana,8.282117,-62.718086
40277,4027,4019,Los Olivos Puerto Ordaz,PTO,Bolívar,Oriente,Guayana,8.282117,-62.718086
40278,4027,4019,Los Olivos Puerto Ordaz,PTO,Bolívar,Oriente,Guayana,8.282117,-62.718086
40279,4027,4019,Los Olivos Puerto Ordaz,PTO,Bolívar,Oriente,Guayana,8.282117,-62.718086
40291,4029,,,BTO,,,,,
40292,4029,,,BTO,,,,,
40293,4029,,,BTO,,,,,
40294,4029,,,BTO,,,,,
40295,4029,,,BTO,,,,,
40296,4029,,,BTO,,,,,
40301,4030,1156,Urachiche,BTO,Yaracuy,Central,Centro Occidente,10.173603,-69.003608
40302,4030,1156,Urachiche,BTO,Yaracuy,Central,Centro Occidente,10.173603,-69.003608
40303,4030,1156,Urachiche,BTO,Yaracuy,Central,Centro Occidente,10.173603,-69.003608
40341,4034,2217,Altagracia,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.513317,-66.914686
40342,4034,2217,Altagracia,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.513317,-66.914686
40343,4034,2217,Altagracia,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.513317,-66.914686
40344,4034,2217,Altagracia,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.513317,-66.914686
40345,4034,2217,Altagracia,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.513317,-66.914686
40346,4034,2217,Altagracia,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.513317,-66.914686
40347,4034,2217,Altagracia,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.513317,-66.914686
40348,4034,2217,Altagracia,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.513317,-66.914686
40349,4034,2217,Altagracia,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.513317,-66.914686
40351,4035,,,BTO,,,,,
40352,4035,,,BTO,,,,,
40353,4035,,,BTO,,,,,
40354,4035,,,BTO,,,,,
40355,4035,,,BTO,,,,,
40356,4035,,,BTO,,,,,
40361,4036,2216,AV Universidad,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.503197,-66.914386
40362,4036,2216,AV Universidad,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.503197,-66.914386
40363,4036,2216,AV Universidad,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.503197,-66.914386
40364,4036,2216,AV Universidad,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.503197,-66.914386
40365,4036,2216,AV Universidad,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.503197,-66.914386
40366,4036,2216,AV Universidad,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.503197,-66.914386
40367,4036,2216,AV Universidad,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.503197,-66.914386
40368,4036,2216,AV Universidad,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.503197,-66.914386
40369,4036,2216,AV Universidad,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.503197,-66.914386
40381,4038,1494,Baragua LAR,BTO,Lara,Central,Centro Occidente,10.588491,-69.948886
40382,4038,1494,Baragua LAR,BTO,Lara,Central,Centro Occidente,10.588491,-69.948886
40383,4038,1494,Baragua LAR,BTO,Lara,Central,Centro Occidente,10.588491,-69.948886
40384,4038,1494,Baragua LAR,BTO,Lara,Central,Centro Occidente,10.588491,-69.948886
40385,4038,1494,Baragua LAR,BTO,Lara,Central,Centro Occidente,10.588491,-69.948886
40386,4038,1494,Baragua LAR,BTO,Lara,Central,Centro Occidente,10.588491,-69.948886
40387,4038,1494,Baragua LAR,BTO,Lara,Central,Centro Occidente,10.588491,-69.948886
40388,4038,1494,Baragua LAR,BTO,Lara,Central,Centro Occidente,10.588491,-69.948886
40389,4038,1494,Baragua LAR,BTO,Lara,Central,Centro Occidente,10.588491,-69.948886
40391,4039,4249,Caserio Caroni San Felix,PTO,Bolívar,Oriente,Guayana,8.336241,-62.672442
40392,4039,4249,Caserio Caroni San Felix,PTO,Bolívar,Oriente,Guayana,8.336241,-62.672442
40393,4039,4249,Caserio Caroni San Felix,PTO,Bolívar,Oriente,Guayana,8.336241,-62.672442
40394,4039,4249,Caserio Caroni San Felix,PTO,Bolívar,Oriente,Guayana,8.336241,-62.672442
40395,4039,4249,Caserio Caroni San Felix,PTO,Bolívar,Oriente,Guayana,8.336241,-62.672442
40396,4039,4249,Caserio Caroni San Felix,PTO,Bolívar,Oriente,Guayana,8.336241,-62.672442
40397,4039,4249,Caserio Caroni San Felix,PTO,Bolívar,Oriente,Guayana,8.336241,-62.672442
40398,4039,4249,Caserio Caroni San Felix,PTO,Bolívar,Oriente,Guayana,8.336241,-62.672442
40399,4039,4249,Caserio Caroni San Felix,PTO,Bolívar,Oriente,Guayana,8.336241,-62.672442
40401,4040,4096,El Espinal,PLM,Nueva Esparta,Oriente,Oriente,10.961519,-63.981608
40402,4040,4096,El Espinal,PLM,Nueva Esparta,Oriente,Oriente,10.961519,-63.981608
40403,4040,4096,El Espinal,PLM,Nueva Esparta,Oriente,Oriente,10.961519,-63.981608
40404,4040,4096,El Espinal,PLM,Nueva Esparta,Oriente,Oriente,10.961519,-63.981608
40405,4040,4096,El Espinal,PLM,Nueva Esparta,Oriente,Oriente,10.961519,-63.981608
40406,4040,4096,El Espinal,PLM,Nueva Esparta,Oriente,Oriente,10.961519,-63.981608
40407,4040,4096,El Espinal,PLM,Nueva Esparta,Oriente,Oriente,10.961519,-63.981608
40408,4040,4096,El Espinal,PLM,Nueva Esparta,Oriente,Oriente,10.961519,-63.981608
40409,4040,4096,El Espinal,PLM,Nueva Esparta,Oriente,Oriente,10.961519,-63.981608
40441,4044,4152,Jose,LCH,Anzoátegui,Oriente,Oriente,10.056397,-64.897086
40442,4044,4152,Jose,LCH,Anzoátegui,Oriente,Oriente,10.056397,-64.897086
40443,4044,4152,Jose,LCH,Anzoátegui,Oriente,Oriente,10.056397,-64.897086
40444,4044,4152,Jose,LCH,Anzoátegui,Oriente,Oriente,10.056397,-64.897086
40445,4044,4152,Jose,LCH,Anzoátegui,Oriente,Oriente,10.056397,-64.897086
40446,4044,4152,Jose,LCH,Anzoátegui,Oriente,Oriente,10.056397,-64.897086
40447,4044,4152,Jose,LCH,Anzoátegui,Oriente,Oriente,10.056397,-64.897086
40448,4044,4152,Jose,LCH,Anzoátegui,Oriente,Oriente,10.056397,-64.897086
40449,4044,4152,Jose,LCH,Anzoátegui,Oriente,Oriente,10.056397,-64.897086
40491,4049,2190,Lomas de Prados del Este,LMS,Miranda,Gran Caracas,Gran Caracas,10.444647,-66.893786
40492,4049,2190,Lomas de Prados del Este,LMS,Miranda,Gran Caracas,Gran Caracas,10.444647,-66.893786
40494,4049,2190,Lomas de Prados del Este,LMS,Miranda,Gran Caracas,Gran Caracas,10.444647,-66.893786
40495,4049,2190,Lomas de Prados del Este,LMS,Miranda,Gran Caracas,Gran Caracas,10.444647,-66.893786
40497,4049,2190,Lomas de Prados del Este,LMS,Miranda,Gran Caracas,Gran Caracas,10.444647,-66.893786
40498,4049,2190,Lomas de Prados del Este,LMS,Miranda,Gran Caracas,Gran Caracas,10.444647,-66.893786
40501,4050,2238,Mariposa,LMS,Miranda,Gran Caracas,Gran Caracas,10.414537,-66.932886
40502,4050,2238,Mariposa,LMS,Miranda,Gran Caracas,Gran Caracas,10.414537,-66.932886
40503,4050,2238,Mariposa,LMS,Miranda,Gran Caracas,Gran Caracas,10.414537,-66.932886
40504,4050,2238,Mariposa,LMS,Miranda,Gran Caracas,Gran Caracas,10.414537,-66.932886
40505,4050,2238,Mariposa,LMS,Miranda,Gran Caracas,Gran Caracas,10.414537,-66.932886
40506,4050,2238,Mariposa,LMS,Miranda,Gran Caracas,Gran Caracas,10.414537,-66.932886
40507,4050,2238,Mariposa,LMS,Miranda,Gran Caracas,Gran Caracas,10.414537,-66.932886
40508,4050,2238,Mariposa,LMS,Miranda,Gran Caracas,Gran Caracas,10.414537,-66.932886
40509,4050,2238,Mariposa,LMS,Miranda,Gran Caracas,Gran Caracas,10.414537,-66.932886
40511,4051,4201,San Francisco BOL,PTO,Bolívar,Oriente,Guayana,7.086527,-63.632247
40512,4051,4201,San Francisco BOL,PTO,Bolívar,Oriente,Guayana,7.086527,-63.632247
40513,4051,4201,San Francisco BOL,PTO,Bolívar,Oriente,Guayana,7.086527,-63.632247
40514,4051,4201,San Francisco BOL,PTO,Bolívar,Oriente,Guayana,7.086527,-63.632247
40515,4051,4201,San Francisco BOL,PTO,Bolívar,Oriente,Guayana,7.086527,-63.632247
40516,4051,4201,San Francisco BOL,PTO,Bolívar,Oriente,Guayana,7.086527,-63.632247
40517,4051,4201,San Francisco BOL,PTO,Bolívar,Oriente,Guayana,7.086527,-63.632247
40518,4051,4201,San Francisco BOL,PTO,Bolívar,Oriente,Guayana,7.086527,-63.632247
40519,4051,4201,San Francisco BOL,PTO,Bolívar,Oriente,Guayana,7.086527,-63.632247
40531,4053,2098,Santa Clara,LMS,Miranda,Gran Caracas,Gran Caracas,10.457657,-66.831686
40532,4053,2098,Santa Clara,LMS,Miranda,Gran Caracas,Gran Caracas,10.457657,-66.831686
40533,4053,2098,Santa Clara,LMS,Miranda,Gran Caracas,Gran Caracas,10.457657,-66.831686
40534,4053,2098,Santa Clara,LMS,Miranda,Gran Caracas,Gran Caracas,10.457657,-66.831686
40535,4053,2098,Santa Clara,LMS,Miranda,Gran Caracas,Gran Caracas,10.457657,-66.831686
40536,4053,2098,Santa Clara,LMS,Miranda,Gran Caracas,Gran Caracas,10.457657,-66.831686
40541,4054,3466,Dolores BRN,ACA,Barinas,Occidente,Andes,8.284853,-69.56633
40542,4054,3466,Dolores BRN,ACA,Barinas,Occidente,Andes,8.284853,-69.56633
40543,4054,3466,Dolores BRN,ACA,Barinas,Occidente,Andes,8.284853,-69.56633
40544,4054,3466,Dolores BRN,ACA,Barinas,Occidente,Andes,8.284853,-69.56633
40545,4054,3466,Dolores BRN,ACA,Barinas,Occidente,Andes,8.284853,-69.56633
40546,4054,3466,Dolores BRN,ACA,Barinas,Occidente,Andes,8.284853,-69.56633
40547,4054,3466,Dolores BRN,ACA,Barinas,Occidente,Andes,8.284853,-69.56633
40548,4054,3466,Dolores BRN,ACA,Barinas,Occidente,Andes,8.284853,-69.56633
40549,4054,3466,Dolores BRN,ACA,Barinas,Occidente,Andes,8.284853,-69.56633
40551,4055,2263,Algodonal,FAJ,Distrito Capital,Gran Caracas,Gran Caracas,10.483237,-66.972386
40552,4055,2263,Algodonal,FAJ,Distrito Capital,Gran Caracas,Gran Caracas,10.483237,-66.972386
40554,4055,2263,Algodonal,FAJ,Distrito Capital,Gran Caracas,Gran Caracas,10.483237,-66.972386
40555,4055,2263,Algodonal,FAJ,Distrito Capital,Gran Caracas,Gran Caracas,10.483237,-66.972386
40557,4055,2263,Algodonal,FAJ,Distrito Capital,Gran Caracas,Gran Caracas,10.483237,-66.972386
40558,4055,2263,Algodonal,FAJ,Distrito Capital,Gran Caracas,Gran Caracas,10.483237,-66.972386
40561,4056,4085,El Valle NVA,PLM,Nueva Esparta,Oriente,Oriente,10.972897,-63.868986
40562,4056,4085,El Valle NVA,PLM,Nueva Esparta,Oriente,Oriente,10.972897,-63.868986
40563,4056,4085,El Valle NVA,PLM,Nueva Esparta,Oriente,Oriente,10.972897,-63.868986
40564,4056,4085,El Valle NVA,PLM,Nueva Esparta,Oriente,Oriente,10.972897,-63.868986
40565,4056,4085,El Valle NVA,PLM,Nueva Esparta,Oriente,Oriente,10.972897,-63.868986
40566,4056,4085,El Valle NVA,PLM,Nueva Esparta,Oriente,Oriente,10.972897,-63.868986
40567,4056,4085,El Valle NVA,PLM,Nueva Esparta,Oriente,Oriente,10.972897,-63.868986
40568,4056,4085,El Valle NVA,PLM,Nueva Esparta,Oriente,Oriente,10.972897,-63.868986
40569,4056,4085,El Valle NVA,PLM,Nueva Esparta,Oriente,Oriente,10.972897,-63.868986
40591,4059,4080,Porlamar,PLM,Nueva Esparta,Oriente,Oriente,10.962144,-63.845655
40592,4059,4080,Porlamar,PLM,Nueva Esparta,Oriente,Oriente,10.962144,-63.845655
40593,4059,4080,Porlamar,PLM,Nueva Esparta,Oriente,Oriente,10.962144,-63.845655
40594,4059,4080,Porlamar,PLM,Nueva Esparta,Oriente,Oriente,10.962144,-63.845655
40595,4059,4080,Porlamar,PLM,Nueva Esparta,Oriente,Oriente,10.962144,-63.845655
40596,4059,4080,Porlamar,PLM,Nueva Esparta,Oriente,Oriente,10.962144,-63.845655
40597,4059,4080,Porlamar,PLM,Nueva Esparta,Oriente,Oriente,10.962144,-63.845655
40598,4059,4080,Porlamar,PLM,Nueva Esparta,Oriente,Oriente,10.962144,-63.845655
40599,4059,4080,Porlamar,PLM,Nueva Esparta,Oriente,Oriente,10.962144,-63.845655
40611,4061,1188,Cabudare Norte,BTO,Lara,Central,Centro Occidente,10.04013,-69.247997
40612,4061,1188,Cabudare Norte,BTO,Lara,Central,Centro Occidente,10.04013,-69.247997
40613,4061,1188,Cabudare Norte,BTO,Lara,Central,Centro Occidente,10.04013,-69.247997
40614,4061,1188,Cabudare Norte,BTO,Lara,Central,Centro Occidente,10.04013,-69.247997
40615,4061,1188,Cabudare Norte,BTO,Lara,Central,Centro Occidente,10.04013,-69.247997
40616,4061,1188,Cabudare Norte,BTO,Lara,Central,Centro Occidente,10.04013,-69.247997
40617,4061,1188,Cabudare Norte,BTO,Lara,Central,Centro Occidente,10.04013,-69.247997
40618,4061,1188,Cabudare Norte,BTO,Lara,Central,Centro Occidente,10.04013,-69.247997
40619,4061,1188,Cabudare Norte,BTO,Lara,Central,Centro Occidente,10.04013,-69.247997
40621,4062,,,LMS,,,,,
40622,4062,,,LMS,,,,,
40623,4062,,,LMS,,,,,
40624,4062,,,LMS,,,,,
40625,4062,,,LMS,,,,,
40626,4062,,,LMS,,,,,
40661,4066,1350,Marin YAR,BTO,Yaracuy,Central,Centro Occidente,10.391769,-68.675858
40662,4066,1350,Marin YAR,BTO,Yaracuy,Central,Centro Occidente,10.391769,-68.675858
40663,4066,1350,Marin YAR,BTO,Yaracuy,Central,Centro Occidente,10.391769,-68.675858
40664,4066,1350,Marin YAR,BTO,Yaracuy,Central,Centro Occidente,10.391769,-68.675858
40665,4066,1350,Marin YAR,BTO,Yaracuy,Central,Centro Occidente,10.391769,-68.675858
40666,4066,1350,Marin YAR,BTO,Yaracuy,Central,Centro Occidente,10.391769,-68.675858
40667,4066,1350,Marin YAR,BTO,Yaracuy,Central,Centro Occidente,10.391769,-68.675858
40668,4066,1350,Marin YAR,BTO,Yaracuy,Central,Centro Occidente,10.391769,-68.675858
40669,4066,1350,Marin YAR,BTO,Yaracuy,Central,Centro Occidente,10.391769,-68.675858
40671,4067,2345,CNT,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.502908,-66.895086
40672,4067,2345,CNT,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.502908,-66.895086
40674,4067,2345,CNT,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.502908,-66.895086
40675,4067,2345,CNT,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.502908,-66.895086
40677,4067,2345,CNT,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.502908,-66.895086
40678,4067,2345,CNT,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.502908,-66.895086
40681,4068,4074,Playa El Angel,PLM,Nueva Esparta,Oriente,Oriente,10.985797,-63.816786
40682,4068,4074,Playa El Angel,PLM,Nueva Esparta,Oriente,Oriente,10.985797,-63.816786
40683,4068,4074,Playa El Angel,PLM,Nueva Esparta,Oriente,Oriente,10.985797,-63.816786
40684,4068,4074,Playa El Angel,PLM,Nueva Esparta,Oriente,Oriente,10.985797,-63.816786
40685,4068,4074,Playa El Angel,PLM,Nueva Esparta,Oriente,Oriente,10.985797,-63.816786
40686,4068,4074,Playa El Angel,PLM,Nueva Esparta,Oriente,Oriente,10.985797,-63.816786
40687,4068,4074,Playa El Angel,PLM,Nueva Esparta,Oriente,Oriente,10.985797,-63.816786
40688,4068,4074,Playa El Angel,PLM,Nueva Esparta,Oriente,Oriente,10.985797,-63.816786
40689,4068,4074,Playa El Angel,PLM,Nueva Esparta,Oriente,Oriente,10.985797,-63.816786
40691,4069,1280,Sarare LAR,ACA,Lara,Central,Centro Occidente,9.780722,-69.166803
40692,4069,1280,Sarare LAR,ACA,Lara,Central,Centro Occidente,9.780722,-69.166803
40693,4069,1280,Sarare LAR,ACA,Lara,Central,Centro Occidente,9.780722,-69.166803
40694,4069,1280,Sarare LAR,ACA,Lara,Central,Centro Occidente,9.780722,-69.166803
40695,4069,1280,Sarare LAR,ACA,Lara,Central,Centro Occidente,9.780722,-69.166803
40696,4069,1280,Sarare LAR,ACA,Lara,Central,Centro Occidente,9.780722,-69.166803
40697,4069,1280,Sarare LAR,ACA,Lara,Central,Centro Occidente,9.780722,-69.166803
40698,4069,1280,Sarare LAR,ACA,Lara,Central,Centro Occidente,9.780722,-69.166803
40699,4069,1280,Sarare LAR,ACA,Lara,Central,Centro Occidente,9.780722,-69.166803
40701,4070,2113,Los Palos Grandes,LMS,Miranda,Gran Caracas,Gran Caracas,10.497747,-66.844686
40702,4070,2113,Los Palos Grandes,LMS,Miranda,Gran Caracas,Gran Caracas,10.497747,-66.844686
40704,4070,2113,Los Palos Grandes,LMS,Miranda,Gran Caracas,Gran Caracas,10.497747,-66.844686
40705,4070,2113,Los Palos Grandes,LMS,Miranda,Gran Caracas,Gran Caracas,10.497747,-66.844686
40707,4070,2113,Los Palos Grandes,LMS,Miranda,Gran Caracas,Gran Caracas,10.497747,-66.844686
40708,4070,2113,Los Palos Grandes,LMS,Miranda,Gran Caracas,Gran Caracas,10.497747,-66.844686
40711,4071,2363,Plaza Venezuela (Move),LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.496853,-66.883311
40712,4071,2363,Plaza Venezuela (Move),LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.496853,-66.883311
40713,4071,2363,Plaza Venezuela (Move),LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.496853,-66.883311
40714,4071,2363,Plaza Venezuela (Move),LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.496853,-66.883311
40715,4071,2363,Plaza Venezuela (Move),LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.496853,-66.883311
40716,4071,2363,Plaza Venezuela (Move),LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.496853,-66.883311
40717,4071,2363,Plaza Venezuela (Move),LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.496853,-66.883311
40718,4071,2363,Plaza Venezuela (Move),LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.496853,-66.883311
40719,4071,2363,Plaza Venezuela (Move),LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.496853,-66.883311
40721,4072,2069,C.C Palo Verde,LUR,Miranda,Gran Caracas,Gran Caracas,10.480977,-66.797186
40722,4072,2069,C.C Palo Verde,LUR,Miranda,Gran Caracas,Gran Caracas,10.480977,-66.797186
40723,4072,2069,C.C Palo Verde,LUR,Miranda,Gran Caracas,Gran Caracas,10.480977,-66.797186
40724,4072,2069,C.C Palo Verde,LUR,Miranda,Gran Caracas,Gran Caracas,10.480977,-66.797186
40725,4072,2069,C.C Palo Verde,LUR,Miranda,Gran Caracas,Gran Caracas,10.480977,-66.797186
40726,4072,2069,C.C Palo Verde,LUR,Miranda,Gran Caracas,Gran Caracas,10.480977,-66.797186
40727,4072,2069,C.C Palo Verde,LUR,Miranda,Gran Caracas,Gran Caracas,10.480977,-66.797186
40728,4072,2069,C.C Palo Verde,LUR,Miranda,Gran Caracas,Gran Caracas,10.480977,-66.797186
40729,4072,2069,C.C Palo Verde,LUR,Miranda,Gran Caracas,Gran Caracas,10.480977,-66.797186
40741,4074,4232,Mapire ANZ,LCH,Anzoátegui,Oriente,Oriente,7.745964,-64.707719
40742,4074,4232,Mapire ANZ,LCH,Anzoátegui,Oriente,Oriente,7.745964,-64.707719
40743,4074,4232,Mapire ANZ,LCH,Anzoátegui,Oriente,Oriente,7.745964,-64.707719
40744,4074,4232,Mapire ANZ,LCH,Anzoátegui,Oriente,Oriente,7.745964,-64.707719
40745,4074,4232,Mapire ANZ,LCH,Anzoátegui,Oriente,Oriente,7.745964,-64.707719
40746,4074,4232,Mapire ANZ,LCH,Anzoátegui,Oriente,Oriente,7.745964,-64.707719
40747,4074,4232,Mapire ANZ,LCH,Anzoátegui,Oriente,Oriente,7.745964,-64.707719
40748,4074,4232,Mapire ANZ,LCH,Anzoátegui,Oriente,Oriente,7.745964,-64.707719
40749,4074,4232,Mapire ANZ,LCH,Anzoátegui,Oriente,Oriente,7.745964,-64.707719
40781,4078,4011,Upata,PTO,Bolívar,Oriente,Guayana,8.045686,-62.423275
40782,4078,4011,Upata,PTO,Bolívar,Oriente,Guayana,8.045686,-62.423275
40783,4078,4011,Upata,PTO,Bolívar,Oriente,Guayana,8.045686,-62.423275
40784,4078,4011,Upata,PTO,Bolívar,Oriente,Guayana,8.045686,-62.423275
40785,4078,4011,Upata,PTO,Bolívar,Oriente,Guayana,8.045686,-62.423275
40786,4078,4011,Upata,PTO,Bolívar,Oriente,Guayana,8.045686,-62.423275
40787,4078,4011,Upata,PTO,Bolívar,Oriente,Guayana,8.045686,-62.423275
40788,4078,4011,Upata,PTO,Bolívar,Oriente,Guayana,8.045686,-62.423275
40789,4078,4011,Upata,PTO,Bolívar,Oriente,Guayana,8.045686,-62.423275
40791,4079,2174,Alto Prado,LMS,Miranda,Gran Caracas,Gran Caracas,10.445347,-66.882286
40792,4079,2174,Alto Prado,LMS,Miranda,Gran Caracas,Gran Caracas,10.445347,-66.882286
40793,4079,2174,Alto Prado,LMS,Miranda,Gran Caracas,Gran Caracas,10.445347,-66.882286
40794,4079,2174,Alto Prado,LMS,Miranda,Gran Caracas,Gran Caracas,10.445347,-66.882286
40795,4079,2174,Alto Prado,LMS,Miranda,Gran Caracas,Gran Caracas,10.445347,-66.882286
40796,4079,2174,Alto Prado,LMS,Miranda,Gran Caracas,Gran Caracas,10.445347,-66.882286
40797,4079,2174,Alto Prado,LMS,Miranda,Gran Caracas,Gran Caracas,10.445347,-66.882286
40798,4079,2174,Alto Prado,LMS,Miranda,Gran Caracas,Gran Caracas,10.445347,-66.882286
40799,4079,2174,Alto Prado,LMS,Miranda,Gran Caracas,Gran Caracas,10.445347,-66.882286
40831,4083,2155,Alta Florida,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.503697,-66.872086
40832,4083,2155,Alta Florida,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.503697,-66.872086
40833,4083,2155,Alta Florida,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.503697,-66.872086
40834,4083,2155,Alta Florida,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.503697,-66.872086
40835,4083,2155,Alta Florida,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.503697,-66.872086
40836,4083,2155,Alta Florida,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.503697,-66.872086
40837,4083,2155,Alta Florida,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.503697,-66.872086
40838,4083,2155,Alta Florida,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.503697,-66.872086
40839,4083,2155,Alta Florida,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.503697,-66.872086
40861,4086,1213,Acarigua Sur,ACA,Portuguesa,Central,Centro Occidente,9.532325,-69.225747
40862,4086,1213,Acarigua Sur,ACA,Portuguesa,Central,Centro Occidente,9.532325,-69.225747
40863,4086,1213,Acarigua Sur,ACA,Portuguesa,Central,Centro Occidente,9.532325,-69.225747
40864,4086,1213,Acarigua Sur,ACA,Portuguesa,Central,Centro Occidente,9.532325,-69.225747
40865,4086,1213,Acarigua Sur,ACA,Portuguesa,Central,Centro Occidente,9.532325,-69.225747
40866,4086,1213,Acarigua Sur,ACA,Portuguesa,Central,Centro Occidente,9.532325,-69.225747
40867,4086,1213,Acarigua Sur,ACA,Portuguesa,Central,Centro Occidente,9.532325,-69.225747
40868,4086,1213,Acarigua Sur,ACA,Portuguesa,Central,Centro Occidente,9.532325,-69.225747
40869,4086,1213,Acarigua Sur,ACA,Portuguesa,Central,Centro Occidente,9.532325,-69.225747
40871,4087,2224,Intercomunal Valle,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.456447,-66.918486
40872,4087,2224,Intercomunal Valle,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.456447,-66.918486
40873,4087,2224,Intercomunal Valle,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.456447,-66.918486
40874,4087,2224,Intercomunal Valle,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.456447,-66.918486
40875,4087,2224,Intercomunal Valle,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.456447,-66.918486
40876,4087,2224,Intercomunal Valle,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.456447,-66.918486
40877,4087,2224,Intercomunal Valle,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.456447,-66.918486
40878,4087,2224,Intercomunal Valle,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.456447,-66.918486
40879,4087,2224,Intercomunal Valle,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.456447,-66.918486
40881,4088,2218,Santa Rosalia,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.498337,-66.915086
40882,4088,2218,Santa Rosalia,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.498337,-66.915086
40883,4088,2218,Santa Rosalia,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.498337,-66.915086
40884,4088,2218,Santa Rosalia,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.498337,-66.915086
40885,4088,2218,Santa Rosalia,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.498337,-66.915086
40886,4088,2218,Santa Rosalia,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.498337,-66.915086
40887,4088,2218,Santa Rosalia,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.498337,-66.915086
40888,4088,2218,Santa Rosalia,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.498337,-66.915086
40889,4088,2218,Santa Rosalia,CNT,Distrito Capital,Gran Caracas,Gran Caracas,10.498337,-66.915086
40891,4089,2055,Mariches,LUR,Miranda,Gran Caracas,Gran Caracas,10.437714,-66.74321
40892,4089,2055,Mariches,LUR,Miranda,Gran Caracas,Gran Caracas,10.437714,-66.74321
40893,4089,2055,Mariches,LUR,Miranda,Gran Caracas,Gran Caracas,10.437714,-66.74321
40894,4089,2055,Mariches,LUR,Miranda,Gran Caracas,Gran Caracas,10.437714,-66.74321
40895,4089,2055,Mariches,LUR,Miranda,Gran Caracas,Gran Caracas,10.437714,-66.74321
40896,4089,2055,Mariches,LUR,Miranda,Gran Caracas,Gran Caracas,10.437714,-66.74321
