2023-02-10 13:00,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3936B, CellID=39362",Reliable,0,0,0,0,0,0,0,0,0,0,9550080,0,1252800,0,18723200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6737920,125337280,0,9449280,0,0,0,4375040,0,0,0,14793816,20888248,3.817,0,,,,,,,,,,,1.955,,16.611,,17.821,,,,,,,,,,,,,,,,4.106,12.556,,35.201,,,,58.82,,,,1.792,2.418,15965.863,30320.588,0,0,118698.438,9920.938,6676.25,0,0,15695,3747.188,0,,,0,0
2023-02-10 13:00,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3858D, CellID=38584",Reliable,0,0,0,0,0,0,0,0,0,0,1927360,0,0,380800,13876480,0,0,2144320,0,0,0,0,0,0,0,0,0,0,0,0,1583680,2641280,0,470080,0,0,0,1294720,0,0,0,3131896,5064200,1.8,0,,,,,,,,,,,4.476,,,13.737,24.463,,,249.34,,,,,,,,,,,,,4.107,10.181,,23.457,,,,117.916,,,,1.771,2.457,26550.465,32434.382,0,0,2706.563,1693.75,21.563,283.75,0,6385,85.938,242.813,,,0,0
2023-02-10 13:00,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3449F, CellID=34496",Reliable,0,0,0,0,0,0,0,0,0,0,6652800,0,0,420160,40326720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3444160,11922560,0,124800,0,0,0,68800,0,0,0,4864368,8238376,1.633,0,,,,,,,,,,,3.261,,,9.717,14.362,,,,,,,,,,,,,,,,4.871,10.803,,59.429,,,,38.222,,,,1.65,2.505,11968.158,12297.092,0,0,13385.938,6406.875,93.438,300.938,0,35342.188,67.188,0,,,0,0
2023-02-10 13:00,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3449E, CellID=34495",Reliable,0,0,0,0,0,0,0,0,0,0,2428480,6400,0,160320,36594880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1475520,8644480,0,24960,0,0,0,0,0,0,0,4139704,6824752,1.4,0,,,,,,,,,,,2.14,0.256,,5.274,14.922,,,,,,,,,,,,,,,,4.246,10.211,,62.4,,,,,,,,1.669,2.505,2812.185,3523.226,0,0,7695.625,2153.75,0,69.375,0,29598.125,0,0,,,0,0
2023-02-10 13:00,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3449D, CellID=34494",Reliable,0,0,0,0,0,0,0,0,0,0,8092160,0,0,986560,36088320,0,0,574400,0,0,0,0,0,0,0,0,0,0,0,0,3925120,18512960,0,723840,0,0,0,3604480,0,0,0,6528648,11151392,1.783,0,,,,,,,,,,,4.315,,,11.512,11.976,,,102.571,,,,,,,,,,,,,4.073,11.618,,52.263,,,,323.562,,,,1.694,2.629,12706.957,18389.646,0,0,19117.188,7788.438,659.375,543.438,0,29818.125,1573.75,0,,,0,0
2023-02-10 13:00,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3435F, CellID=34356",Reliable,0,0,0,0,0,0,0,0,0,0,7839360,1280,115200,29440,35553280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6367680,15054400,0,3328000,0,0,0,3965120,0,0,0,6980784,9681504,1.433,0,,,,,,,,,,,2.911,0.711,23.04,11.323,14.357,,,,,,,,,,,,,,,,5.162,10.812,,39.68,,,,94.791,,,,1.733,2.419,7315.344,11480.97,0,0,15702.188,7033.438,1184.375,7.188,0,29051.563,1673.438,0,,,0,0
2023-02-10 13:00,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3435E, CellID=34355",Reliable,0,0,0,0,0,0,0,0,0,0,1945600,0,64640,6720,11286080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048960,3256640,0,1299520,0,0,0,273920,0,0,0,2621488,4037528,0.883,0,,,,,,,,,,,1.431,,18.791,0.275,13.351,,,,,,,,,,,,,,,,4.007,10.635,,35.525,,,,94.455,,,,1.715,2.511,2581.303,5675.629,0,0,3321.25,1757.813,770.625,0,0,9439.688,38.125,0,,,0,0
2023-02-10 13:00,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3435D, CellID=34354",Reliable,0,0,0,0,0,0,0,0,0,0,4342080,8320,130880,232640,11512960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2777920,4032000,0,585920,0,0,0,556800,0,0,0,3022336,4576616,1.1,0,,,,,,,,,,,2.784,5.2,20.775,3.407,13.696,,,,,,,,,,,,,,,,4.971,10.059,,49.528,,,,49.274,,,,1.682,2.487,5280.016,8665.879,0,0,5873.125,4184.688,369.375,182.5,0,10144.375,466.25,0,,,0,0
2023-02-10 13:00,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3194E, CellID=31945",Reliable,0,0,0,0,0,0,0,0,0,0,518080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301440,0,0,0,0,0,0,0,0,0,0,2896616,5384640,1.067,0,,,,,,,,,,,7.632,,,,,,,,,,,,,,,,,,,,3.542,,,,,,,,,,,1.704,2.56,10533.996,14332.787,0,0,294.375,505.938,0,0,0,0,0,0,,,0,0
2023-02-10 13:00,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3194D, CellID=31944",Reliable,0,0,0,0,0,0,0,0,0,0,3246400,0,0,0,2953600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1857280,552000,0,0,0,0,0,0,0,0,0,6292528,12861304,2.6,0,,,,,,,,,,,5.248,,,,18.599,,,,,,,,,,,,,,,,3.546,10.128,,,,,,,,,,1.653,2.694,23233.762,33589.555,0,0,1885.313,3155,0,0,0,908.438,0,0,,,0,0
2023-02-10 13:00,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3159E, CellID=31595",Reliable,0,0,0,0,0,0,0,0,0,0,2327360,0,18880,1535360,57954560,0,0,0,0,0,0,0,640,0,0,0,0,0,0,0,1579520,11176320,0,66560,0,0,0,174400,0,0,0,5938376,8712864,0.55,0,,,,,,,,,,,1.97,,5.9,5.532,21.002,,,,,,,,3.2,,,,,,,,4.081,10.289,,22.952,,,,28.129,,,,1.705,2.438,4123.199,5845.27,0,0,9751.25,1986.25,0.625,1310.625,0,46539.063,148.125,0,,,0,0
2023-02-10 13:00,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3936C, CellID=39363",Reliable,0,0,0,0,0,0,0,0,0,0,5842240,0,1280,297600,2262080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4624000,1658560,0,542080,0,0,0,1710720,0,0,0,5819840,8193080,1.3,0,,,,,,,,,,,2.791,,3.2,34.605,6.511,,,,,,,,,,,,,,,,4.942,9.622,,46.056,,,,81.077,,,,1.934,2.467,4847.519,7653.819,0,0,5371.563,5621.25,16.563,160.625,0,1954.375,0,0,,,0,0
2023-02-10 13:00,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3159D, CellID=31594",Reliable,0,0,0,0,0,0,0,0,0,0,5903360,1280,90880,2424320,31565760,0,0,0,0,0,0,0,1600,640,0,0,0,0,0,0,3685120,11621120,0,160000,0,0,0,83520,0,0,0,7713168,11648400,1.65,0,,,,,,,,,,,3.632,6.4,12.622,4.101,9.773,,,,,,,,4,1.6,,,,,,,4.377,10.633,,28.169,,,,24.565,,,,1.768,2.6,11665.21,14345.306,0,0,13238.125,5578.75,155.625,2095.938,0,27432.5,78.75,0,,,0,0
2023-02-10 13:00,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3038F, CellID=30386",Reliable,0,0,0,0,0,0,0,0,0,0,4656320,21760,0,3546240,35725760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3270720,10394240,0,50560,0,0,0,0,0,0,0,5241216,8194984,1.717,0,,,,,,,,,,,2.579,1.863,,7.781,15.714,,,,,,,,,,,,,,,,4.479,10.812,,18.726,,,,,,,,1.757,2.573,10639.028,10413.082,0,0,11126.875,4168.75,17.188,3081.875,0,28618.75,0,0,,,0,0
2023-02-10 13:00,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3038E, CellID=30385",Reliable,0,0,0,0,0,0,0,0,0,0,11570560,0,0,2049920,36133120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7985920,11912320,0,1005440,0,0,0,0,0,0,0,5105632,8379776,1.483,0,,,,,,,,,,,5.065,,,8.331,14.748,,,,,,,,,,,,,,,,5.476,10.53,,24.404,,,,,,,,1.689,2.505,12020.279,18085.807,0,0,16423.75,10890.313,52.188,1683.125,0,26850.313,0,0,,,0,0
2023-02-10 13:00,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3038D, CellID=30384",Reliable,0,0,0,0,0,0,0,0,0,0,3447680,0,0,1991360,34834560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2530880,7787520,0,3233600,0,0,0,0,0,0,0,3275072,5984216,0.533,0,,,,,,,,,,,3.062,,,12.135,17.64,,,,,,,,,,,,,,,,4.716,10.452,,26.145,,,,,,,,1.683,2.602,2922.253,3641.01,0,0,8756.563,2972.813,3087.5,1837.813,0,30856.563,0,0,,,0,0
2023-02-10 13:00,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3015F, CellID=30156",Reliable,0,0,0,0,0,0,0,0,0,0,11450880,175360,0,4679360,33992960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8909120,18605440,0,8000,0,0,0,0,0,0,0,9760440,13610088,4.15,0,,,,,,,,,,,2.265,11.45,,7.783,10.717,,,,,,,,,,,,,,,,5.233,11.299,,20,,,,,,,,1.695,2.56,30800.12,25893.58,0,0,19936.563,9882.5,0,2923.125,0,28900.625,0,0,,,0,0
2023-02-10 13:00,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3015E, CellID=30155",Reliable,0,0,0,0,0,0,0,0,0,0,10232000,229440,0,3201600,29214080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9522560,23000960,0,6080,0,0,0,0,0,0,0,10113456,14653568,2.617,0,,,,,,,,,,,1.977,4.502,,4.771,9.963,,,,,,,,,,,,,,,,4.94,11.778,,15.2,,,,,,,,1.705,2.699,13172.672,18236.081,0,0,26873.438,9490,0,1855,0,24894.688,0,0,,,0,0
2023-02-10 13:00,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3015D, CellID=30154",Reliable,0,0,0,0,0,0,0,0,0,0,5314240,0,0,4200320,44341440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3544320,15231680,0,5002880,0,0,0,155645760,0,0,0,5605136,7077080,0.683,0,,,,,,,,,,,4.709,,,10.069,23.553,,,,,,,,,,,,,,,,4.882,11.61,,44.581,,,,194.698,,,,1.732,2.397,7441.551,6659.565,0,0,13760,4713.125,4115.625,3661.875,0,30844.063,141625.938,0,,,0,0
2023-02-10 13:00,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3317F, CellID=33176",Reliable,0,0,0,0,0,0,0,0,0,0,11439680,0,754880,130560,59244160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4917440,67093440,0,5904320,0,0,0,8999680,0,0,0,10100168,15096136,3.2,0,,,,,,,,,,,2.455,,26.211,19.2,12.558,,,,,,,,,,,,,,,,4.125,12.273,,44.102,,,,112.976,,,,1.647,2.378,20553.788,27849.03,0,0,66621.562,11361.563,4719.688,122.813,0,52740,8754.063,0,,,0,0
2023-02-10 13:00,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3317E, CellID=33175",Reliable,0,0,0,0,0,0,0,0,0,0,8785920,75520,390720,132480,71257920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5364160,66046080,0,35397440,0,0,0,37654720,0,0,0,7944184,13766152,2.367,0,,,,,,,,,,,2.019,2.125,25.841,47.314,16.42,,,,,,,,,,,,,,,,4.768,11.826,,42.881,,,,87.346,,,,1.621,2.387,13690.802,22979.202,0,0,67007.187,8325,34173.125,129.375,0,66488.437,35729.688,0,,,0,0
2023-02-10 13:00,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3317D, CellID=33174",Reliable,0,0,0,0,0,0,0,0,0,0,5332800,35200,204800,227200,90575360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2947520,24353280,0,1861120,0,0,0,7479040,0,0,0,6725800,10929864,1.217,0,,,,,,,,,,,2.72,1.045,21.113,9.03,18.907,,,,,,,,,,,,,,,,4.572,10.57,,46.821,,,,217.414,,,,1.636,2.305,4357.399,5932.541,0,0,24099.375,4769.688,1023.125,80.313,0,85430.938,4392.813,0,,,0,0
2023-02-10 13:00,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS4055A, CellID=40551",Reliable,0,0,0,0,0,0,0,0,0,0,1410240,0,0,0,1955840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1228800,1403520,0,465600,0,0,0,929920,0,0,0,3515248,4809416,0.433,0,,,,,,,,,,,2.613,,,,11.452,,,,,,,,,,,,,,,,4.373,10.287,,54.329,,,,127.386,,,,1.879,2.433,1337.854,2763.298,0,0,2126.875,1319.688,129.062,0,0,1695.313,0,0,,,0,0
2023-02-10 13:00,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3720C, CellID=37203",Reliable,0,0,0,0,0,0,0,0,0,0,881600,0,0,0,3656640,0,0,73920,0,0,0,0,0,0,0,0,0,0,0,0,689920,603200,0,201920,0,0,0,0,0,0,0,3887240,4996472,1.25,0,,,,,,,,,,,1.188,,,,16.957,,,73.92,,,,,,,,,,,,,4.043,8.643,,49.734,,,,,,,,1.868,2.403,8376.915,14888.088,0,0,1044.063,653.438,173.125,0,0,3444.063,0,0,,,0,0
2023-02-10 13:00,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3842C, CellID=38423",Reliable,0,0,0,0,0,0,0,0,0,0,3637120,0,168000,0,5250240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3093440,2659200,0,6054720,0,0,0,1463360,0,0,0,8072424,10049136,1.367,0,,,,,,,,,,,1.634,,30.435,,11.303,,,,,,,,,,,,,,,,4.363,10.552,,17.284,,,,38.009,,,,1.921,2.386,3188.68,5873.369,0,0,4670.625,3610.313,5852.188,0,0,3493.438,1429.063,0,,,0,0
2023-02-10 13:00,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3842B, CellID=38422",Reliable,0,0,0,0,0,0,0,0,0,0,3264000,0,0,0,1540800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2780160,1857600,0,268480,0,0,0,0,0,0,0,6772856,7937808,0.85,0,,,,,,,,,,,3.642,,,,10.284,,,,,,,,,,,,,,,,4.614,10.805,,29.831,,,,,,,,1.986,2.455,2840.581,4345.603,0,0,3675.313,2980.313,127.188,0,0,1437.813,0,0,,,0,0
2023-02-10 13:00,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3842A, CellID=38421",Reliable,0,0,0,0,0,0,0,0,0,0,3893120,0,0,0,2007360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3488000,1125120,0,0,0,0,0,0,0,0,0,7370872,9315672,1.45,0,,,,,,,,,,,3.087,,,,9.143,,,,,,,,,,,,,,,,3.806,9.339,,,,,,,,,,1.96,2.525,5858.854,8576.634,0,0,3985.938,3751.563,0,0,0,1860.313,0,0,,,0,0
2023-02-10 13:00,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3038C, CellID=30383",Reliable,0,0,0,0,0,0,0,0,0,0,2325440,0,0,90560,12046080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1533440,2660800,0,0,0,0,0,0,0,0,0,6742464,7927656,1.2,0,,,,,,,,,,,1.179,,,20.866,11.841,,,,,,,,,,,,,,,,4.459,10.478,,,,,,,,,,1.945,2.351,2651.61,5360.878,0,0,3639.063,2088.438,0,88.438,0,10864.063,0,0,,,0,0
2023-02-10 13:00,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3038B, CellID=30382",Reliable,0,0,0,0,0,0,0,0,0,0,9259520,0,0,0,6713600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7692480,3402240,0,0,0,0,0,0,0,0,0,9740032,12811288,2.283,0,,,,,,,,,,,2.564,,,,10.57,,,,,,,,,,,,,,,,5.368,10.873,,,,,,,,,,1.856,2.455,12758.91,20108.776,0,0,9324.688,8892.5,0,0,0,4744.063,0,0,,,0,0
2023-02-10 13:00,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3038A, CellID=30381",Reliable,0,0,0,0,0,0,0,0,0,0,2707840,0,0,0,6694080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1352320,2842560,0,0,0,0,0,0,0,0,0,5634696,7337496,0.5,0,,,,,,,,,,,1.937,,,,9.396,,,,,,,,,,,,,,,,3.612,10.316,,,,,,,,,,1.941,2.465,1637.813,2116.337,0,0,3228.125,2534.375,0,0,0,5118.125,0,0,,,0,0
2023-02-10 13:00,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3720B, CellID=37202",Reliable,0,0,0,0,0,0,0,0,0,0,2331840,0,0,82880,10801600,0,0,9845760,0,0,0,0,0,0,0,0,0,0,0,0,1112640,3434560,0,446720,0,0,0,1098880,0,0,0,6954712,9040960,0.983,0,,,,,,,,,,,2.067,,,29.813,11.267,,,144.663,,,,,,,,,,,,,4.105,9.998,,28.417,,,,29.548,,,,1.971,2.441,5928.394,8614.047,0,0,3163.438,2026.563,139.063,80.938,0,7441.25,1.563,1422.5,,,0,0
2023-02-10 13:00,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3720A, CellID=37201",Reliable,0,0,0,0,0,0,0,0,0,0,2347840,0,0,0,10474880,0,0,933440,0,0,0,0,0,0,0,0,0,0,0,0,1599040,2918720,0,640,0,0,0,0,0,0,0,5284320,7640536,0.467,0,,,,,,,,,,,3.13,,,,12.761,,,235.123,,,,,,,,,,,,,4.485,10.632,,1.6,,,,,,,,1.916,2.418,1130.206,2324.835,0,0,3895,2252.813,0,0,0,7436.875,0,484.688,,,0,0
2023-02-10 13:00,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3858C, CellID=38583",Reliable,0,0,0,0,0,0,0,0,0,0,6132480,0,0,0,9768640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3883200,16802880,0,130240,0,0,0,0,0,0,0,14325344,18316152,2.55,0,,,,,,,,,,,1.268,,,,10.603,,,,,,,,,,,,,,,,4.204,11.905,,38.306,,,,,,,,1.904,2.445,7378.136,11005.587,0,0,18090,5608.75,48.125,0,0,6132.188,0,0,,,0,0
2023-02-10 13:00,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS4055B, CellID=40552",Reliable,0,0,0,0,0,0,0,0,0,0,226240,0,0,0,4896640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176640,871680,0,960,0,0,0,0,0,0,0,1603320,2157416,0.05,0,,,,,,,,,,,0.674,,,,18.8,,,,,,,,,,,,,,,,3.736,10.719,,9.6,,,,,,,,1.852,2.307,130.7,176.783,0,0,751.563,219.063,0,0,0,4511.25,0,0,,,0,0
2023-02-10 13:00,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3858B, CellID=38582",Reliable,0,0,0,0,0,0,0,0,0,0,4472320,0,0,0,11695040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3382400,4496000,0,111360,0,0,0,0,0,0,0,9746776,12920696,1.983,0,,,,,,,,,,,1.54,,,,13.114,,,,,,,,,,,,,,,,4.529,10.163,,58.611,,,,,,,,1.869,2.363,7233.479,9020.317,0,0,6543.438,4048.75,0,0,0,8609.375,0,0,,,0,0
2023-02-10 13:00,30,"RNCH-MC4-FAJ/BSC6900UCell:Label=CS3858A, CellID=38581",Reliable,0,0,0,0,0,0,0,0,0,0,2948160,0,0,71360,4278720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1939840,1818240,0,98560,0,0,0,0,0,0,0,5846256,6983592,1.65,0,,,,,,,,,,,2.274,,,54.061,14.143,,,,,,,,,,,,,,,,4.873,10.807,,60.098,,,,,,,,1.916,2.327,4462.104,8043.756,0,0,2621.563,2521.875,0,69.688,0,2484.063,0,0,,,0,0
