2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS3732E, CellID=37325",Reliable,0,0,0,0,0,0,0,0,0,0,241280,0,0,0,715200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62400,202240,0,0,0,0,0,0,0,0,0,330840,511016,0.017,0,,,,,,,,,,,7.415,,,,11.506,,,,,,,,,,,,,,,,3.975,8.526,,,,,,,,,,1.835,2.584,280.559,348.643,0,0,219.375,234.688,0,0,0,495.625,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS3732D, CellID=37324",Reliable,0,0,0,0,0,0,0,0,0,0,532160,0,0,0,8173440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207040,1795200,0,0,0,0,0,0,0,0,0,1559024,2577040,0,0,,,,,,,,,,,8.681,,,,28.826,,,,,,,,,,,,,,,,3.844,9.487,,,,,,,,,,1.761,2.531,66.374,142.006,0,0,1798.125,498.438,0,0,0,6920,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS3732B, CellID=37322",Reliable,0,0,0,0,0,0,0,0,0,0,189120,0,0,0,43520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81280,20160,0,0,0,0,0,0,0,0,0,662456,849880,0.2,0,,,,,,,,,,,0.66,,,,1.688,,,,,,,,,,,,,,,,4.298,5.449,,,,,,,,,,1.946,2.351,236.299,451.212,0,0,85.625,165,0,0,0,42.5,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS3732A, CellID=37321",Reliable,0,0,0,0,0,0,0,0,0,0,1061760,0,0,0,1253760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603200,199040,0,0,0,0,0,0,0,0,0,1877280,3020800,0.35,0,,,,,,,,,,,5.528,,,,29.266,,,,,,,,,,,,,,,,4.525,9.31,,,,,,,,,,2.008,2.73,2461.533,3073.896,0,0,741.875,987.188,0,0,0,1066.25,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS3525F, CellID=35256",Reliable,0,0,0,0,0,0,0,0,0,0,825280,0,0,0,11977600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456000,4594560,0,89600,0,0,0,0,0,0,0,2096400,3461656,0.117,0,,,,,,,,,,,6.102,,,,13.702,,,,,,,,,,,,,,,,4.649,11.708,,42.667,,,,,,,,1.857,2.631,99.804,417.124,0,0,3810.313,722.813,87.5,0,0,8458.125,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS3525E, CellID=35255",Reliable,0,0,0,0,0,0,0,0,0,0,1254400,0,0,0,13006720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845440,2400320,0,0,0,0,0,0,0,0,0,2990568,4138136,0.15,0,,,,,,,,,,,5.056,,,,25.031,,,,,,,,,,,,,,,,4.415,10.022,,,,,,,,,,1.915,2.472,1276.36,2730.464,0,0,2717.813,1112.5,0,0,0,11065.625,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS3525D, CellID=35254",Reliable,0,0,0,0,0,0,0,0,0,0,6595840,0,0,0,25761920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5134720,6679360,0,0,0,0,0,0,0,0,0,5286280,9124008,1.733,0,,,,,,,,,,,2.648,,,0,13.043,,,,,,,,,,,,,,,,5.209,9.799,,,,,,,,,,1.822,2.619,6956.922,8110.588,0,0,10589.063,6308.75,0,0,0,21733.125,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS3525C, CellID=35253",Reliable,0,0,0,0,0,0,0,0,0,0,855360,0,0,0,2478720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381760,1200000,0,0,0,0,0,0,0,0,0,2635264,3566520,0.05,0,,,,,,,,,,,3.833,,,,10.295,,,,,,,,,,,,,,,,4.314,11.403,,,,,,,,,,1.998,2.523,400.143,646.541,0,0,1059.063,671.563,0,0,0,1296.875,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS3525B, CellID=35252",Reliable,0,0,0,0,0,0,0,0,0,0,1316800,0,0,0,582400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793600,161600,0,0,0,0,0,0,0,0,0,2796584,3727512,0.133,0,,,,,,,,,,,3.807,,,,10.101,,,,,,,,,,,,,,,,4.613,8.064,,,,,,,,,,1.95,2.557,511.372,828.229,0,0,829.688,1099.688,0,0,0,481.875,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS3525A, CellID=35251",Reliable,0,0,0,0,0,0,0,0,0,0,2291520,0,0,9920,4112320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1573440,1775040,0,46080,0,0,0,0,0,0,0,5131416,8183696,0.333,0,,,,,,,,,,,3.918,,,0.398,9.154,,,,,,,,,,,,,,,,4.215,9.075,,27.106,,,,,,,,1.949,2.571,1317.286,2083.495,0,0,2840.938,2138.438,30.625,0,0,3310.938,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS4496F, CellID=44966",Reliable,0,0,0,0,0,0,0,0,0,0,306880,0,0,0,2976960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119360,1006080,0,11840,0,0,0,0,0,0,0,1960456,2101424,0.117,0,,,,,,,,,,,2.794,,,,16.627,,,,,,,,,,,,,,,,3.598,10.303,,39.467,,,,,,,,1.883,2.24,1868.547,1780.052,0,0,747.813,264.375,11.563,0,0,1990.938,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS4496E, CellID=44965",Reliable,0,0,0,0,0,0,0,0,0,0,529280,0,0,0,10788480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361600,2475840,0,0,0,0,0,0,0,0,0,1926512,2278608,0.05,0,,,,,,,,,,,3.848,,,,19.298,,,,,,,,,,,,,,,,3.751,11.297,,,,,,,,,,1.99,2.413,868.666,508.861,0,0,2497.188,501.25,0,0,0,9203.125,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS4496D, CellID=44964",Reliable,0,0,0,0,0,0,0,0,0,0,1481920,0,0,0,2140480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783040,453440,0,0,0,0,0,0,0,0,0,872328,1295672,0.167,0,,,,,,,,,,,6.591,,,,11.501,,,,,,,,,,,,,,,,4.806,9.157,,,,,,,,,,1.891,2.418,2104.909,1628.191,0,0,1052.5,1424.688,0,0,0,1230.625,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS4496C, CellID=44963",Reliable,0,0,0,0,0,0,0,0,0,0,655680,0,0,0,472640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603840,154560,0,0,0,0,0,0,0,0,0,1411496,1691336,0.133,0,,,,,,,,,,,3.687,,,,9.729,,,,,,,,,,,,,,,,5.125,7.697,,,,,,,,,,1.99,2.389,1695.095,2389.771,0,0,698.75,621.875,0,0,0,431.25,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS4496B, CellID=44962",Reliable,0,0,0,0,0,0,0,0,0,0,554880,0,0,0,237120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293120,48320,0,0,0,0,0,0,0,0,0,2606104,2863040,0.767,0,,,,,,,,,,,2.208,,,,7.049,,,,,,,,,,,,,,,,3.996,6.53,,,,,,,,,,2.019,2.365,5218.156,9669.149,0,0,298.125,524.375,0,0,0,118.75,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS4496A, CellID=44961",Reliable,0,0,0,0,0,0,0,0,0,0,1104000,0,0,0,361600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471360,106560,0,0,0,0,0,0,0,0,0,1403216,1826616,0.167,0,,,,,,,,,,,7.917,,,,8.237,,,,,,,,,,,,,,,,4.24,7.536,,,,,,,,,,1.963,2.453,1539.745,2446.466,0,0,505,1025.313,0,0,0,219.688,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS3763F, CellID=37636",Reliable,0,0,0,0,0,0,0,0,0,0,2025280,0,0,0,21351040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1258560,6771200,0,0,0,0,0,0,0,0,0,5041040,8041280,0.283,0,,,,,,,,,,,4.601,,,,12.201,,,,,,,,,,,,,,,,4.572,10.266,,,,,,,,,,1.82,2.529,1637.967,1575.248,0,0,6359.688,1840.625,0,0,0,15566.875,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS3763E, CellID=37635",Reliable,0,0,0,0,0,0,0,0,0,0,1587520,0,0,0,9687040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072960,3296960,0,0,0,0,0,0,0,0,0,2735112,4534256,0.45,0,,,,,,,,,,,2.441,,,,9.503,,,,,,,,,,,,,,,,4.652,9.73,,,,,,,,,,1.799,2.522,1497.157,2314.335,0,0,3474.688,1447.188,0,0,0,7757.813,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS3763D, CellID=37634",Reliable,0,0,0,0,0,0,0,0,0,0,669440,0,0,0,6535360,0,0,62080,0,0,0,0,0,0,0,0,0,0,0,0,327360,2410560,0,0,0,0,0,0,0,0,0,1251576,2255608,0.133,0,,,,,,,,,,,7.314,,,,16.311,,,56.436,,,,,,,,,,,,,4.038,10.304,,,,,,,,,,1.827,2.62,490.791,829.814,0,0,2309.688,639.688,0,0,0,5614.063,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS3763C, CellID=37633",Reliable,0,0,0,0,0,0,0,0,0,0,1678720,0,0,0,1642880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167680,616000,0,64640,0,0,0,0,0,0,0,5104712,7657832,0.2,0,,,,,,,,,,,4.234,,,,14.19,,,,,,,,,,,,,,,,4.121,8.02,,29.382,,,,,,,,1.925,2.564,2048.238,1868.76,0,0,1465,1509.375,0,0,0,922.813,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS3763B, CellID=37632",Reliable,0,0,0,0,0,0,0,0,0,0,1311680,0,0,0,3275840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1093120,1104640,0,43840,0,0,0,0,0,0,0,3546176,4851904,0.417,0,,,,,,,,,,,2.539,,,,11.65,,,,,,,,,,,,,,,,4.796,9.412,,27.4,,,,,,,,1.93,2.453,1061.776,2269.005,0,0,1795,1137.5,36.875,0,0,2026.875,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS3763A, CellID=37631",Reliable,0,0,0,0,0,0,0,0,0,0,320320,0,0,0,900480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193920,182080,0,0,0,0,0,0,0,0,0,1079944,1907816,0.05,0,,,,,,,,,,,5.838,,,,18.199,,,,,,,,,,,,,,,,4.546,9.187,,,,,,,,,,1.884,2.635,112.3,282.121,0,0,340.938,293.75,0,0,0,782.5,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS4071F, CellID=40716",Reliable,0,0,0,0,0,0,0,0,0,0,1752960,0,0,0,16061440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1121280,3440000,0,0,0,0,0,0,0,0,0,4213992,6048624,0.233,0,,,,,,,,,,,5.289,,,,13.531,,,,,,,,,,,,,,,,4.404,8.989,,,,,,,,,,1.912,2.59,1235.495,2805.541,0,0,3567.188,1612.5,0,0,0,13022.813,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS4071E, CellID=40715",Reliable,0,0,0,0,0,0,0,0,0,0,2182080,0,0,0,17980480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1528320,5261440,0,0,0,0,0,0,0,0,0,5380416,7536080,0.367,0,,,,,,,,,,,4.607,,,,12.522,,,,,,,,,,,,,,,,4.226,10.3,,,,,,,,,,1.81,2.424,1669.015,3188.391,0,0,4759.688,1830.625,0,0,0,12932.5,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS4071D, CellID=40714",Reliable,0,0,0,0,0,0,0,0,0,0,2894080,0,0,0,25356480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2443520,7090240,0,0,0,0,0,0,0,0,0,5219064,7840056,0.7,0,,,,,,,,,,,2.469,,,,14.324,,,,,,,,,,,,,,,,4.796,10.052,,,,,,,,,,1.792,2.443,1743.825,2703.091,0,0,7846.875,2603.75,0,0,0,20657.813,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS4071C, CellID=40713",Reliable,0,0,0,0,0,0,0,0,0,0,2823040,0,0,0,1070400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2033280,556800,0,0,0,0,0,0,0,0,0,4943504,6481088,0.5,0,,,,,,,,,,,5.605,,,,4.528,,,,,,,,,,,,,,,,4.399,8.922,,,,,,,,,,1.945,2.487,2756.902,5342.887,0,0,2249.063,2602.813,0,0,0,782.5,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS4071B, CellID=40712",Reliable,0,0,0,0,0,0,0,0,0,0,5510720,0,0,0,10536640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3671040,2752640,0,0,0,0,0,0,0,0,0,6940096,8822288,0.733,0,,,,,,,,,,,3.741,,,,19.926,,,,,,,,,,,,,,,,4.824,9.613,,,,,,,,,,1.94,2.401,3268.948,6109.193,0,0,5026.25,4830.625,0,0,0,7194.375,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS4071A, CellID=40711",Reliable,0,0,0,0,0,0,0,0,0,0,2832000,0,0,0,6561920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1535360,1417600,0,0,0,0,0,0,0,0,0,6562976,9355808,0.65,0,,,,,,,,,,,4.035,,,,13.704,,,,,,,,,,,,,,,,4.411,7.939,,,,,,,,,,1.951,2.418,1524.895,2783.015,0,0,2149.688,2390,0,0,0,4652.5,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS4563F, CellID=45636",Reliable,0,0,0,0,0,0,0,0,0,0,1368000,0,0,0,1388480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1262080,844800,0,0,0,0,0,0,0,0,0,1010728,1243264,0.117,0,,,,,,,,,,,7.174,,,,9.628,,,,,,,,,,,,,,,,5.901,10.696,,,,,,,,,,1.818,2.257,1557.912,1810.949,0,0,1473.438,1233.438,0,0,0,263.75,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS4563E, CellID=45635",Reliable,0,0,0,0,0,0,0,0,0,0,713920,0,0,0,1905920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450560,773760,0,0,0,0,0,0,0,0,0,2844336,3732840,0.067,0,,,,,,,,,,,8.898,,,,13.343,,,,,,,,,,,,,,,,3.939,9.434,,,,,,,,,,1.995,2.484,1090.394,725.7,0,0,922.5,653.75,0,0,0,1247.188,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS4563D, CellID=45634",Reliable,0,0,0,0,0,0,0,0,0,0,1633920,0,0,0,14891520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1202240,3728640,0,0,0,0,0,0,0,0,0,4341224,5846040,0.167,0,,,,,,,,,,,5.037,,,,18.442,,,,,,,,,,,,,,,,4.382,10.129,,,,,,,,,,1.835,2.402,1030.228,1342.947,0,0,3616.875,1496.875,0,0,0,10617.5,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS4563C, CellID=45633",Reliable,0,0,0,0,0,0,0,0,0,0,276160,0,0,0,510400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138880,219200,0,0,0,0,0,0,0,0,0,1206248,1376768,0.25,0,,,,,,,,,,,0.739,,,,6.091,,,,,,,,,,,,,,,,3.598,7.044,,,,,,,,,,1.939,2.318,283.822,375.992,0,0,237.813,260.938,0,0,0,356.563,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS4563B, CellID=45632",Reliable,0,0,0,0,0,0,0,0,0,0,1127680,0,0,0,3006720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683200,297280,0,1280,0,0,0,0,0,0,0,2893728,3798264,0.133,0,,,,,,,,,,,7.112,,,,29.146,,,,,,,,,,,,,,,,4.191,6.028,,6.4,,,,,,,,2.017,2.521,1203.69,1475.355,0,0,860.625,1046.25,0,0,0,2623.75,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS4563A, CellID=45631",Reliable,0,0,0,0,0,0,0,0,0,0,3272320,0,0,0,4074240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2776000,1141120,0,0,0,0,0,0,0,0,0,5301104,6381432,0.417,0,,,,,,,,,,,6.358,,,,10.413,,,,,,,,,,,,,,,,5.203,8.054,,,,,,,,,,1.913,2.364,3631.424,6324.347,0,0,3238.125,2965,0,0,0,2355.313,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS4546F, CellID=45466",Reliable,0,0,0,0,0,0,0,0,0,0,1733440,0,0,0,37878080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,961280,10136320,0,0,0,0,0,0,0,0,0,6209992,8085896,0.3,0,,,,,,,,,,,2.838,,,,17.639,,,,,,,,,,,,,,,,4.081,10.156,,,,,,,,,,1.875,2.446,2360.939,3385.384,0,0,8601.563,1528.125,0,0,0,29055,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS4546E, CellID=45465",Reliable,0,0,0,0,0,0,0,0,0,0,1102080,0,0,0,27830080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728320,4381760,0,0,0,0,0,0,0,0,0,3512896,4742696,0.433,0,,,,,,,,,,,1.355,,,,29.21,,,,,,,,,,,,,,,,4.071,9.442,,,,,,,,,,1.904,2.488,635.095,1073.018,0,0,4007.188,1016.563,0,0,0,23703.75,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS4546D, CellID=45464",Reliable,0,0,0,0,0,0,0,0,0,0,1895040,0,0,0,13728000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1181760,3414080,0,0,0,0,0,0,0,0,0,2846400,3953128,0.317,0,,,,,,,,,,,3.457,,,,24.959,,,,,,,,,,,,,,,,4.195,9.653,,,,,,,,,,1.765,2.407,2174.06,3393.646,0,0,3892.5,1700.625,0,0,0,11863.75,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS4546C, CellID=45463",Reliable,0,0,0,0,0,0,0,0,0,0,1965440,0,0,0,39449600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160640,11458240,0,0,0,0,0,0,0,0,0,8523520,11079120,0.8,0,,,,,,,,,,,1.897,,,,14.938,,,,,,,,,,,,,,,,4.436,10.656,,,,,,,,,,1.957,2.48,3366.75,4305.708,0,0,10227.813,1848.75,0,0,0,31030.313,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS4546B, CellID=45462",Reliable,0,0,0,0,0,0,0,0,0,0,951360,0,0,188160,29916800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606080,4419200,0,0,0,0,0,0,0,0,0,4395632,5668736,0.433,0,,,,,,,,,,,5.708,,,3.96,36.858,,,,,,,,,,,,,,,,4.168,9.237,,,,,,,,,,1.982,2.501,925.968,6255.798,0,0,4431.875,886.25,0,136.563,0,27727.5,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS4546A, CellID=45461",Reliable,0,0,0,0,0,0,0,0,0,0,2196800,0,0,0,16964480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1259520,4380800,0,0,0,0,0,0,0,0,0,3974480,5566032,0.583,0,,,,,,,,,,,4.517,,,,20.713,,,,,,,,,,,,,,,,4.632,9.215,,,,,,,,,,1.829,2.388,2302.671,4982.984,0,0,4774.063,2012.188,0,0,0,13909.063,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS4083F, CellID=40836",Reliable,0,0,0,0,0,0,0,0,0,0,374720,0,0,0,3342720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123840,1738880,0,0,0,0,0,0,0,0,0,872344,1599208,0.033,0,,,,,,,,,,,8.212,,,,13.056,,,,,,,,,,,,,,,,3.538,11.28,,,,,,,,,,1.744,2.562,688.375,413.533,0,0,1359.688,347.188,0,0,0,2096.563,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS4083E, CellID=40835",Reliable,0,0,0,0,0,0,0,0,0,0,1276160,0,0,0,25665280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338240,7336640,0,47680,0,0,0,37120,0,0,0,3167632,5717456,0.25,0,,,,,,,,,,,4.441,,,,16.273,,,,,,,,,,,,,,,,3.573,9.778,,34.057,,,,61.867,,,,1.764,2.609,640.528,2645.06,0,0,6121.875,898.125,46.563,0,0,19488.125,36.25,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS4083D, CellID=40834",Reliable,0,0,0,0,0,0,0,0,0,0,290880,0,0,0,19890560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151680,3659840,0,0,0,0,0,0,0,0,0,1405568,2588704,0.067,0,,,,,,,,,,,3.073,,,,22.38,,,,,,,,,,,,,,,,3.723,10.261,,,,,,,,,,1.79,2.554,155.863,372.285,0,0,3243.75,283.125,0,0,0,17278.125,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS4083C, CellID=40833",Reliable,0,0,0,0,0,0,0,0,0,0,2729280,0,0,0,467200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1548800,49920,0,0,0,0,0,0,0,0,0,1351400,1805880,0.3,0,,,,,,,,,,,6.629,,,,9.23,,,,,,,,,,,,,,,,5.291,7.298,,,,,,,,,,1.923,2.434,2486.181,2659.303,0,0,1527.188,2649.375,0,0,0,223.125,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS4083B, CellID=40832",Reliable,0,0,0,0,0,0,0,0,0,0,1102720,0,0,0,2423040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657600,1113920,0,22080,0,0,0,0,0,0,0,3356448,5055824,0.45,0,,,,,,,,,,,2.226,,,,8.657,,,,,,,,,,,,,,,,4.616,8.538,,15.771,,,,,,,,1.942,2.605,816.218,1479.762,0,0,1149.063,746.563,21.563,0,0,1651.563,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS4083A, CellID=40831",Reliable,0,0,0,0,0,0,0,0,0,0,295040,0,0,0,4799040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126080,1464000,0,0,0,0,0,0,0,0,0,1383480,2315384,0.017,0,,,,,,,,,,,7.644,,,,19.445,,,,,,,,,,,,,,,,3.532,9.789,,,,,,,,,,1.843,2.527,51.094,218.131,0,0,1510,280,0,0,0,4467.5,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS3974E, CellID=39745",Reliable,0,0,0,0,0,0,0,0,0,0,2688960,0,0,0,7050240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1832640,2186880,0,0,0,0,0,0,0,0,0,3198920,4254768,0.433,0,,,,,,,,,,,3.788,,,,15.761,,,,,,,,,,,,,,,,5.204,9.526,,,,,,,,,,1.833,2.339,3773.686,4332.69,0,0,2926.563,2349.063,0,0,0,4261.25,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS3974D, CellID=39744",Reliable,0,0,0,0,0,0,0,0,0,0,1740800,0,0,7360,30655040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715200,7915840,0,0,0,0,0,0,0,0,0,5075800,8042240,0.1,0,,,,,,,,,,,3.407,,,36.8,13.025,,,,,,,,,,,,,,,,3.783,9.934,,,,,,,,,,1.771,2.481,138.857,274.489,0,0,7171.25,1408.125,0,0,0,26546.563,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS3974B, CellID=39742",Reliable,0,0,0,0,0,0,0,0,0,0,962240,0,0,0,360640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534400,477120,0,0,0,0,0,0,0,0,0,3262840,4174032,0.8,0,,,,,,,,,,,0.753,,,,9.763,,,,,,,,,,,,,,,,3.856,9.789,,,,,,,,,,1.902,2.425,5848.499,5950.296,0,0,795,792.188,0,0,0,272.5,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS3974A, CellID=39741",Reliable,0,0,0,0,0,0,0,0,0,0,2037440,68800,0,0,4539840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829120,1626240,0,0,0,0,0,0,0,0,0,7308864,9944344,0.817,0,,,,,,,,,,,1.364,13.18,,,7.648,,,,,,,,,,,,,,,,3.835,9.435,,,,,,,,,,1.99,2.547,3708.614,4757.418,0,0,1768.125,1689.375,0,0,0,3039.688,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS3932F, CellID=39326",Reliable,0,0,0,0,0,0,0,0,0,0,3103360,0,0,0,3734080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3166720,1398400,0,0,0,0,0,0,0,0,0,1156136,1776344,0.267,0,,,,,,,,,,,6.028,,,,17.408,,,,,,,,,,,,,,,,6.419,10.076,,,,,,,,,,1.883,2.459,2503.393,1810.813,0,0,4017.813,3011.563,0,0,0,2502.813,0,0,,,0,0
2023-03-20 08:00,30,"RNCH-MC4-LMS/BSC6900UCell:Label=CS3932E, CellID=39325",Reliable,0,0,0,0,0,0,0,0,0,0,636160,0,0,0,534400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533440,392320,0,111040,0,0,0,1280,0,0,0,992808,1840584,0.15,0,,,,,,,,,,,3.187,,,,22.896,,,,,,,,,,,,,,,,5.465,10.23,,52.876,,,,6.4,,,,1.871,2.575,768.027,1116.136,0,0,650.938,463.438,108.438,0,0,365.313,1.25,0,,,0,0
