Result Time,Granularity Period,Object Name,Reliability,U_RRC_SETUP_SUCCESS_RATIO_DEN_NONE,U_RRC_SETUP_SUCCESS_RATIO_NUM_NONE
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4214E, CellID=42145",Reliable,0,0
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4214D, CellID=42144",Reliable,0,0
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4214C, CellID=42143",Reliable,0,0
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4214B, CellID=42142",Reliable,0,0
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4214A, CellID=42141",Reliable,0,0
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4095C, CellID=40953",Reliable,832,811
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4095B, CellID=40952",Reliable,308,306
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4095A, CellID=40951",Reliable,856,829
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3834C, CellID=38343",Reliable,713,703
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3834B, CellID=38342",Reliable,355,353
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3834A, CellID=38341",Reliable,134,133
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3044F, CellID=30446",Reliable,419,407
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3044E, CellID=30445",Reliable,217,209
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3044D, CellID=30444",Reliable,631,610
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3044C, CellID=30443",Reliable,1042,992
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3044B, CellID=30442",Reliable,301,292
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3044A, CellID=30441",Reliable,1061,1023
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4309A, CellID=43091",Reliable,156,154
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4309B, CellID=43092",Reliable,201,198
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4309C, CellID=43093",Reliable,319,314
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4220C, CellID=42203",Reliable,883,845
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4220B, CellID=42202",Reliable,234,220
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4220A, CellID=42201",Reliable,1626,1539
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3352C, CellID=33523",Reliable,331,322
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3352B, CellID=33522",Reliable,207,203
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3352A, CellID=33521",Reliable,154,153
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3607F, CellID=36076",Reliable,348,332
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3607E, CellID=36075",Reliable,1061,1035
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3607D, CellID=36074",Reliable,181,173
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3607C, CellID=36073",Reliable,412,401
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3607B, CellID=36072",Reliable,1641,1586
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3607A, CellID=36071",Reliable,402,390
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3296C, CellID=32963",Reliable,801,781
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3296B, CellID=32962",Reliable,770,753
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3296A, CellID=32961",Reliable,744,701
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3157F, CellID=31576",Reliable,531,508
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3157E, CellID=31575",Reliable,163,160
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3157D, CellID=31574",Reliable,379,366
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3844C, CellID=38443",Reliable,136,133
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3844B, CellID=38442",Reliable,143,139
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3844A, CellID=38441",Reliable,134,132
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3157C, CellID=31573",Reliable,666,641
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3157B, CellID=31572",Reliable,491,477
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3157A, CellID=31571",Reliable,648,620
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3948C, CellID=39483",Reliable,0,0
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3948B, CellID=39482",Reliable,0,0
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3948A, CellID=39481",Reliable,0,0
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3329F, CellID=33296",Reliable,80,80
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3329E, CellID=33295",Reliable,149,148
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3329D, CellID=33294",Reliable,184,184
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3779C, CellID=37793",Reliable,0,0
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3779B, CellID=37792",Reliable,859,836
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3779A, CellID=37791",Reliable,0,0
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4114C, CellID=41143",Reliable,592,549
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4114B, CellID=41142",Reliable,625,593
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4114A, CellID=41141",Reliable,568,557
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3329C, CellID=33293",Reliable,153,151
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3329B, CellID=33292",Reliable,281,274
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3329A, CellID=33291",Reliable,285,282
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4431C, CellID=44313",Reliable,268,261
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4431B, CellID=44312",Reliable,267,263
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4431A, CellID=44311",Reliable,261,259
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3680F, CellID=36806",Reliable,616,598
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3680E, CellID=36805",Reliable,347,341
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3680D, CellID=36804",Reliable,448,440
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4211B, CellID=42112",Reliable,714,706
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4211A, CellID=42111",Reliable,202,201
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4091C, CellID=40913",Reliable,149,149
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4091B, CellID=40912",Reliable,83,80
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4091A, CellID=40911",Reliable,45,44
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3680C, CellID=36803",Reliable,490,477
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3680B, CellID=36802",Reliable,429,417
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3680A, CellID=36801",Reliable,545,532
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4410F, CellID=44106",Reliable,83,78
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4410E, CellID=44105",Reliable,88,86
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4410D, CellID=44104",Reliable,86,84
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3556F, CellID=35566",Reliable,465,459
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3556E, CellID=35565",Reliable,409,396
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3556D, CellID=35564",Reliable,219,213
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3888C, CellID=38883",Reliable,320,319
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3888B, CellID=38882",Reliable,1316,1294
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3888A, CellID=38881",Reliable,990,971
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4410C, CellID=44103",Reliable,89,87
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4410B, CellID=44102",Reliable,108,108
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4410A, CellID=44101",Reliable,77,76
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3556C, CellID=35563",Reliable,171,171
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3556B, CellID=35562",Reliable,449,441
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3556A, CellID=35561",Reliable,267,264
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3516I, CellID=35169",Reliable,182,175
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3516H, CellID=35168",Reliable,231,230
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3516G, CellID=35167",Reliable,11,11
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4485I, CellID=44859",Reliable,204,200
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4485H, CellID=44858",Reliable,126,120
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4485G, CellID=44857",Reliable,143,140
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3834I, CellID=38349",Reliable,233,223
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3834H, CellID=38348",Reliable,269,264
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3834G, CellID=38347",Reliable,47,47
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4095I, CellID=40959",Reliable,344,334
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4095H, CellID=40958",Reliable,202,193
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4095G, CellID=40957",Reliable,521,513
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3648I, CellID=36489",Reliable,289,287
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3648H, CellID=36488",Reliable,151,144
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3648G, CellID=36487",Reliable,562,548
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4011I, CellID=40119",Reliable,202,200
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4011H, CellID=40118",Reliable,385,378
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4011G, CellID=40117",Reliable,911,887
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=CS3552I, CellID=35529",Reliable,409,398
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=CS3552H, CellID=35528",Reliable,294,282
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=CS3552G, CellID=35527",Reliable,152,149
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=CS3552F, CellID=35526",Reliable,459,453
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=CS3552E, CellID=35525",Reliable,217,213
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=CS3552D, CellID=35524",Reliable,206,193
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4419I, CellID=44199",Reliable,0,0
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4419H, CellID=44198",Reliable,0,0
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4419G, CellID=44197",Reliable,0,0
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3970I, CellID=39709",Reliable,200,184
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3970H, CellID=39708",Reliable,218,206
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3970G, CellID=39707",Reliable,411,368
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4269I, CellID=42699",Reliable,0,0
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4269H, CellID=42698",Reliable,208,204
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4269G, CellID=42697",Reliable,19,19
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4281G, CellID=42817",Reliable,72,70
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4281I, CellID=42819",Reliable,251,249
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4281H, CellID=42818",Reliable,50,49
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC5430F, CellID=54306",Reliable,4,4
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC5430E, CellID=54305",Reliable,338,336
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC5430D, CellID=54304",Reliable,164,156
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC5430C, CellID=54303",Reliable,2,2
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC5430B, CellID=54302",Reliable,163,158
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC5430A, CellID=54301",Reliable,176,167
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4517I, CellID=45179",Reliable,89,88
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4517H, CellID=45178",Reliable,371,363
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC4517G, CellID=45177",Reliable,199,193
2023-03-20 08:00,30,"RNCH-MA4-SCR/BSC6900UCell:Label=OC3562G, CellID=35627",Reliable,158,153
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC3822I, CellID=38229",Reliable,152,151
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC3822H, CellID=38228",Reliable,268,261
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC3822G, CellID=38227",Reliable,262,252
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC3688F, CellID=36886",Reliable,0,0
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC3688E, CellID=36885",Reliable,0,0
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC3688D, CellID=36884",Reliable,0,0
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC3688C, CellID=36883",Reliable,0,0
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC3688B, CellID=36882",Reliable,0,0
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC3688A, CellID=36881",Reliable,0,0
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC4048A, CellID=40481",Reliable,1467,1403
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC3417I, CellID=34179",Reliable,784,752
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC3417H, CellID=34178",Reliable,195,190
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC3417G, CellID=34177",Reliable,763,720
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC3417F, CellID=34176",Reliable,711,673
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC3417E, CellID=34175",Reliable,145,140
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC3417D, CellID=34174",Reliable,185,181
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC4047F, CellID=40476",Reliable,1122,1037
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC4047E, CellID=40475",Reliable,1298,1189
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC4047D, CellID=40474",Reliable,949,889
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC4407I, CellID=44079",Reliable,1096,1029
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC4407H, CellID=44078",Reliable,751,709
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC4407G, CellID=44077",Reliable,472,440
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC4407F, CellID=44076",Reliable,774,732
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC4407E, CellID=44075",Reliable,329,316
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC4407D, CellID=44074",Reliable,222,196
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC4287I, CellID=42879",Reliable,715,688
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC4287H, CellID=42878",Reliable,434,423
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC4287G, CellID=42877",Reliable,38,37
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC4287F, CellID=42876",Reliable,591,569
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC4287E, CellID=42875",Reliable,421,411
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC4287D, CellID=42874",Reliable,18,18
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC4416I, CellID=44169",Reliable,1235,1176
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC4416H, CellID=44168",Reliable,371,354
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC4416G, CellID=44167",Reliable,894,837
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC4416F, CellID=44166",Reliable,1101,1050
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC4416E, CellID=44165",Reliable,295,284
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC4416D, CellID=44164",Reliable,828,802
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC4416C, CellID=44163",Reliable,1067,1000
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC4416B, CellID=44162",Reliable,804,766
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC4416A, CellID=44161",Reliable,1494,1415
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC3596I, CellID=35969",Reliable,0,0
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC3596H, CellID=35968",Reliable,0,0
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC3596G, CellID=35967",Reliable,0,0
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC3596F, CellID=35966",Reliable,0,0
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC3596E, CellID=35965",Reliable,0,0
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC3596D, CellID=35964",Reliable,0,0
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC3596C, CellID=35963",Reliable,0,0
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC3596B, CellID=35962",Reliable,0,0
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC3596A, CellID=35961",Reliable,0,0
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC6208I, CellID=62089",Reliable,293,286
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC6208H, CellID=62088",Reliable,359,353
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC6208G, CellID=62087",Reliable,261,257
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC6208F, CellID=62086",Reliable,163,156
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC6208E, CellID=62085",Reliable,294,289
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC6208D, CellID=62084",Reliable,218,213
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC6208C, CellID=62083",Reliable,209,204
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC6208B, CellID=62082",Reliable,401,394
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC6208A, CellID=62081",Reliable,310,306
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC4470F, CellID=44706",Reliable,72,71
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC4470E, CellID=44705",Reliable,147,144
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC4470D, CellID=44704",Reliable,204,202
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC4470C, CellID=44703",Reliable,85,83
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC4470B, CellID=44702",Reliable,218,215
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC4470A, CellID=44701",Reliable,292,285
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC4288F, CellID=42886",Reliable,68,66
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC4288E, CellID=42885",Reliable,27,27
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC4288D, CellID=42884",Reliable,135,126
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC4288C, CellID=42883",Reliable,218,206
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC4288B, CellID=42882",Reliable,83,79
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC4288A, CellID=42881",Reliable,283,278
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC3278F, CellID=32786",Reliable,193,189
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC3278E, CellID=32785",Reliable,185,181
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC3278D, CellID=32784",Reliable,153,148
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC3278C, CellID=32783",Reliable,237,233
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC3278B, CellID=32782",Reliable,391,383
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC3278A, CellID=32781",Reliable,197,186
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC4250F, CellID=42506",Reliable,209,201
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC4250E, CellID=42505",Reliable,229,225
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC4250D, CellID=42504",Reliable,177,167
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC3966I, CellID=39669",Reliable,315,304
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC3966H, CellID=39668",Reliable,524,516
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC3966G, CellID=39667",Reliable,181,178
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC3966F, CellID=39666",Reliable,352,337
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC3966E, CellID=39665",Reliable,443,431
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC3966D, CellID=39664",Reliable,197,190
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC3207I, CellID=32079",Reliable,438,429
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC3207H, CellID=32078",Reliable,451,443
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC3207G, CellID=32077",Reliable,247,243
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC4308I, CellID=43089",Reliable,449,432
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC4308H, CellID=43088",Reliable,0,0
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC3095H, CellID=30958",Reliable,363,361
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC4308G, CellID=43087",Reliable,330,324
2023-03-20 08:00,30,"RNCH-MA4-VRA/BSC6900UCell:Label=OC3095I, CellID=30959",Reliable,258,251
